SEASON,MP,FGM,FGA,FG%,2PT_FGM,2PT_FGA,2PT_FG%,3PT_FGM,3PT_FGA,3PT_FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GMSC,+/-,TS%,EFG%,3PAR,FTR,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORTG,DRTG,BPM
2007-08,19.268,3.236,6.067,0.533,3.157,5.798,0.545,0.079,0.27,0.292,0.989,1.315,0.752,1.517,2.292,3.809,0.697,0.899,0.09,0.764,1.494,7.539,6.293,1.449,0.567,0.54,0.044,0.163,10.579,15.601,13.436,5.096,2.291,0.451,11.335,19.976,106.438,106.912,-3.056
2008-09,33.842,6.096,12.41,0.491,5.361,10.289,0.521,0.735,2.12,0.347,1.735,2.349,0.738,1.783,3.084,4.867,1.133,1.277,0.289,1.518,2.193,14.663,10.219,1.277,0.545,0.521,0.171,0.14,6.238,11.073,8.568,6.279,2.03,0.672,10.651,20.598,106.654,109.383,-0.353
2009-10,31.551,5.618,11.956,0.47,4.912,9.926,0.495,0.706,2.029,0.348,1.676,2.426,0.691,1.912,3.235,5.147,1.426,1.191,0.221,1.853,1.956,13.618,9.213,-2.088,0.523,0.499,0.17,0.14,7.176,12.301,9.663,7.54,2.081,0.646,13.161,21.594,101.687,111.552,-1.924
2010-11,25.7,5.489,10.307,0.533,5.42,10.045,0.54,0.068,0.261,0.261,1.477,2.114,0.699,1.932,3.33,5.261,0.977,1.068,0.307,1.205,2.08,12.523,9.531,1.216,0.557,0.536,0.025,0.143,8.368,15.176,11.825,6.717,2.168,0.922,10.382,22.4,106.471,105.575,0.294
2011-12,26.392,5.026,10.104,0.497,5.013,10.052,0.499,0.013,0.052,0.25,1.727,2.273,0.76,2.104,3.0,5.104,1.156,0.922,0.623,0.909,1.974,11.792,9.353,3.182,0.531,0.498,0.005,0.171,8.497,13.026,10.679,7.647,1.913,1.724,7.418,21.463,108.474,100.434,1.508
2012-13,34.137,6.61,12.442,0.531,6.597,12.338,0.535,0.013,0.104,0.125,1.403,2.442,0.574,2.364,5.052,7.416,1.623,1.727,0.714,1.169,2.481,14.636,12.529,-0.442,0.541,0.532,0.008,0.113,7.617,17.254,12.313,7.941,2.603,1.511,7.662,19.92,109.474,103.579,0.914
2013-14,33.971,7.275,16.038,0.454,6.15,12.388,0.496,1.125,3.65,0.308,2.038,2.862,0.712,2.075,3.875,5.95,2.275,2.088,0.45,2.062,2.662,17.712,12.549,-8.162,0.512,0.489,0.228,0.127,6.258,13.239,9.565,11.682,2.984,1.049,10.908,24.284,100.43,109.063,-0.366
2014-15,31.62,5.783,12.458,0.464,5.325,11.024,0.483,0.458,1.434,0.319,1.639,2.554,0.642,1.735,3.735,5.47,2.277,1.554,0.313,1.578,2.241,13.663,10.117,-2.783,0.503,0.483,0.115,0.132,6.059,13.82,9.813,12.106,2.532,0.861,10.445,21.62,101.915,109.317,-0.589
2015-16,31.677,6.513,12.671,0.514,6.421,12.276,0.523,0.092,0.395,0.233,1.382,2.145,0.644,2.316,6.368,8.684,1.789,1.474,0.487,1.789,2.395,14.5,11.782,-3.039,0.533,0.518,0.031,0.109,7.851,22.949,15.37,9.434,2.285,1.26,11.514,21.975,103.973,106.89,-0.084
2016-17,30.085,4.848,9.19,0.528,4.266,7.646,0.558,0.582,1.544,0.377,0.633,1.215,0.521,1.937,4.19,6.127,1.671,1.532,0.38,1.278,1.848,10.911,9.747,0.658,0.561,0.559,0.168,0.069,7.333,15.264,11.423,8.706,2.549,1.228,11.862,16.744,107.949,107.974,0.119
