SEASON,MP,FGM,FGA,FG%,2PT_FGM,2PT_FGA,2PT_FG%,3PT_FGM,3PT_FGA,3PT_FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GMSC,+/-,TS%,EFG%,3PAR,FTR,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORTG,DRTG,BPM
2008-09,17.637,1.93,4.302,0.449,1.186,2.302,0.515,0.744,2.0,0.372,0.488,0.605,0.808,0.988,1.605,2.593,0.872,0.593,0.488,0.616,1.698,5.093,4.23,1.884,0.557,0.535,0.465,0.114,7.099,11.479,9.239,7.284,1.911,2.164,13.779,14.505,105.906,109.047,0.855
2009-10,22.965,3.391,6.63,0.511,2.022,3.304,0.612,1.37,3.326,0.412,1.065,1.283,0.831,0.783,2.696,3.478,1.065,0.565,0.543,0.674,2.087,9.217,7.385,2.457,0.641,0.615,0.502,0.161,4.342,14.242,9.049,7.981,1.251,2.019,8.693,16.109,127.209,110.093,2.663
2010-11,30.721,4.437,9.805,0.453,3.0,5.575,0.538,1.437,4.23,0.34,1.621,1.931,0.839,1.264,3.0,4.264,1.506,0.839,0.621,1.034,2.391,11.931,8.84,0.253,0.56,0.526,0.431,0.165,4.774,12.387,8.512,7.945,1.487,1.766,9.02,18.101,108.407,109.547,0.002
2011-12,28.427,4.587,10.175,0.451,2.889,5.825,0.496,1.698,4.349,0.391,2.111,2.524,0.836,1.286,3.016,4.302,1.333,0.905,0.952,1.429,1.667,12.984,9.746,-0.937,0.575,0.534,0.427,0.207,4.983,12.437,8.675,8.168,1.788,2.544,11.639,20.461,107.576,106.932,2.124
2012-13,37.927,4.757,11.257,0.423,2.527,5.257,0.481,2.23,6.0,0.372,2.405,2.838,0.848,1.311,4.257,5.568,4.865,1.23,1.122,2.568,1.878,14.149,12.295,-1.446,0.566,0.522,0.533,0.214,3.916,13.047,8.423,20.516,1.674,2.203,17.355,18.288,107.178,109.466,2.519
2013-14,36.331,4.766,10.223,0.466,3.0,5.309,0.565,1.766,4.915,0.359,1.862,2.319,0.803,1.34,6.053,7.394,5.032,0.947,0.66,2.511,1.883,13.16,12.148,3.191,0.585,0.553,0.481,0.182,4.052,17.87,11.053,20.868,1.303,1.246,17.891,16.633,113.645,107.806,3.414
2014-15,32.768,3.342,8.481,0.394,1.911,4.076,0.469,1.43,4.405,0.325,1.19,1.405,0.847,0.861,4.949,5.81,4.646,1.0,0.519,1.823,1.481,9.304,8.905,2.43,0.511,0.478,0.519,0.14,2.789,15.667,9.412,20.214,1.57,1.053,16.649,14.925,102.158,104.079,1.501
2015-16,33.223,4.987,11.769,0.424,3.128,6.372,0.491,1.859,5.397,0.344,2.308,2.718,0.849,0.731,4.987,5.718,5.295,0.859,0.551,2.731,1.538,14.141,11.346,1.59,0.545,0.503,0.459,0.196,2.451,16.449,9.403,26.341,1.296,1.205,17.812,21.499,101.56,106.853,0.731
2016-17,33.555,5.038,12.5,0.403,3.308,7.308,0.453,1.731,5.192,0.333,3.115,3.641,0.856,0.59,5.577,6.167,5.846,1.103,0.372,2.487,1.397,14.923,12.473,0.885,0.529,0.472,0.415,0.249,1.861,18.058,9.934,28.014,1.725,0.926,14.805,22.225,104.39,108.974,0.796
2017-18,29.564,4.03,9.701,0.415,2.657,5.612,0.473,1.373,4.09,0.336,1.612,1.94,0.831,0.851,3.716,4.567,5.209,0.97,0.343,1.955,1.075,11.045,9.916,0.134,0.523,0.486,0.422,0.166,3.1,14.442,8.598,25.694,1.541,0.894,16.064,18.409,105.047,112.344,-0.039
2018-19,29.797,3.203,7.114,0.45,1.734,3.342,0.519,1.468,3.772,0.389,0.975,1.127,0.865,0.899,4.038,4.937,3.127,0.899,0.544,1.481,1.772,8.848,8.208,-0.278,0.581,0.553,0.53,0.137,3.155,14.941,8.989,14.756,1.475,1.544,15.733,13.029,113.787,113.213,-0.607
2019-20,10.305,0.571,1.653,0.346,0.286,0.653,0.438,0.286,1.0,0.286,0.184,0.204,0.9,0.51,1.531,2.041,1.347,0.347,0.163,0.449,0.837,1.612,2.112,-0.98,0.463,0.432,0.605,0.111,5.368,17.641,11.2,18.127,1.759,1.309,22.482,9.982,107.773,115.955,-2.5
2020-21,27.15,2.773,5.92,0.468,1.205,2.011,0.599,1.568,3.909,0.401,0.761,0.92,0.827,0.784,4.0,4.784,2.125,1.057,0.534,0.67,1.455,7.875,8.191,5.375,0.622,0.601,0.66,0.129,3.333,16.303,9.988,10.548,1.907,1.777,8.621,11.716,127.407,111.698,2.529
2021-22,23.441,2.8,6.154,0.455,1.108,1.846,0.6,1.692,4.308,0.393,0.4,0.615,0.65,0.462,3.662,4.123,1.585,0.938,0.662,0.631,1.354,7.692,7.178,-1.815,0.599,0.592,0.7,0.065,2.025,16.326,9.311,9.397,1.88,2.331,9.707,12.954,110.049,109.623,1.297
2022-23,21.189,1.976,4.706,0.42,0.447,0.776,0.576,1.529,3.929,0.389,0.4,0.565,0.708,0.741,2.906,3.647,1.494,0.659,0.541,0.612,1.871,5.882,5.427,1.576,0.594,0.582,0.835,0.085,4.02,15.62,9.953,9.271,1.469,2.216,11.242,11.572,106.518,114.892,-0.865
2023-24,25.023,1.957,4.304,0.455,0.681,1.159,0.588,1.275,3.145,0.406,0.29,0.42,0.69,1.174,3.0,4.174,1.971,0.71,0.638,0.681,1.797,5.478,6.054,2.145,0.61,0.603,0.731,0.067,4.801,13.412,8.997,9.922,1.342,2.131,13.728,8.876,123.075,115.104,-0.803
