SEASON,MP,FGM,FGA,FG%,2PT_FGM,2PT_FGA,2PT_FG%,3PT_FGM,3PT_FGA,3PT_FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GMSC,+/-,TS%,EFG%,3PAR,FTR,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORTG,DRTG,BPM
2008-09,25.467,2.735,5.916,0.462,2.735,5.867,0.466,0.0,0.048,0.0,1.687,2.313,0.729,2.277,3.59,5.867,1.048,1.048,0.542,1.205,2.458,7.157,6.504,-0.349,0.516,0.462,0.008,0.285,9.584,17.239,13.298,6.652,2.067,1.843,15.117,14.148,101.744,106.549,-1.56
2009-10,25.244,2.506,5.173,0.484,2.432,4.938,0.493,0.074,0.235,0.316,1.296,1.889,0.686,2.284,3.136,5.42,1.062,0.765,0.481,0.951,2.42,6.383,5.994,0.111,0.532,0.492,0.045,0.251,10.12,15.358,12.596,6.629,1.526,1.478,15.465,12.728,103.7,104.175,-1.431
2010-11,26.164,2.475,5.35,0.463,2.475,5.262,0.47,0.0,0.088,0.0,1.662,2.35,0.707,2.112,3.138,5.25,0.85,0.9,0.35,0.962,2.25,6.612,5.88,-0.738,0.518,0.463,0.016,0.311,8.786,14.114,11.456,5.111,1.723,1.013,13.546,13.114,101.152,103.848,-2.18
2011-12,21.463,2.83,5.553,0.51,2.809,5.468,0.514,0.021,0.085,0.25,1.404,2.191,0.641,1.638,3.191,4.83,0.617,0.851,0.468,0.83,1.979,7.085,6.109,1.0,0.544,0.511,0.015,0.253,8.335,16.114,11.988,3.847,1.937,1.667,11.205,15.73,106.977,106.209,-2.472
2012-13,23.202,2.556,6.349,0.402,2.349,5.698,0.412,0.206,0.651,0.317,1.349,2.286,0.59,1.476,2.81,4.286,0.984,0.73,0.222,1.19,1.444,6.667,4.552,-2.175,0.453,0.419,0.103,0.213,6.963,13.739,10.266,6.945,1.458,0.624,13.44,16.423,88.306,107.903,-4.768
2013-14,13.026,1.13,2.506,0.451,1.078,2.286,0.472,0.052,0.221,0.235,0.597,0.87,0.687,0.727,1.169,1.896,0.468,0.39,0.182,0.519,0.883,2.909,2.329,-1.974,0.503,0.461,0.088,0.238,6.098,9.203,7.731,4.483,1.527,0.769,14.481,11.153,85.312,110.062,-4.142
2014-15,27.376,3.586,9.086,0.395,2.7,6.2,0.435,0.886,2.886,0.307,1.371,2.329,0.589,1.171,3.514,4.686,1.514,1.157,0.3,1.414,1.486,9.429,6.413,-5.257,0.466,0.443,0.318,0.151,4.476,14.113,9.109,9.773,2.122,0.858,12.021,18.673,91.582,106.522,-3.167
2015-16,15.909,1.153,2.506,0.46,1.0,2.035,0.491,0.153,0.471,0.325,0.365,0.682,0.534,0.729,1.4,2.129,0.365,0.553,0.224,0.424,1.282,2.824,2.362,1.706,0.503,0.491,0.188,0.146,5.081,8.927,6.962,3.046,1.73,1.695,12.191,8.697,92.62,106.329,-2.937
2016-17,22.592,2.337,4.73,0.494,1.798,3.315,0.542,0.539,1.416,0.381,0.82,1.202,0.682,0.607,1.697,2.303,0.517,1.0,0.438,0.551,1.551,6.034,4.936,2.685,0.574,0.551,0.299,0.173,2.997,8.479,5.806,3.106,2.129,1.531,8.783,11.941,104.759,109.69,-0.807
2017-18,21.691,2.215,4.823,0.459,1.38,2.443,0.565,0.835,2.38,0.351,0.873,1.291,0.676,0.316,2.316,2.633,0.734,0.987,0.367,0.937,1.367,6.139,4.673,3.025,0.569,0.546,0.493,0.181,1.967,12.319,7.137,4.637,2.293,1.423,14.82,13.657,97.171,106.771,-1.117
2018-19,12.2,1.6,3.6,0.444,1.2,2.4,0.5,0.4,1.2,0.333,0.4,1.0,0.4,0.4,1.0,1.4,0.4,0.2,0.2,0.4,1.6,4.0,2.04,2.2,0.495,0.5,0.333,0.111,4.2,7.525,5.95,5.9,1.325,1.35,10.5,17.1,99.0,109.5,-4.9
2019-20,1.538,0.125,0.312,0.4,0.125,0.188,0.667,0.0,0.125,0.0,0.062,0.125,0.5,0.062,0.062,0.125,0.0,0.125,0.0,0.062,0.0,0.312,0.244,-0.438,0.425,0.4,0.4,0.2,7.9,3.367,5.367,0.0,4.7,0.0,33.333,12.4,66.667,112.333,-4.767
