SEASON,MP,FGM,FGA,FG%,2PT_FGM,2PT_FGA,2PT_FG%,3PT_FGM,3PT_FGA,3PT_FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GMSC,+/-,TS%,EFG%,3PAR,FTR,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORTG,DRTG,BPM
2014-15,15.113,2.342,5.247,0.446,2.342,5.219,0.449,0.0,0.027,0.0,1.151,1.808,0.636,1.712,3.521,5.233,0.685,0.712,0.932,1.178,2.836,5.836,4.623,-0.055,0.483,0.446,0.005,0.219,11.927,26.866,19.263,8.176,2.076,4.834,16.771,21.719,90.016,101.371,-4.519
2015-16,10.52,1.942,4.654,0.417,1.942,4.596,0.423,0.0,0.058,0.0,1.173,1.904,0.616,1.25,2.115,3.365,0.769,0.462,0.846,1.058,1.75,5.058,3.629,-0.135,0.46,0.417,0.012,0.252,13.1,22.338,17.497,10.562,2.425,6.262,19.328,28.022,85.938,101.562,-5.528
2016-17,18.522,3.579,7.066,0.507,3.579,7.039,0.508,0.0,0.026,0.0,1.579,2.763,0.571,2.026,4.263,6.289,1.671,0.658,0.987,1.921,2.132,8.737,7.191,-0.579,0.527,0.507,0.004,0.223,12.112,25.038,18.826,12.994,1.626,3.817,20.556,23.489,96.485,107.379,-2.47
2017-18,25.972,5.94,11.786,0.504,5.94,11.702,0.508,0.0,0.083,0.0,2.155,3.381,0.637,2.393,6.417,8.81,1.75,0.833,1.381,2.214,3.107,14.036,10.839,1.5,0.529,0.504,0.007,0.183,9.911,26.401,18.245,11.728,1.565,4.089,13.902,26.277,101.771,102.205,-0.473
2018-19,26.671,5.676,11.162,0.508,5.635,10.77,0.523,0.041,0.392,0.103,3.811,4.932,0.773,3.284,6.824,10.108,3.149,0.959,1.392,2.27,3.378,15.203,14.073,5.743,0.57,0.51,0.035,0.341,13.349,26.99,20.217,17.14,1.704,3.996,15.043,24.961,114.958,105.764,3.368
2019-20,26.767,5.118,10.588,0.483,4.706,9.176,0.513,0.412,1.412,0.292,3.118,3.941,0.791,2.529,6.588,9.118,3.294,1.176,1.118,2.176,3.824,13.765,12.376,-3.059,0.559,0.503,0.133,0.294,10.357,27.014,18.657,18.279,2.029,4.221,15.4,22.686,111.5,113.071,1.564
2020-21,14.838,2.831,5.465,0.518,2.648,4.972,0.533,0.183,0.493,0.371,1.239,1.944,0.638,1.465,4.085,5.549,1.986,0.577,0.648,1.225,1.873,7.085,6.807,2.38,0.56,0.535,0.09,0.227,10.514,29.856,20.091,19.309,1.856,3.96,16.53,22.36,112.186,108.884,1.37
2021-22,27.695,5.632,10.526,0.535,5.368,9.544,0.562,0.263,0.982,0.268,3.246,4.702,0.69,2.93,7.93,10.86,2.754,1.088,0.596,2.509,3.316,14.772,13.102,0.228,0.586,0.548,0.093,0.308,11.129,32.282,21.564,16.195,1.95,2.182,16.889,23.639,114.054,109.429,0.146
2022-23,25.768,4.852,9.352,0.519,4.056,7.148,0.567,0.796,2.204,0.361,2.352,3.556,0.661,2.111,6.611,8.722,2.759,0.796,0.815,2.204,3.426,12.852,10.95,0.167,0.589,0.561,0.236,0.251,9.112,28.877,19.14,16.671,1.563,2.435,18.012,22.781,106.827,113.096,-1.337
2023-24,26.935,4.111,8.062,0.51,3.84,6.926,0.554,0.272,1.136,0.239,2.123,3.358,0.632,2.926,7.815,10.741,3.852,1.074,1.062,2.235,3.321,10.617,11.468,4.494,0.557,0.527,0.141,0.263,12.841,30.807,22.4,20.118,2.079,3.531,19.641,19.088,113.762,109.525,1.159
