SEASON,MP,FGM,FGA,FG%,2PT_FGM,2PT_FGA,2PT_FG%,3PT_FGM,3PT_FGA,3PT_FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GMSC,+/-,TS%,EFG%,3PAR,FTR,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORTG,DRTG,BPM
2006-07,13.385,1.136,3.318,0.342,0.58,1.386,0.418,0.557,1.932,0.288,0.398,0.602,0.66,0.307,0.943,1.25,0.625,0.341,0.08,0.42,1.5,3.227,1.589,0.239,0.45,0.426,0.582,0.12,2.528,7.294,4.988,7.66,0.943,0.342,10.974,11.511,87.723,111.846,-4.088
2007-08,6.318,0.655,1.598,0.41,0.414,0.816,0.507,0.241,0.782,0.309,0.253,0.356,0.71,0.264,0.46,0.724,0.425,0.092,0.034,0.184,0.701,1.805,1.179,0.23,0.514,0.486,0.489,0.158,3.381,7.628,5.667,7.782,0.435,0.293,7.495,14.704,77.263,112.088,-6.698
2008-09,10.019,0.885,2.529,0.35,0.299,0.644,0.464,0.586,1.885,0.311,0.115,0.241,0.476,0.299,0.701,1.0,0.31,0.161,0.069,0.184,0.885,2.471,1.313,-0.506,0.469,0.466,0.745,0.045,3.106,9.771,6.425,3.344,0.79,0.485,5.571,12.841,70.868,111.809,-6.757
2009-10,1.389,0.062,0.312,0.2,0.031,0.125,0.25,0.031,0.188,0.167,0.0,0.0,0.0,0.031,0.094,0.125,0.094,0.031,0.0,0.094,0.25,0.156,-0.084,-0.094,0.25,0.25,0.6,0.0,0.983,6.067,3.417,4.283,0.95,0.0,13.1,15.233,38.333,106.333,-16.0
