SEASON,MP,FGM,FGA,FG%,2PT_FGM,2PT_FGA,2PT_FG%,3PT_FGM,3PT_FGA,3PT_FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GMSC,+/-,TS%,EFG%,3PAR,FTR,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORTG,DRTG,BPM
2000-01,34.732,3.868,9.824,0.394,3.714,9.198,0.404,0.154,0.626,0.246,1.549,1.857,0.834,1.78,7.198,8.978,3.132,0.967,0.604,1.769,3.165,9.44,7.94,2.516,0.444,0.402,0.064,0.158,5.671,24.072,14.599,13.816,1.439,1.19,14.58,16.342,93.6,102.756,-1.942
2001-02,23.075,1.617,4.383,0.369,1.6,4.283,0.374,0.017,0.1,0.167,0.35,0.467,0.75,1.2,4.517,5.717,1.9,0.817,0.183,1.45,2.917,3.6,2.985,-5.55,0.392,0.371,0.023,0.08,5.86,23.695,14.421,12.761,1.816,0.653,22.816,12.4,77.0,104.579,-5.821
2002-03,7.47,0.333,0.797,0.418,0.333,0.797,0.418,0.0,0.0,0.0,0.406,0.493,0.824,0.536,1.014,1.551,0.58,0.188,0.087,0.304,1.304,1.072,1.122,0.217,0.529,0.418,0.0,0.509,7.786,14.598,11.25,10.588,1.126,1.338,18.081,8.402,105.238,105.667,-5.617
2003-04,2.155,0.182,0.545,0.333,0.182,0.545,0.333,0.0,0.0,0.0,0.455,0.545,0.833,0.0,0.455,0.455,0.182,0.0,0.0,0.091,0.727,0.818,0.355,0.364,0.521,0.333,0.0,0.833,0.0,28.757,15.757,5.114,0.0,0.0,3.686,14.871,86.286,105.0,8.614
