SEASON,MP,FGM,FGA,FG%,2PT_FGM,2PT_FGA,2PT_FG%,3PT_FGM,3PT_FGA,3PT_FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GMSC,+/-,TS%,EFG%,3PAR,FTR,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORTG,DRTG,BPM
2000-01,2.998,0.346,0.865,0.4,0.346,0.827,0.419,0.0,0.038,0.0,0.192,0.442,0.435,0.442,0.558,1.0,0.077,0.096,0.115,0.269,0.481,0.885,0.563,-1.462,0.417,0.4,0.044,0.222,11.474,18.129,15.912,3.206,1.529,1.362,18.1,19.506,50.912,95.265,-8.944
2001-02,7.792,1.156,2.344,0.493,1.156,2.344,0.493,0.0,0.0,0.0,0.25,0.625,0.4,1.656,1.562,3.219,0.25,0.094,0.188,0.469,1.531,2.562,2.181,-0.844,0.489,0.493,0.0,0.107,21.662,24.014,23.024,3.8,0.767,1.614,17.029,18.457,107.667,105.81,-6.348
