SEASON,MP,FGM,FGA,FG%,2PT_FGM,2PT_FGA,2PT_FG%,3PT_FGM,3PT_FGA,3PT_FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GMSC,+/-,TS%,EFG%,3PAR,FTR,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORTG,DRTG,BPM
2001-02,39.217,5.215,12.165,0.429,3.911,8.671,0.451,1.304,3.494,0.373,2.506,3.582,0.7,2.278,3.025,5.304,2.734,1.532,1.025,1.962,2.722,14.241,10.996,-3.658,0.518,0.482,0.287,0.206,6.477,8.945,7.685,11.94,2.104,1.824,12.699,18.399,102.872,107.436,0.278
2002-03,29.776,3.438,7.112,0.483,2.362,4.412,0.535,1.075,2.7,0.398,1.5,1.812,0.828,1.6,2.712,4.312,1.312,1.275,1.1,0.85,2.588,9.45,8.734,-1.038,0.597,0.559,0.38,0.211,6.095,10.151,8.177,6.81,2.16,2.637,9.526,13.441,118.949,107.859,1.817
2003-04,23.763,2.918,6.565,0.444,2.118,4.294,0.493,0.8,2.271,0.352,1.459,2.0,0.729,1.271,2.435,3.706,1.2,1.188,0.694,0.706,2.4,8.094,6.918,1.576,0.544,0.505,0.346,0.222,5.688,11.833,8.659,7.958,2.689,2.071,8.957,15.272,115.337,103.337,2.129
2004-05,31.021,3.341,7.576,0.441,2.506,5.412,0.463,0.835,2.165,0.386,2.141,2.741,0.781,1.976,3.2,5.176,1.553,1.094,0.953,0.929,2.529,9.659,8.702,3.424,0.55,0.496,0.286,0.283,7.604,12.532,10.055,7.781,1.988,2.451,8.968,14.706,115.345,105.357,1.918
2005-06,34.511,3.64,7.453,0.488,2.86,5.453,0.525,0.779,2.0,0.39,1.733,2.488,0.696,1.988,3.267,5.256,1.605,1.116,1.349,1.14,2.779,9.791,9.031,3.965,0.573,0.541,0.268,0.232,7.053,11.711,9.429,7.878,1.851,3.069,13.105,13.787,113.588,103.224,1.933
2006-07,36.224,3.5,7.833,0.447,1.544,3.211,0.481,1.956,4.622,0.423,1.056,1.344,0.785,0.778,3.178,3.956,2.111,1.011,0.744,0.889,2.333,10.011,8.498,3.789,0.594,0.572,0.59,0.135,2.48,10.037,6.285,9.436,1.469,1.606,9.675,11.962,120.629,103.101,2.392
2007-08,36.181,3.233,7.64,0.423,1.523,3.105,0.491,1.709,4.535,0.377,0.919,1.233,0.745,1.593,3.372,4.965,1.826,0.965,1.105,0.988,2.488,9.093,8.072,3.744,0.556,0.535,0.594,0.12,5.004,10.354,7.733,7.428,1.455,2.253,10.62,11.693,115.835,103.612,1.605
2008-09,34.147,2.405,5.878,0.409,0.946,1.946,0.486,1.459,3.932,0.371,1.041,1.216,0.856,0.986,3.73,4.716,2.27,0.838,0.851,0.865,1.986,7.311,7.261,3.068,0.57,0.533,0.669,0.177,3.549,12.188,8.019,9.595,1.292,1.899,11.801,10.214,117.616,106.466,2.071
2009-10,31.427,2.58,6.478,0.398,1.116,2.435,0.458,1.464,4.043,0.362,1.116,1.536,0.726,1.072,3.449,4.522,2.377,0.768,1.101,0.928,2.014,7.739,7.323,-0.232,0.541,0.511,0.624,0.172,3.736,13.124,8.279,10.999,1.29,2.34,11.41,11.54,111.015,107.657,1.19
2010-11,28.269,2.688,5.99,0.449,1.542,2.906,0.53,1.146,3.083,0.372,0.729,1.062,0.686,1.115,3.312,4.427,2.083,0.792,0.906,0.885,1.927,7.25,7.001,2.125,0.561,0.544,0.515,0.122,4.533,13.521,9.082,10.34,1.436,2.176,11.324,11.588,113.558,109.968,0.776
2011-12,25.472,1.865,4.854,0.384,0.697,1.562,0.446,1.169,3.292,0.355,0.404,0.596,0.679,0.798,1.787,2.584,1.225,0.966,0.528,0.596,1.955,5.303,4.485,2.787,0.518,0.505,0.678,0.083,3.84,7.91,5.947,7.389,2.101,1.692,10.844,10.958,103.727,103.182,0.412
2012-13,22.454,1.845,4.691,0.393,0.175,0.526,0.333,1.67,4.165,0.401,0.567,0.68,0.833,0.474,1.619,2.093,0.866,0.474,0.629,0.402,2.041,5.928,4.457,4.175,0.594,0.571,0.888,0.121,2.693,8.947,5.959,5.451,1.069,2.405,6.973,12.012,113.691,107.574,-0.446
2013-14,17.209,1.206,3.103,0.389,0.361,0.732,0.493,0.845,2.371,0.357,0.196,0.289,0.679,0.361,1.165,1.526,0.701,0.567,0.412,0.268,1.515,3.454,2.801,2.031,0.535,0.525,0.764,0.063,2.683,8.046,5.488,5.071,1.751,1.916,9.106,9.439,97.348,110.539,-1.385
