SEASON,MP,FGM,FGA,FG%,2PT_FGM,2PT_FGA,2PT_FG%,3PT_FGM,3PT_FGA,3PT_FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GMSC,+/-,TS%,EFG%,3PAR,FTR,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORTG,DRTG,BPM
2004-05,25.949,3.468,7.62,0.455,3.418,7.329,0.466,0.051,0.291,0.174,2.063,3.0,0.688,1.861,3.924,5.785,1.608,0.747,1.823,1.709,1.987,9.051,7.853,-4.734,0.506,0.458,0.038,0.271,7.824,17.542,12.391,11.482,1.445,5.358,15.377,18.48,99.23,109.554,-0.766
2005-06,31.587,4.062,9.556,0.425,3.642,8.198,0.444,0.42,1.358,0.309,2.593,3.605,0.719,2.173,4.383,6.556,2.358,0.79,2.568,2.0,3.21,11.136,9.457,-3.938,0.5,0.447,0.142,0.271,8.089,17.221,12.545,11.168,1.323,6.149,15.555,19.232,101.075,108.8,-0.46
2006-07,36.262,5.973,13.603,0.439,5.452,11.521,0.473,0.521,2.082,0.25,3.671,5.301,0.693,2.26,6.247,8.507,3.233,1.384,2.836,3.11,3.301,16.137,13.01,-2.877,0.506,0.458,0.153,0.27,7.672,20.975,14.203,15.504,2.019,6.19,17.168,24.358,97.972,103.403,1.626
2007-08,34.945,6.213,13.719,0.453,5.899,12.404,0.476,0.315,1.315,0.239,4.157,5.764,0.721,1.888,6.112,8.0,3.281,1.517,2.775,3.045,3.315,16.899,13.679,-1.225,0.52,0.464,0.096,0.303,6.502,20.464,13.439,17.162,2.338,5.916,16.217,25.55,100.136,103.795,2.393
2008-09,34.95,5.988,12.444,0.481,5.642,11.185,0.504,0.346,1.259,0.275,3.247,5.309,0.612,1.951,5.21,7.16,2.383,1.309,1.58,2.247,2.716,15.568,12.105,1.21,0.527,0.495,0.101,0.261,6.169,17.699,11.851,11.774,1.977,3.621,13.189,23.359,102.738,105.338,1.506
2009-10,34.709,6.021,12.0,0.502,6.0,11.862,0.506,0.021,0.138,0.154,3.085,4.957,0.622,2.766,5.787,8.553,3.947,1.521,2.032,2.287,2.872,15.149,14.351,3.5,0.534,0.503,0.012,0.257,9.046,19.893,14.404,18.472,2.449,4.625,13.629,22.368,110.489,102.989,5.204
2010-11,34.253,6.289,13.467,0.467,5.689,11.489,0.495,0.6,1.978,0.303,2.989,4.256,0.702,1.689,6.744,8.433,3.222,1.244,1.611,2.478,2.844,16.167,12.967,0.489,0.527,0.489,0.147,0.222,6.122,23.236,14.822,16.418,1.948,3.61,14.116,25.255,100.494,102.079,2.401
2011-12,35.059,7.472,16.514,0.452,7.083,14.944,0.474,0.389,1.569,0.248,3.042,4.764,0.638,2.028,7.694,9.722,3.903,1.333,1.667,2.486,2.583,18.375,14.556,3.653,0.494,0.464,0.095,0.184,6.896,25.793,16.239,21.5,2.073,3.597,12.004,28.679,99.282,96.746,3.397
2012-13,33.511,6.849,14.791,0.463,6.081,12.221,0.498,0.767,2.57,0.299,2.151,4.151,0.518,1.663,6.291,7.953,3.977,1.221,1.616,2.814,2.279,16.616,12.664,0.767,0.5,0.489,0.174,0.145,5.632,21.001,13.42,21.063,1.912,3.741,14.627,27.383,96.28,101.012,1.752
2013-14,34.561,6.544,15.608,0.419,5.658,12.253,0.462,0.886,3.354,0.264,2.025,3.81,0.532,1.291,5.291,6.582,3.19,1.329,1.392,2.519,2.494,16.0,10.49,-2.468,0.463,0.448,0.215,0.13,3.695,17.739,10.326,14.578,1.877,3.187,13.035,24.569,92.39,108.195,-1.295
2014-15,26.695,4.941,11.693,0.423,3.96,8.733,0.454,0.98,2.96,0.331,1.574,3.257,0.483,1.762,4.436,6.198,3.198,0.95,1.317,2.416,2.663,12.436,8.748,0.109,0.474,0.464,0.253,0.135,6.997,18.121,12.5,20.029,1.786,3.858,15.985,25.569,92.99,104.56,0.534
2015-16,10.669,1.547,4.209,0.367,1.023,2.453,0.417,0.523,1.756,0.298,0.43,0.802,0.536,0.605,1.651,2.256,1.093,0.407,0.558,0.953,1.453,4.047,2.516,-1.047,0.443,0.43,0.417,0.102,6.385,16.046,11.207,16.353,1.685,4.195,17.303,23.427,82.695,105.644,-3.631
2017-18,1.478,0.125,0.5,0.25,0.125,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.125,0.5,0.0,0.0,0.0,0.0,0.375,0.25,0.1,-1.25,0.25,0.25,0.0,0.0,16.5,5.5,11.0,0.0,0.0,0.0,0.0,12.567,40.0,110.0,-16.2
