SEASON,MP,FGM,FGA,FG%,2PT_FGM,2PT_FGA,2PT_FG%,3PT_FGM,3PT_FGA,3PT_FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GMSC,+/-,TS%,EFG%,3PAR,FTR,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORTG,DRTG,BPM
2001-02,15.845,1.252,3.019,0.415,1.243,3.0,0.414,0.01,0.019,0.5,1.359,1.961,0.693,1.515,1.806,3.32,0.854,0.33,0.515,0.816,2.146,3.874,3.237,1.126,0.499,0.416,0.006,0.45,10.79,11.86,11.382,7.556,1.091,2.311,17.583,13.254,99.457,103.202,-4.007
2002-03,23.79,1.696,4.206,0.403,1.696,4.147,0.409,0.0,0.059,0.0,2.265,2.912,0.778,1.833,3.0,4.833,1.02,0.588,0.549,1.01,3.196,5.657,4.714,4.167,0.515,0.403,0.014,0.538,8.733,14.556,11.626,6.325,1.31,1.764,15.155,12.244,103.069,100.248,-2.321
2003-04,27.657,1.967,4.689,0.419,1.967,4.667,0.421,0.0,0.022,0.0,1.644,2.222,0.74,1.789,3.144,4.933,1.889,0.778,0.733,1.244,3.333,5.578,5.082,3.622,0.492,0.419,0.005,0.351,7.709,13.406,10.513,10.39,1.539,1.981,18.418,12.081,101.169,99.517,-1.972
2004-05,31.46,2.235,5.506,0.406,2.212,5.435,0.407,0.024,0.071,0.333,1.647,2.553,0.645,1.906,4.141,6.047,1.247,0.859,0.835,1.129,4.012,6.141,4.978,1.224,0.463,0.408,0.013,0.299,6.857,16.444,11.531,6.38,1.51,2.294,15.276,12.156,94.774,103.774,-3.575
2005-06,26.472,1.361,3.458,0.394,1.325,3.313,0.4,0.036,0.145,0.25,0.687,1.301,0.528,1.361,3.422,4.783,0.88,0.614,0.506,0.843,3.687,3.446,2.57,1.795,0.427,0.399,0.042,0.199,5.595,15.398,10.534,5.312,1.261,1.565,17.027,8.63,92.061,103.22,-4.343
2006-07,23.362,0.72,1.849,0.39,0.72,1.828,0.394,0.0,0.022,0.0,0.677,1.484,0.457,1.14,2.688,3.828,0.516,0.505,0.441,0.957,3.419,2.118,1.244,1.043,0.423,0.39,0.012,0.366,6.008,14.008,9.862,3.204,1.136,1.65,27.905,6.957,82.935,106.891,-6.073
2007-08,14.122,0.639,1.361,0.469,0.639,1.349,0.473,0.0,0.012,0.0,0.41,0.892,0.459,0.771,1.373,2.145,0.301,0.277,0.301,0.578,2.337,1.687,0.934,-1.831,0.481,0.469,0.009,0.301,5.934,11.135,8.438,3.1,0.98,1.722,27.386,7.726,79.095,112.095,-7.409
2008-09,5.555,0.289,0.921,0.314,0.289,0.921,0.314,0.0,0.0,0.0,0.171,0.368,0.464,0.368,0.553,0.921,0.145,0.118,0.171,0.158,0.961,0.75,0.363,-2.408,0.346,0.314,0.0,0.186,7.368,13.158,9.868,3.539,0.99,2.4,11.506,10.41,67.903,113.258,-8.484
2009-10,1.48,0.131,0.333,0.393,0.131,0.321,0.407,0.0,0.012,0.0,0.0,0.024,0.0,0.095,0.131,0.226,0.048,0.036,0.024,0.071,0.333,0.262,0.058,-0.155,0.381,0.393,0.036,0.0,10.793,8.674,10.133,2.133,2.415,1.004,15.43,14.322,53.407,105.333,-9.233
2010-11,8.259,0.473,0.934,0.506,0.462,0.923,0.5,0.011,0.011,1.0,0.33,0.538,0.612,0.396,0.912,1.308,0.253,0.154,0.132,0.341,1.407,1.286,0.808,0.736,0.549,0.512,0.012,0.353,4.737,13.057,8.88,4.982,0.745,1.345,16.428,9.99,94.217,109.45,-5.67
2011-12,7.557,0.423,0.981,0.431,0.423,0.981,0.431,0.0,0.0,0.0,0.135,0.288,0.467,0.308,0.846,1.154,0.192,0.096,0.058,0.385,0.962,0.981,0.373,-0.077,0.443,0.431,0.0,0.137,3.343,10.529,7.071,2.357,0.451,0.443,16.166,7.92,58.714,105.2,-8.329
2012-13,4.995,0.117,0.377,0.31,0.117,0.377,0.31,0.0,0.0,0.0,0.299,0.416,0.719,0.286,0.494,0.779,0.104,0.156,0.13,0.234,1.104,0.532,0.261,0.039,0.476,0.31,0.0,0.793,6.092,9.461,7.663,3.384,1.4,2.95,21.297,8.253,85.421,103.342,-4.821
2013-14,4.098,0.262,0.571,0.458,0.262,0.5,0.524,0.0,0.071,0.0,0.071,0.095,0.75,0.167,0.286,0.452,0.095,0.19,0.024,0.167,0.714,0.595,0.314,-0.738,0.485,0.458,0.125,0.125,5.059,10.159,7.368,3.327,2.127,0.8,17.109,8.636,56.545,111.591,-7.309
