SEASON,MP,FGM,FGA,FG%,2PT_FGM,2PT_FGA,2PT_FG%,3PT_FGM,3PT_FGA,3PT_FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GMSC,+/-,TS%,EFG%,3PAR,FTR,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORTG,DRTG,BPM
2004-05,26.454,2.871,6.935,0.414,2.871,6.871,0.418,0.0,0.065,0.0,1.419,1.903,0.746,0.71,2.161,2.871,4.871,1.032,0.355,2.419,2.645,7.161,5.619,-0.548,0.461,0.414,0.009,0.205,3.55,8.92,6.48,27.843,2.047,1.207,23.557,17.927,88.1,106.967,-3.177
2005-06,24.759,2.467,5.667,0.435,2.44,5.547,0.44,0.027,0.12,0.222,0.933,1.307,0.714,0.76,2.427,3.187,4.4,0.707,0.507,1.787,2.547,5.893,5.36,-0.347,0.472,0.438,0.021,0.165,3.907,10.953,7.567,26.578,1.442,1.504,23.833,15.162,95.562,106.918,-1.975
2006-07,29.299,3.782,8.164,0.463,3.691,7.873,0.469,0.091,0.291,0.312,1.491,2.109,0.707,1.018,2.327,3.345,4.982,1.073,0.527,1.964,2.455,9.145,8.091,-2.818,0.503,0.469,0.036,0.183,3.693,9.243,6.539,29.181,2.024,1.531,17.713,17.509,100.593,108.426,-0.185
2008-09,8.261,1.107,2.143,0.517,1.107,2.143,0.517,0.0,0.0,0.0,0.321,0.357,0.9,0.107,0.893,1.0,0.714,0.25,0.071,0.321,0.429,2.536,2.114,-1.964,0.551,0.517,0.0,0.15,1.25,9.825,5.375,11.908,1.992,0.475,13.333,14.758,107.333,112.667,-3.133
2009-10,16.571,2.167,4.188,0.517,2.167,4.062,0.533,0.0,0.125,0.0,0.875,1.0,0.875,0.333,1.292,1.625,2.708,0.354,0.229,1.208,1.271,5.208,4.408,0.542,0.563,0.517,0.03,0.209,2.278,9.397,5.883,24.942,1.086,0.867,23.228,16.0,91.694,112.444,-3.733
2010-11,17.037,2.5,5.365,0.466,2.486,5.311,0.468,0.014,0.054,0.25,1.459,1.689,0.864,0.392,1.622,2.014,2.216,0.635,0.392,1.189,1.473,6.473,5.069,-0.959,0.53,0.467,0.01,0.272,2.729,11.563,7.264,23.138,2.066,1.838,16.5,20.055,104.315,107.671,-0.533
2011-12,17.057,1.984,4.234,0.469,1.953,4.188,0.466,0.031,0.047,0.667,0.969,1.234,0.785,0.609,1.312,1.922,1.906,0.422,0.312,1.031,1.234,4.969,3.962,-1.5,0.52,0.472,0.011,0.229,3.85,9.781,6.745,18.048,1.076,1.3,16.078,13.253,97.19,108.483,-1.859
2012-13,20.49,2.338,4.873,0.48,2.338,4.817,0.485,0.0,0.056,0.0,1.197,1.38,0.867,0.437,1.789,2.225,3.028,0.676,0.437,1.07,1.789,5.873,5.482,-1.69,0.536,0.48,0.012,0.246,2.361,10.459,6.232,22.956,1.67,1.708,18.123,14.174,107.924,110.515,-1.735
2013-14,25.27,3.066,6.297,0.487,3.044,6.22,0.489,0.022,0.077,0.286,2.033,2.505,0.811,0.824,2.341,3.165,3.132,1.077,0.396,1.396,2.341,8.187,7.31,-0.011,0.553,0.489,0.012,0.323,3.698,11.259,7.542,19.648,2.125,1.245,16.605,16.326,108.443,109.42,-0.285
2014-15,18.068,2.353,4.657,0.505,2.353,4.627,0.508,0.0,0.029,0.0,0.843,1.137,0.741,0.549,1.745,2.294,2.912,0.559,0.245,1.206,1.392,5.549,5.026,1.225,0.538,0.505,0.006,0.181,3.242,10.042,6.743,21.783,1.489,0.91,18.39,14.879,107.586,104.677,-1.232
2015-16,19.37,2.714,5.21,0.521,2.695,5.086,0.53,0.019,0.124,0.154,1.067,1.238,0.862,0.524,1.81,2.333,3.019,0.657,0.305,1.019,1.79,6.514,6.043,2.695,0.566,0.523,0.024,0.205,2.786,9.956,6.553,21.833,1.619,1.241,14.739,15.174,117.5,106.951,0.018
2016-17,17.194,2.275,4.121,0.552,2.264,4.088,0.554,0.011,0.033,0.333,0.516,0.736,0.701,0.418,1.56,1.978,1.747,0.473,0.242,0.791,1.582,5.077,4.215,2.033,0.571,0.553,0.008,0.125,2.568,9.463,6.266,13.417,1.322,1.134,14.586,13.203,113.922,108.556,-2.478
2017-18,15.866,2.457,4.819,0.51,2.457,4.755,0.517,0.0,0.064,0.0,0.766,0.915,0.837,0.457,1.436,1.894,1.819,0.447,0.234,0.787,1.596,5.681,4.44,1.819,0.544,0.51,0.013,0.159,3.202,9.874,6.775,15.822,1.405,1.357,12.155,16.766,108.946,110.62,-3.033
2018-19,14.642,1.625,3.239,0.502,1.625,3.193,0.509,0.0,0.045,0.0,0.693,0.864,0.803,0.602,1.08,1.682,1.648,0.466,0.352,0.523,1.239,3.943,3.851,-0.057,0.545,0.502,0.014,0.214,4.643,7.805,6.29,14.216,1.526,1.974,13.472,11.909,117.547,112.977,-1.422
