SEASON,MP,FGM,FGA,FG%,2PT_FGM,2PT_FGA,2PT_FG%,3PT_FGM,3PT_FGA,3PT_FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GMSC,+/-,TS%,EFG%,3PAR,FTR,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORTG,DRTG,BPM
2000-01,34.3,5.446,12.036,0.452,5.241,11.265,0.465,0.205,0.771,0.266,4.518,5.422,0.833,1.133,3.205,4.337,7.916,1.434,0.337,3.193,2.759,15.614,13.675,-0.663,0.541,0.461,0.064,0.375,3.778,11.012,7.395,40.7,2.262,0.711,18.338,23.487,109.0,106.512,2.762
2001-02,36.822,5.78,12.744,0.454,5.512,11.683,0.472,0.268,1.061,0.253,4.451,5.451,0.817,1.317,3.305,4.622,10.756,1.537,0.415,2.988,2.768,16.28,16.446,-1.244,0.538,0.464,0.083,0.349,4.253,10.407,7.422,49.485,2.242,0.826,16.381,22.795,114.815,109.716,3.657
2002-03,35.967,4.654,11.457,0.406,4.37,10.123,0.432,0.284,1.333,0.213,3.84,4.827,0.795,1.037,2.864,3.901,6.63,1.222,0.136,2.543,2.506,13.432,10.877,-3.654,0.495,0.419,0.116,0.335,3.319,9.265,6.314,31.036,1.8,0.246,15.35,20.35,104.55,110.2,-1.381
2003-04,34.351,5.273,11.511,0.458,5.136,10.75,0.478,0.136,0.761,0.179,3.989,4.795,0.832,1.614,2.807,4.42,5.875,1.705,0.284,2.557,2.386,14.67,12.875,1.58,0.539,0.464,0.066,0.346,4.985,9.532,7.31,27.652,2.568,0.59,16.091,20.934,110.437,104.77,2.38
2004-05,34.491,5.17,10.92,0.473,5.08,10.432,0.487,0.091,0.489,0.186,3.136,3.795,0.826,1.239,2.898,4.136,6.761,1.489,0.102,2.636,2.568,13.568,12.094,1.761,0.539,0.478,0.045,0.287,4.016,9.824,6.901,31.884,2.236,0.223,18.67,19.766,106.713,107.046,0.799
2005-06,35.445,4.977,10.784,0.462,4.92,10.477,0.47,0.057,0.307,0.185,3.716,5.011,0.741,1.136,3.102,4.239,8.068,1.261,0.216,3.091,2.557,13.727,12.324,1.284,0.528,0.464,0.028,0.345,3.566,10.34,6.986,36.321,1.84,0.448,19.797,20.253,106.782,108.184,0.252
2006-07,36.616,5.235,11.222,0.466,5.173,10.79,0.479,0.062,0.432,0.143,2.741,3.494,0.784,1.198,3.148,4.346,7.716,1.358,0.123,2.741,2.272,13.272,12.188,-0.21,0.52,0.469,0.039,0.244,3.801,9.978,6.97,33.462,1.944,0.252,18.011,19.069,108.188,108.525,0.157
2007-08,36.464,6.831,13.989,0.488,6.798,13.573,0.501,0.034,0.416,0.081,3.045,3.989,0.763,1.146,2.708,3.854,6.573,1.236,0.067,2.472,2.169,16.742,13.464,-1.36,0.532,0.49,0.03,0.218,3.708,8.926,6.247,30.536,1.808,0.148,13.885,22.453,112.341,110.25,1.336
2008-09,36.339,6.067,12.831,0.473,5.865,12.124,0.484,0.202,0.708,0.286,4.112,4.978,0.826,1.483,3.079,4.562,6.36,1.303,0.169,2.449,2.393,16.449,13.976,0.596,0.548,0.481,0.055,0.32,4.88,10.357,7.653,29.917,1.943,0.366,14.778,22.134,115.273,110.795,2.301
2009-10,30.45,4.876,11.034,0.442,4.663,10.056,0.464,0.213,0.978,0.218,3.966,4.854,0.817,0.966,2.236,3.202,5.404,1.124,0.112,2.157,2.034,13.933,11.166,2.888,0.529,0.452,0.089,0.359,3.889,8.85,6.35,29.81,1.952,0.259,14.673,24.06,110.523,110.205,0.722
2010-11,32.31,4.784,10.352,0.462,4.693,9.818,0.478,0.091,0.534,0.17,3.045,3.591,0.848,1.159,2.489,3.648,6.807,1.318,0.136,2.386,2.136,12.705,11.649,2.614,0.532,0.467,0.052,0.294,3.931,9.492,6.667,34.968,2.201,0.32,17.794,20.952,111.782,109.713,1.118
2011-12,27.143,3.689,8.446,0.437,3.392,7.23,0.469,0.297,1.216,0.244,2.027,2.486,0.815,0.905,2.608,3.514,6.527,0.973,0.135,2.622,2.054,9.703,8.692,2.392,0.509,0.454,0.144,0.24,3.985,11.293,7.627,36.492,1.742,0.399,22.822,19.862,103.507,109.123,-0.375
2012-13,25.904,3.73,7.876,0.474,3.483,7.034,0.495,0.247,0.843,0.293,2.067,2.483,0.833,0.798,2.101,2.899,5.697,0.843,0.124,2.112,1.876,9.775,8.83,2.18,0.545,0.489,0.107,0.262,3.431,9.073,6.298,32.389,1.66,0.377,21.119,18.601,111.955,109.943,0.552
2013-14,14.727,1.689,3.676,0.46,1.527,3.351,0.456,0.162,0.324,0.5,0.878,1.162,0.756,0.405,1.5,1.905,2.784,0.5,0.122,0.932,1.176,4.419,4.273,0.568,0.528,0.482,0.088,0.239,3.191,11.236,7.171,25.875,1.809,0.591,20.284,16.477,106.391,107.014,-0.819
2014-15,14.744,1.706,3.412,0.5,1.624,3.012,0.539,0.082,0.4,0.206,0.682,0.906,0.753,0.435,1.365,1.8,3.341,0.376,0.071,1.224,1.212,4.176,4.152,-1.506,0.548,0.512,0.117,0.2,3.598,9.989,6.835,31.415,1.263,0.296,25.856,14.743,105.741,109.432,-2.563
2015-16,5.641,0.705,1.284,0.549,0.67,1.159,0.578,0.034,0.125,0.273,0.295,0.386,0.765,0.159,0.477,0.636,1.068,0.182,0.0,0.42,0.568,1.739,1.622,0.443,0.598,0.562,0.097,0.23,2.356,9.728,6.16,24.947,1.302,0.0,17.453,12.691,110.442,111.93,-3.684
