SEASON,MP,FGM,FGA,FG%,2PT_FGM,2PT_FGA,2PT_FG%,3PT_FGM,3PT_FGA,3PT_FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GMSC,+/-,TS%,EFG%,3PAR,FTR,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORTG,DRTG,BPM
2005-06,15.459,1.877,3.151,0.596,1.877,3.151,0.596,0.0,0.0,0.0,0.973,1.685,0.577,1.493,2.658,4.151,0.589,0.411,0.274,0.699,1.699,4.726,4.466,-1.452,0.607,0.596,0.0,0.309,10.704,18.951,14.661,6.169,1.061,1.157,13.281,12.749,104.418,111.448,-16.576
2006-07,27.04,3.75,6.25,0.6,3.75,6.25,0.6,0.0,0.0,0.0,2.203,2.703,0.815,3.062,6.344,9.406,1.625,0.75,0.359,1.438,2.422,9.703,10.408,1.312,0.652,0.6,0.0,0.352,13.909,26.134,20.124,9.2,1.507,0.964,15.557,15.622,127.448,106.31,1.788
2007-08,28.729,4.159,7.537,0.552,4.159,7.512,0.554,0.0,0.024,0.0,2.366,2.89,0.819,2.951,5.878,8.829,1.159,0.671,0.354,1.183,2.561,10.683,10.212,-2.976,0.606,0.552,0.003,0.314,11.567,23.922,17.562,6.689,1.159,0.975,11.338,15.689,124.852,110.247,0.06
2008-09,34.025,6.289,11.458,0.549,6.289,11.422,0.551,0.0,0.036,0.0,3.0,3.976,0.755,3.084,8.373,11.458,2.096,0.964,0.265,1.807,3.133,15.578,13.911,-2.386,0.59,0.549,0.003,0.262,9.419,27.441,18.135,10.096,1.352,0.548,12.175,19.301,117.494,108.346,0.509
2009-10,36.817,8.366,15.341,0.545,8.366,15.244,0.549,0.0,0.098,0.0,3.268,4.024,0.812,2.78,8.793,11.573,3.598,1.037,0.488,2.305,3.134,20.0,17.227,-3.159,0.584,0.545,0.006,0.213,8.367,27.33,17.789,17.589,1.452,0.911,11.938,24.04,115.63,108.914,2.2
2010-11,35.6,6.703,13.216,0.507,6.689,13.176,0.508,0.014,0.041,0.333,2.838,3.608,0.787,2.932,6.716,9.649,3.149,1.0,0.419,2.297,2.851,16.257,13.505,-1.608,0.549,0.508,0.003,0.215,9.01,21.832,15.286,13.942,1.366,0.863,13.632,21.414,110.562,110.055,-0.614
2011-12,34.771,7.607,15.115,0.503,7.607,15.033,0.506,0.0,0.082,0.0,3.59,4.59,0.782,2.803,6.131,8.934,2.656,0.885,0.361,2.443,2.934,18.803,14.048,-2.311,0.549,0.503,0.005,0.238,9.151,19.481,14.595,13.484,1.337,0.77,12.954,26.256,107.246,109.228,-0.577
2012-13,33.401,6.91,13.404,0.516,6.91,13.36,0.517,0.0,0.045,0.0,2.91,3.663,0.794,2.517,7.753,10.27,3.191,0.787,0.258,2.382,2.82,16.73,13.589,1.843,0.557,0.516,0.003,0.217,8.746,25.664,17.415,15.796,1.282,0.588,13.068,23.879,108.788,103.365,1.993
2013-14,31.718,7.013,13.392,0.524,7.013,13.38,0.524,0.0,0.013,0.0,3.114,3.987,0.781,2.608,6.342,8.949,2.089,0.658,0.329,2.139,2.962,17.139,12.975,6.051,0.566,0.524,0.001,0.233,9.117,21.299,15.387,11.12,1.063,0.817,12.376,23.995,110.789,103.895,1.241
2014-15,13.131,2.286,4.584,0.499,2.286,4.558,0.501,0.0,0.026,0.0,0.987,1.545,0.639,1.195,2.584,3.779,1.208,0.442,0.364,0.662,1.299,5.558,5.012,0.766,0.528,0.499,0.006,0.215,10.318,21.398,15.845,12.082,1.626,1.895,11.716,20.05,103.435,101.145,-1.505
2015-16,11.694,2.3,4.288,0.536,2.3,4.275,0.538,0.0,0.012,0.0,0.888,1.162,0.763,1.275,2.612,3.888,1.062,0.275,0.35,0.825,1.512,5.488,4.806,-1.288,0.572,0.536,0.003,0.207,11.151,25.153,17.919,14.102,1.212,2.221,14.104,20.625,105.982,103.702,-0.184
2016-17,17.906,2.821,4.842,0.583,2.821,4.832,0.584,0.0,0.011,0.0,0.958,1.368,0.7,1.737,3.432,5.168,1.411,0.358,0.474,0.905,1.516,6.6,6.585,3.716,0.606,0.583,0.002,0.198,11.151,21.108,16.41,11.798,0.991,2.381,13.995,16.631,121.43,105.366,1.078
