SEASON,MP,FGM,FGA,FG%,2PT_FGM,2PT_FGA,2PT_FG%,3PT_FGM,3PT_FGA,3PT_FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GMSC,+/-,TS%,EFG%,3PAR,FTR,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORTG,DRTG,BPM
2002-03,17.05,2.172,5.081,0.427,1.717,3.818,0.45,0.455,1.263,0.36,1.141,1.646,0.693,1.424,2.667,4.091,0.848,0.374,0.515,0.808,2.081,5.939,4.534,1.141,0.512,0.472,0.249,0.225,9.503,19.173,14.404,8.93,1.209,1.965,14.31,19.208,94.022,100.112,-2.59
2003-04,19.363,2.968,6.4,0.464,2.758,5.842,0.472,0.211,0.558,0.377,1.895,2.474,0.766,1.853,3.221,5.074,0.811,0.432,0.758,1.221,1.663,8.042,6.424,2.537,0.537,0.48,0.087,0.296,10.434,19.184,14.756,7.283,1.106,2.711,14.867,21.297,99.742,95.495,0.196
2004-05,27.756,4.265,9.108,0.468,4.06,8.349,0.486,0.205,0.759,0.27,3.964,4.663,0.85,2.337,5.084,7.422,2.0,0.386,0.819,1.699,2.735,12.699,10.477,-2.434,0.569,0.479,0.083,0.435,9.683,23.265,16.179,13.072,0.721,2.56,13.478,21.771,112.805,109.183,1.254
2005-06,35.476,6.253,13.59,0.46,5.289,10.771,0.491,0.964,2.819,0.342,4.265,5.47,0.78,2.542,6.446,8.988,2.337,0.482,0.88,1.964,3.434,17.735,13.351,-1.398,0.554,0.496,0.207,0.314,8.602,21.834,15.112,12.745,0.74,2.051,11.294,23.804,110.244,107.329,1.017
2006-07,33.162,5.724,12.694,0.451,4.153,8.459,0.491,1.571,4.235,0.371,3.357,4.378,0.767,2.01,5.245,7.255,1.898,0.612,0.551,1.52,3.286,16.378,11.846,0.255,0.56,0.513,0.334,0.264,7.222,18.83,13.107,9.794,0.972,1.42,9.941,21.957,113.567,107.66,1.849
2007-08,32.793,5.093,11.5,0.443,3.547,7.512,0.472,1.547,3.988,0.388,2.547,3.186,0.799,1.919,6.093,8.012,1.919,0.733,0.43,1.407,3.14,14.279,10.895,4.07,0.553,0.51,0.347,0.221,6.83,21.712,14.38,8.723,1.122,1.152,10.159,19.782,111.554,107.482,0.622
2008-09,32.7,5.773,12.0,0.481,4.56,9.267,0.492,1.213,2.733,0.444,3.68,4.507,0.817,1.68,5.88,7.56,1.653,0.72,0.72,1.787,3.0,16.44,12.353,2.053,0.588,0.532,0.228,0.307,5.795,21.676,13.736,8.32,1.158,1.614,11.445,21.827,111.986,107.405,0.931
2009-10,26.341,4.354,9.476,0.459,3.341,6.866,0.487,1.012,2.61,0.388,2.415,2.939,0.822,1.622,4.683,6.305,1.451,0.463,0.988,1.561,2.72,12.134,9.095,2.207,0.563,0.513,0.275,0.255,7.668,20.666,14.315,8.215,0.892,3.091,12.801,21.005,110.324,106.189,0.464
2010-11,12.031,1.571,4.429,0.355,1.214,3.286,0.37,0.357,1.143,0.312,1.071,1.429,0.75,0.643,1.5,2.143,1.357,0.286,0.286,0.5,1.286,4.571,3.279,-2.357,0.452,0.395,0.258,0.242,6.123,17.431,11.115,16.177,1.346,1.931,6.615,19.692,93.385,115.538,-2.938
2011-12,25.206,2.889,7.722,0.374,1.611,3.722,0.433,1.278,4.0,0.319,0.167,0.278,0.6,1.222,3.278,4.5,1.667,0.5,0.278,1.389,2.5,7.222,4.239,-7.056,0.46,0.457,0.518,0.022,5.735,16.871,11.141,11.906,1.106,0.688,15.612,17.324,85.529,112.0,-5.512
