SEASON,MP,FGM,FGA,FG%,2PT_FGM,2PT_FGA,2PT_FG%,3PT_FGM,3PT_FGA,3PT_FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GMSC,+/-,TS%,EFG%,3PAR,FTR,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORTG,DRTG,BPM
2007-08,20.433,2.318,5.318,0.436,2.182,5.0,0.436,0.136,0.318,0.429,1.455,1.864,0.78,0.364,2.273,2.636,5.773,0.773,0.136,1.636,1.182,6.227,7.005,-2.045,0.507,0.449,0.06,0.274,1.553,13.988,7.2,39.271,2.476,0.306,20.571,18.294,107.706,115.176,-0.859
2008-09,26.824,4.259,9.568,0.445,4.185,9.148,0.457,0.074,0.42,0.176,3.469,4.37,0.794,0.79,2.531,3.321,5.58,1.025,0.086,1.877,1.951,12.062,10.354,-0.321,0.525,0.449,0.044,0.363,3.325,11.803,7.416,32.791,2.128,0.263,14.068,22.065,107.481,109.582,0.914
2009-10,20.867,3.048,6.687,0.456,3.036,6.506,0.467,0.012,0.181,0.067,2.012,2.807,0.717,0.699,1.88,2.578,3.108,0.663,0.06,1.651,1.651,8.12,5.964,-2.602,0.513,0.457,0.027,0.301,3.487,10.217,6.724,22.955,1.527,0.224,18.248,19.996,98.524,114.268,-3.459
2010-11,25.696,4.361,9.349,0.466,4.325,9.169,0.472,0.036,0.181,0.2,4.193,5.096,0.823,0.554,2.518,3.072,5.048,0.723,0.096,2.145,1.12,12.952,10.665,-5.988,0.559,0.468,0.019,0.448,2.409,11.406,6.826,33.701,1.448,0.242,15.869,24.191,107.728,114.79,-0.286
2011-12,27.097,3.701,8.818,0.42,3.091,7.234,0.427,0.61,1.584,0.385,2.857,3.675,0.777,0.468,2.779,3.247,5.156,0.623,0.052,2.117,1.649,10.87,8.504,-0.857,0.521,0.454,0.18,0.324,1.996,11.732,6.896,31.164,1.255,0.111,17.432,21.199,104.737,111.645,-1.692
2012-13,26.638,4.452,10.903,0.408,3.919,9.177,0.427,0.532,1.726,0.308,4.694,5.597,0.839,0.435,2.29,2.726,3.71,0.774,0.113,1.677,1.468,14.129,10.094,-6.113,0.529,0.433,0.158,0.43,1.938,9.931,5.79,25.3,1.495,0.339,11.238,25.957,107.689,115.459,-0.856
2013-14,26.358,3.929,9.155,0.429,3.512,7.679,0.457,0.417,1.476,0.282,3.881,4.81,0.807,0.452,1.964,2.417,4.048,0.583,0.107,1.762,1.071,12.155,9.154,-2.048,0.539,0.452,0.161,0.424,2.027,8.66,5.313,25.23,1.222,0.334,13.186,23.147,108.578,111.855,-0.659
2014-15,17.799,1.911,5.114,0.374,1.544,4.038,0.382,0.367,1.076,0.341,1.848,2.43,0.76,0.316,1.81,2.127,2.595,0.418,0.013,1.215,1.101,6.038,4.342,-1.608,0.488,0.41,0.21,0.361,2.005,10.747,6.542,22.23,1.447,0.084,16.835,19.341,93.378,108.865,-4.132
2015-16,20.085,3.373,7.133,0.473,2.94,5.795,0.507,0.434,1.337,0.324,2.578,3.41,0.756,0.301,2.145,2.446,2.88,0.554,0.06,1.386,1.229,9.759,7.372,-0.675,0.565,0.503,0.188,0.361,1.548,12.357,6.767,20.782,1.406,0.212,14.315,22.304,104.646,109.134,-1.204
2016-17,15.895,1.961,5.157,0.38,1.549,3.941,0.393,0.412,1.216,0.339,1.784,2.314,0.771,0.216,1.216,1.431,2.529,0.529,0.059,0.902,0.843,6.118,4.698,-1.569,0.495,0.42,0.236,0.346,1.386,7.896,4.642,24.766,1.694,0.332,12.654,19.878,103.8,110.54,-2.576
2017-18,5.857,0.627,1.746,0.359,0.507,1.358,0.374,0.119,0.388,0.308,0.657,0.851,0.772,0.09,0.478,0.567,1.149,0.209,0.03,0.448,0.433,2.03,1.6,-1.239,0.479,0.393,0.222,0.376,1.207,8.486,4.771,25.207,1.854,0.321,13.854,19.504,88.75,111.821,-2.111
