SEASON,MP,FGM,FGA,FG%,2PT_FGM,2PT_FGA,2PT_FG%,3PT_FGM,3PT_FGA,3PT_FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GMSC,+/-,TS%,EFG%,3PAR,FTR,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORTG,DRTG,BPM
2005-06,6.331,0.716,1.851,0.387,0.662,1.608,0.412,0.054,0.243,0.222,0.405,0.581,0.698,0.216,0.5,0.716,0.622,0.419,0.054,0.459,0.635,1.892,1.292,0.054,0.449,0.401,0.131,0.219,2.937,8.204,5.285,12.904,3.531,0.456,15.927,18.79,75.404,107.654,-2.471
2006-07,5.285,0.781,2.0,0.39,0.74,1.767,0.419,0.041,0.233,0.176,0.164,0.301,0.545,0.192,0.575,0.767,0.671,0.233,0.041,0.37,0.493,1.767,1.096,-1.301,0.414,0.401,0.116,0.082,3.882,14.416,8.951,17.802,1.924,0.647,13.653,21.82,84.102,110.469,-5.376
