SEASON,MP,FGM,FGA,FG%,2PT_FGM,2PT_FGA,2PT_FG%,3PT_FGM,3PT_FGA,3PT_FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GMSC,+/-,TS%,EFG%,3PAR,FTR,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORTG,DRTG,BPM
2003-04,13.002,2.424,6.051,0.401,2.102,5.017,0.419,0.322,1.034,0.311,1.0,1.373,0.728,0.271,0.831,1.102,0.898,0.441,0.085,1.0,1.407,6.169,2.759,-1.068,0.464,0.427,0.171,0.165,2.491,8.296,5.532,11.887,1.63,0.413,15.585,26.738,76.415,106.453,-9.462
2004-05,13.656,1.964,5.313,0.37,1.578,3.94,0.401,0.386,1.373,0.281,1.277,1.627,0.785,0.301,1.41,1.711,1.241,0.422,0.072,0.928,1.518,5.59,2.957,-1.53,0.464,0.406,0.259,0.24,2.068,12.074,6.985,14.121,1.571,0.46,12.482,25.053,84.435,107.774,-5.358
2005-06,13.875,2.545,6.0,0.424,1.636,4.273,0.383,0.909,1.727,0.526,0.364,0.455,0.8,0.091,1.273,1.364,0.455,0.182,0.0,1.091,1.182,6.364,2.527,-2.636,0.513,0.5,0.288,0.061,0.94,11.06,6.09,5.78,0.42,0.0,9.65,23.78,101.0,113.8,-4.55
2006-07,24.562,4.76,11.573,0.411,4.08,9.48,0.43,0.68,2.093,0.325,0.987,1.48,0.667,0.56,1.547,2.107,1.493,0.747,0.053,1.413,1.92,11.187,5.296,-3.16,0.458,0.441,0.181,0.085,2.68,7.442,5.069,11.846,2.035,0.146,9.678,25.824,86.108,109.851,-5.612
2007-08,25.752,4.89,11.232,0.435,4.256,8.988,0.474,0.634,2.244,0.283,1.476,1.976,0.747,0.415,1.902,2.317,1.988,0.72,0.317,1.439,1.683,11.89,6.866,-0.585,0.491,0.464,0.2,0.131,1.726,8.528,5.162,13.039,1.488,1.031,10.272,23.991,100.138,110.388,-2.068
2008-09,22.445,3.489,8.057,0.433,2.864,6.102,0.469,0.625,1.955,0.32,0.716,1.0,0.716,0.33,1.17,1.5,1.875,0.602,0.159,0.784,1.898,8.318,5.025,-0.511,0.489,0.472,0.243,0.089,1.732,6.486,4.034,14.079,1.403,0.571,8.686,18.991,101.54,112.839,-2.916
2009-10,20.713,3.307,7.24,0.457,2.68,5.427,0.494,0.627,1.813,0.346,1.267,1.52,0.833,0.267,1.453,1.72,2.027,0.427,0.147,0.893,1.8,8.507,5.617,-1.973,0.538,0.5,0.25,0.175,1.193,8.284,4.664,15.518,1.352,0.442,8.673,20.353,106.945,114.74,-2.655
2010-11,20.676,3.341,7.588,0.44,2.682,5.659,0.474,0.659,1.929,0.341,0.965,1.259,0.766,0.271,1.682,1.953,0.918,0.447,0.153,0.824,1.847,8.306,4.541,-0.894,0.51,0.484,0.254,0.127,1.735,9.627,5.746,7.866,1.19,0.589,8.595,20.634,97.313,109.831,-3.572
2011-12,16.145,2.607,5.541,0.47,1.77,3.623,0.489,0.836,1.918,0.436,0.787,0.918,0.857,0.262,1.18,1.443,0.705,0.377,0.098,0.574,1.311,6.836,4.326,-1.721,0.575,0.546,0.346,0.142,1.657,7.921,4.774,7.384,1.217,0.372,8.916,18.497,100.5,106.259,-2.397
2012-13,13.565,2.022,4.371,0.463,1.225,2.494,0.491,0.798,1.876,0.425,0.281,0.382,0.735,0.191,0.933,1.124,0.64,0.337,0.135,0.348,1.079,5.124,3.346,1.011,0.564,0.554,0.429,0.064,1.479,9.113,5.396,6.729,1.244,0.937,6.684,17.592,109.12,109.32,-1.889
2013-14,9.453,1.096,2.936,0.373,0.649,1.606,0.404,0.447,1.33,0.336,0.319,0.383,0.833,0.128,0.777,0.904,0.543,0.266,0.117,0.372,1.053,2.957,1.571,0.83,0.476,0.449,0.453,0.109,1.2,10.513,6.09,8.192,1.79,0.692,9.61,15.927,85.333,105.85,-3.777
2014-15,12.682,1.573,4.08,0.386,1.013,2.467,0.411,0.56,1.613,0.347,0.373,0.453,0.824,0.187,0.867,1.053,0.907,0.347,0.067,0.64,1.08,4.08,2.168,-1.093,0.477,0.454,0.395,0.092,1.794,7.946,4.81,10.313,1.437,0.388,12.627,18.29,95.25,110.923,-5.158
