SEASON,MP,FGM,FGA,FG%,2PT_FGM,2PT_FGA,2PT_FG%,3PT_FGM,3PT_FGA,3PT_FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GMSC,+/-,TS%,EFG%,3PAR,FTR,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORTG,DRTG,BPM
2006-07,25.144,4.014,9.319,0.431,2.528,5.361,0.472,1.486,3.958,0.375,1.833,2.236,0.82,0.764,3.111,3.875,0.778,0.514,0.778,1.583,2.722,11.347,6.667,0.056,0.551,0.51,0.425,0.197,3.999,14.552,9.27,4.951,0.952,2.538,12.489,22.752,96.704,107.845,-3.172
2007-08,23.393,3.488,9.095,0.384,2.369,5.798,0.409,1.119,3.298,0.339,1.714,2.036,0.842,0.607,2.905,3.512,1.083,0.321,0.476,1.071,2.69,9.81,5.271,1.0,0.491,0.445,0.363,0.188,3.127,14.658,8.799,6.457,0.757,1.734,11.082,21.937,88.277,109.41,-5.896
2008-09,31.055,5.456,12.127,0.45,3.949,8.443,0.468,1.506,3.684,0.409,2.797,3.367,0.831,0.886,4.38,5.266,1.19,0.43,1.228,1.709,3.063,15.215,9.804,-3.139,0.559,0.512,0.304,0.231,3.428,16.176,9.851,6.446,0.747,2.905,11.135,22.679,101.179,111.321,-1.738
2009-10,34.56,6.63,14.111,0.47,5.136,10.099,0.509,1.494,4.012,0.372,2.235,2.889,0.774,1.296,4.79,6.086,1.148,0.309,1.37,1.481,2.654,16.988,11.373,-1.889,0.552,0.523,0.284,0.158,4.296,15.738,10.25,5.164,0.455,3.009,8.948,22.416,107.462,114.162,-0.857
2010-11,34.103,7.609,17.0,0.448,6.493,13.768,0.472,1.116,3.232,0.345,4.159,5.072,0.82,1.072,3.899,4.971,1.725,0.493,0.667,2.203,2.319,20.493,12.228,-4.609,0.533,0.48,0.19,0.245,3.759,13.623,8.673,8.535,0.724,1.495,10.502,28.279,102.182,115.939,-2.008
2011-12,32.241,6.531,15.125,0.432,5.469,11.531,0.474,1.062,3.594,0.296,4.719,5.406,0.873,0.75,4.625,5.375,1.906,0.562,0.469,2.156,1.625,18.844,11.925,-1.375,0.538,0.467,0.238,0.312,2.868,16.826,10.129,11.765,0.987,1.252,10.71,28.687,104.581,107.903,0.781
2012-13,27.095,4.595,11.514,0.399,3.568,8.189,0.436,1.027,3.324,0.309,1.757,2.081,0.844,0.703,2.757,3.459,1.027,0.568,0.622,1.459,1.73,11.973,6.511,-3.0,0.482,0.444,0.289,0.153,2.591,11.823,7.089,6.603,1.009,1.689,13.537,22.326,84.371,110.771,-3.909
2013-14,29.236,5.163,11.674,0.442,4.465,9.163,0.487,0.698,2.512,0.278,1.953,2.372,0.824,1.605,3.558,5.163,1.047,0.326,1.209,1.349,2.326,12.977,8.519,-2.86,0.51,0.472,0.215,0.167,5.817,14.538,9.907,6.398,0.633,3.55,10.262,22.752,100.619,111.048,-2.86
2014-15,26.178,5.467,12.033,0.454,4.967,10.667,0.466,0.5,1.367,0.366,2.9,3.567,0.813,1.067,3.167,4.233,1.533,0.067,0.9,1.4,1.767,14.333,9.19,-9.033,0.527,0.475,0.114,0.241,4.359,13.952,8.828,11.031,0.1,2.6,9.286,26.103,96.103,113.759,-3.045
2015-16,12.673,2.54,5.58,0.455,2.48,5.26,0.471,0.06,0.32,0.188,0.94,1.14,0.825,0.56,1.38,1.94,0.36,0.08,0.18,0.52,1.22,6.08,3.366,-3.86,0.5,0.461,0.057,0.168,4.567,11.417,7.872,4.939,0.274,0.922,7.615,21.998,89.326,113.543,-7.033
