SEASON,MP,FGM,FGA,FG%,2PT_FGM,2PT_FGA,2PT_FG%,3PT_FGM,3PT_FGA,3PT_FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GMSC,+/-,TS%,EFG%,3PAR,FTR,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORTG,DRTG,BPM
2001-02,22.819,2.988,6.952,0.43,2.536,5.405,0.469,0.452,1.548,0.292,0.488,0.631,0.774,0.905,2.155,3.06,2.131,0.702,0.238,0.845,1.357,6.917,5.44,-0.536,0.478,0.462,0.223,0.07,4.165,9.843,6.965,13.675,1.512,0.891,11.451,16.226,95.455,105.948,-1.632
2002-03,27.157,3.708,9.517,0.39,2.843,7.067,0.402,0.865,2.449,0.353,1.101,1.449,0.76,0.708,2.551,3.258,2.449,0.742,0.236,1.348,1.775,9.382,5.888,0.258,0.462,0.435,0.257,0.116,2.948,10.394,6.693,15.01,1.455,0.799,13.361,19.552,87.886,105.739,-3.015
2003-04,40.167,6.687,15.554,0.43,5.687,12.277,0.463,1.0,3.277,0.305,2.096,2.795,0.75,0.964,3.675,4.639,4.361,1.12,0.313,2.398,2.133,16.47,10.896,-2.819,0.491,0.462,0.211,0.135,2.622,10.578,6.576,18.305,1.437,0.602,12.759,21.678,97.476,109.427,-1.704
2004-05,39.047,6.598,14.174,0.465,4.457,9.761,0.457,2.141,4.413,0.485,1.717,2.315,0.742,1.38,3.63,5.011,3.489,0.967,0.304,1.717,2.011,17.054,12.689,6.989,0.561,0.541,0.311,0.121,3.91,9.569,6.914,13.137,1.247,0.525,10.043,19.078,113.374,110.989,1.176
2005-06,40.238,7.614,16.807,0.453,6.072,12.47,0.487,1.542,4.337,0.356,3.145,3.976,0.791,1.181,2.855,4.036,6.458,1.241,0.373,3.217,2.253,19.916,14.452,-4.518,0.537,0.499,0.258,0.187,3.349,8.941,6.091,28.688,1.64,0.705,14.959,24.711,107.756,114.524,0.589
2006-07,40.679,9.241,19.638,0.471,7.19,14.259,0.504,2.052,5.379,0.381,4.052,5.414,0.748,0.914,3.207,4.121,4.293,1.034,0.19,3.034,1.983,24.586,15.938,-3.086,0.558,0.523,0.274,0.206,2.628,9.384,5.937,21.863,1.405,0.332,12.167,28.621,108.842,111.877,2.554
2007-08,40.201,7.711,17.911,0.431,5.656,12.578,0.45,2.056,5.333,0.385,3.844,4.578,0.84,1.022,3.356,4.378,5.578,0.956,0.2,2.656,2.044,21.322,14.824,-1.033,0.535,0.488,0.298,0.215,2.925,9.693,6.338,24.909,1.262,0.373,12.045,25.681,108.281,113.36,0.93
2008-09,39.047,7.582,17.451,0.435,5.813,12.516,0.464,1.769,4.934,0.359,3.593,4.473,0.803,0.901,3.44,4.341,5.429,1.077,0.209,2.495,2.198,20.527,14.305,1.396,0.529,0.485,0.283,0.206,2.711,10.372,6.581,25.906,1.497,0.404,11.644,26.713,108.044,111.556,1.378
2009-10,37.798,8.091,18.011,0.449,6.523,13.568,0.481,1.568,4.443,0.353,2.886,3.534,0.817,1.068,3.58,4.648,4.818,1.045,0.091,1.932,1.898,20.636,14.618,3.682,0.527,0.493,0.247,0.16,3.243,11.585,7.277,22.492,1.515,0.159,8.909,26.326,111.667,111.011,2.293
2010-11,35.893,7.071,15.988,0.442,5.812,11.965,0.486,1.259,4.024,0.313,2.694,3.353,0.804,0.906,3.165,4.071,4.447,0.706,0.094,2.082,1.765,18.094,12.147,0.341,0.518,0.482,0.252,0.169,2.921,10.563,6.786,22.681,1.058,0.21,10.781,26.235,103.464,111.226,-0.481
2011-12,35.366,6.881,15.418,0.446,4.881,10.075,0.484,2.0,5.343,0.374,2.627,3.134,0.838,0.881,2.731,3.612,3.776,0.836,0.209,1.97,1.284,18.388,12.722,3.403,0.547,0.511,0.347,0.17,2.974,9.141,6.112,20.177,1.273,0.459,10.491,25.198,107.712,105.788,2.162
2012-13,35.103,5.88,13.916,0.423,3.976,8.687,0.458,1.904,5.229,0.364,1.687,2.048,0.824,0.687,2.205,2.892,3.277,0.687,0.169,1.627,1.349,15.349,9.89,3.554,0.518,0.491,0.376,0.121,2.211,7.477,4.867,16.823,1.071,0.408,9.692,21.99,107.405,110.646,-0.215
2013-14,32.728,6.022,12.925,0.466,4.043,8.011,0.505,1.978,4.914,0.403,2.097,2.559,0.819,0.613,2.785,3.398,2.699,0.57,0.14,1.495,1.602,16.118,10.981,0.753,0.574,0.542,0.38,0.162,2.157,10.425,6.3,15.011,0.946,0.345,9.867,22.504,110.747,113.22,0.53
2014-15,34.946,5.517,12.862,0.429,3.989,8.517,0.468,1.529,4.345,0.352,1.839,2.299,0.8,0.667,4.276,4.943,3.69,0.759,0.161,1.632,1.563,14.402,10.368,-2.149,0.519,0.488,0.338,0.143,2.105,13.599,7.87,17.216,1.141,0.371,10.487,20.342,102.698,110.279,-0.234
2015-16,33.288,4.635,10.594,0.438,3.25,6.854,0.474,1.385,3.74,0.37,1.448,1.729,0.837,0.583,3.146,3.729,3.677,0.719,0.073,1.844,1.802,12.104,8.561,-0.281,0.533,0.503,0.353,0.137,1.973,10.887,6.433,16.392,1.084,0.16,13.693,17.833,104.337,111.989,-2.003
2016-17,24.104,3.678,8.433,0.436,2.333,5.067,0.461,1.344,3.367,0.399,0.822,1.022,0.804,0.456,2.722,3.178,1.9,0.467,0.211,0.911,1.267,9.522,6.672,0.833,0.536,0.516,0.399,0.097,2.175,12.671,7.497,12.431,0.962,0.697,8.981,19.066,102.562,110.236,-0.484
2017-18,17.009,2.054,5.095,0.403,1.514,3.095,0.489,0.541,2.0,0.27,0.541,0.608,0.889,0.189,2.27,2.459,1.162,0.243,0.108,0.703,0.959,5.189,3.277,-1.622,0.484,0.456,0.393,0.106,1.132,15.552,8.476,9.29,0.608,0.635,11.146,16.43,89.238,109.54,-3.975
2021-22,0.325,0.167,0.167,1.0,0.167,0.167,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.283,-0.833,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8,200.0,115.0,15.0
