SEASON,MP,FGM,FGA,FG%,2PT_FGM,2PT_FGA,2PT_FG%,3PT_FGM,3PT_FGA,3PT_FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GMSC,+/-,TS%,EFG%,3PAR,FTR,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORTG,DRTG,BPM
2005-06,21.899,2.716,5.818,0.467,2.273,4.58,0.496,0.443,1.239,0.358,1.352,1.727,0.783,1.568,3.148,4.716,1.136,0.705,0.784,0.989,2.625,7.227,6.143,-1.045,0.549,0.505,0.213,0.232,7.877,15.444,11.782,9.099,1.762,2.738,13.652,16.112,104.643,102.095,-0.012
2006-07,33.558,4.795,10.458,0.459,3.47,6.988,0.497,1.325,3.47,0.382,2.843,3.542,0.803,1.373,3.217,4.59,1.373,0.807,0.735,1.627,2.952,13.759,9.48,-1.747,0.573,0.522,0.332,0.272,4.779,11.587,8.148,6.905,1.243,1.584,11.912,18.167,110.098,108.0,0.059
2007-08,35.501,6.63,14.877,0.446,4.519,9.654,0.468,2.111,5.222,0.404,3.975,4.667,0.852,1.148,4.852,6.0,2.049,1.173,1.037,2.111,3.58,19.346,13.357,-1.901,0.571,0.517,0.351,0.267,3.465,15.066,9.09,10.081,1.578,2.18,11.484,23.325,109.0,107.738,1.209
2008-09,35.134,8.275,18.507,0.447,5.638,11.986,0.47,2.638,6.522,0.404,5.855,6.667,0.878,0.71,4.232,4.942,2.652,1.0,1.406,2.391,3.0,25.043,17.09,0.971,0.584,0.518,0.352,0.316,2.249,13.027,7.615,12.684,1.403,3.04,10.136,29.91,112.239,110.134,4.743
2009-10,36.163,7.746,18.079,0.428,5.238,11.127,0.471,2.508,6.952,0.361,5.762,6.794,0.848,1.063,4.365,5.429,2.714,1.492,0.81,2.492,2.905,23.762,16.151,-0.603,0.564,0.498,0.385,0.319,3.185,13.281,8.2,13.771,2.066,1.587,10.552,29.123,108.097,107.419,2.863
2010-11,34.664,6.8,15.882,0.428,4.859,10.824,0.449,1.941,5.059,0.384,4.812,5.671,0.849,1.094,4.235,5.329,2.576,1.118,0.741,2.506,2.647,20.353,13.524,-0.882,0.554,0.489,0.319,0.303,3.43,13.421,8.481,13.381,1.649,1.582,11.767,26.923,107.976,107.44,2.257
2011-12,33.543,6.216,15.068,0.413,4.203,9.716,0.433,2.014,5.351,0.376,3.743,4.311,0.868,1.27,3.716,4.986,1.838,0.919,0.595,1.878,2.365,18.189,11.703,4.77,0.536,0.479,0.355,0.248,4.151,12.638,8.451,10.06,1.473,1.432,10.074,25.836,107.192,105.014,2.244
2012-13,12.278,1.667,5.833,0.286,1.333,4.167,0.32,0.333,1.667,0.2,0.833,1.333,0.625,0.5,1.0,1.5,0.5,0.333,0.167,0.667,1.0,4.5,1.267,-2.667,0.35,0.314,0.286,0.143,7.52,8.46,7.82,5.62,1.74,0.82,7.82,26.46,64.4,103.0,-8.52
2013-14,17.849,2.309,6.309,0.366,1.436,3.582,0.401,0.873,2.727,0.32,1.273,1.382,0.921,0.6,2.182,2.782,0.8,0.327,0.327,0.891,1.564,6.764,3.902,2.273,0.489,0.435,0.432,0.202,3.47,13.683,8.794,6.215,1.261,1.554,11.257,19.785,84.796,103.13,-3.656
2014-15,12.505,1.327,3.306,0.401,0.714,1.592,0.449,0.612,1.714,0.357,0.571,0.755,0.757,0.408,1.224,1.633,0.347,0.265,0.122,0.49,1.367,3.837,2.19,-2.163,0.527,0.494,0.519,0.173,4.42,11.583,8.167,4.467,1.297,0.757,10.65,16.107,92.6,111.467,-5.073
