SEASON,MP,FGM,FGA,FG%,2PT_FGM,2PT_FGA,2PT_FG%,3PT_FGM,3PT_FGA,3PT_FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GMSC,+/-,TS%,EFG%,3PAR,FTR,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORTG,DRTG,BPM
2001-02,3.548,0.716,1.597,0.449,0.716,1.597,0.449,0.0,0.0,0.0,0.269,0.403,0.667,0.463,0.567,1.03,0.194,0.104,0.06,0.224,0.433,1.701,1.196,-0.284,0.479,0.449,0.0,0.168,15.61,18.09,17.248,5.707,1.907,0.431,10.174,25.798,80.333,105.452,-1.393
2002-03,17.312,3.402,6.621,0.514,3.402,6.563,0.518,0.0,0.057,0.0,1.782,2.276,0.783,1.851,2.793,4.644,0.598,0.517,0.184,0.862,1.816,8.586,6.724,-0.747,0.563,0.514,0.009,0.269,12.061,19.469,15.715,5.713,2.127,0.838,9.571,23.002,104.94,102.952,-0.13
2003-04,37.466,8.085,16.683,0.485,8.073,16.622,0.486,0.012,0.061,0.2,3.646,4.793,0.761,2.951,7.427,10.378,1.988,0.829,0.5,3.012,2.768,19.829,13.672,-0.707,0.528,0.485,0.004,0.219,9.427,23.691,16.609,10.181,1.209,0.998,14.048,27.875,102.358,104.593,-0.552
2004-05,34.197,7.064,15.766,0.448,7.064,15.638,0.452,0.0,0.128,0.0,4.404,5.404,0.815,3.021,6.383,9.404,1.83,0.723,0.362,2.383,2.383,18.532,12.872,-2.0,0.511,0.448,0.008,0.279,10.407,20.643,15.73,10.809,1.063,0.748,11.252,27.987,103.022,106.239,-0.917
2005-06,33.934,7.147,16.387,0.436,6.933,15.653,0.443,0.213,0.733,0.291,3.267,4.573,0.714,2.573,5.32,7.893,1.92,0.76,0.187,2.2,2.467,17.773,11.084,-5.84,0.483,0.443,0.045,0.199,8.485,18.819,13.593,11.186,1.23,0.416,10.931,29.008,96.432,112.757,-2.866
2006-07,35.143,8.696,18.638,0.467,8.493,17.942,0.473,0.203,0.696,0.292,5.71,6.971,0.819,2.884,7.087,9.971,2.13,0.768,0.217,3.116,2.667,23.304,15.606,-1.913,0.537,0.472,0.037,0.306,9.775,25.918,17.762,12.976,1.153,0.46,12.771,33.05,106.162,109.265,1.24
2007-08,31.605,6.845,14.901,0.459,6.535,13.775,0.474,0.31,1.127,0.275,3.141,4.07,0.772,2.592,7.408,10.0,1.972,0.831,0.225,2.62,2.732,17.141,11.769,-3.887,0.513,0.47,0.076,0.211,8.962,26.958,17.687,12.099,1.317,0.486,14.138,27.399,99.652,108.565,-1.341
2008-09,32.526,7.685,16.167,0.475,7.093,14.37,0.494,0.593,1.796,0.33,3.315,4.519,0.734,2.907,6.426,9.333,1.907,0.796,0.296,2.111,2.463,19.278,13.759,-2.685,0.531,0.494,0.111,0.205,9.508,23.368,16.24,11.152,1.23,0.676,10.078,27.88,104.18,109.32,-0.53
2009-10,37.206,7.951,16.293,0.488,7.768,15.659,0.496,0.183,0.634,0.288,4.415,5.671,0.778,4.024,7.561,11.585,1.817,0.976,0.415,2.122,2.756,20.5,16.172,0.171,0.546,0.494,0.039,0.271,12.509,23.599,18.032,8.154,1.352,0.814,10.226,24.742,113.852,109.778,1.019
2010-11,35.593,7.67,15.516,0.494,7.56,14.956,0.506,0.11,0.56,0.196,4.253,5.516,0.771,4.055,7.538,11.593,2.132,0.846,0.385,1.956,2.418,19.703,16.189,2.956,0.549,0.498,0.036,0.274,13.452,25.558,19.49,10.34,1.255,0.878,10.081,25.433,113.807,105.284,2.544
2011-12,26.562,4.568,10.081,0.453,4.514,9.757,0.463,0.054,0.324,0.167,2.162,3.324,0.65,2.838,5.108,7.946,1.459,0.757,0.216,1.378,2.216,11.351,8.841,3.892,0.492,0.456,0.032,0.214,12.48,23.589,17.797,10.817,1.511,0.657,10.543,21.951,105.514,103.371,-0.017
2012-13,33.279,6.0,13.042,0.46,5.979,12.789,0.467,0.021,0.253,0.083,3.032,4.147,0.731,3.884,6.684,10.568,1.389,0.747,0.4,1.905,2.442,15.053,11.719,3.526,0.506,0.461,0.019,0.232,13.022,24.301,18.625,7.815,1.21,0.981,11.565,23.379,104.846,101.637,0.112
2013-14,34.179,7.0,15.14,0.462,6.977,14.895,0.468,0.023,0.244,0.095,3.198,4.395,0.728,3.279,6.57,9.849,2.488,0.686,0.279,2.244,2.593,17.221,12.552,1.605,0.504,0.463,0.016,0.211,11.031,22.709,16.746,12.685,1.079,0.632,12.446,26.134,103.118,105.659,-0.473
2014-15,32.36,6.325,13.253,0.477,6.229,12.952,0.481,0.096,0.301,0.32,3.096,3.988,0.776,3.096,7.024,10.12,2.12,0.904,0.169,2.157,2.554,15.843,12.342,3.988,0.528,0.481,0.023,0.234,10.667,24.129,17.489,11.478,1.471,0.388,12.89,24.355,104.61,101.476,0.612
2015-16,26.7,5.675,12.112,0.469,5.6,11.788,0.475,0.075,0.325,0.231,2.225,2.788,0.798,2.425,4.625,7.05,1.862,0.55,0.162,1.4,1.95,13.65,10.089,-0.9,0.512,0.472,0.027,0.184,9.667,20.539,14.993,12.542,1.096,0.5,9.204,24.869,106.681,110.347,-0.742
2016-17,24.415,5.778,12.926,0.447,5.506,11.679,0.471,0.272,1.247,0.218,1.84,2.519,0.73,2.358,5.63,7.988,1.556,0.531,0.148,1.309,1.852,13.667,9.672,0.481,0.487,0.457,0.096,0.142,10.853,27.629,18.961,12.785,1.078,0.543,8.451,29.567,100.722,107.924,-1.692
2017-18,20.374,4.878,10.311,0.473,4.189,8.324,0.503,0.689,1.986,0.347,1.135,1.446,0.785,1.311,4.054,5.365,1.716,0.568,0.135,1.568,1.608,11.581,7.977,-4.77,0.529,0.507,0.193,0.11,7.102,23.597,14.968,14.483,1.4,0.649,13.193,27.568,97.644,113.864,-1.968
