SEASON,MP,FGM,FGA,FG%,2PT_FGM,2PT_FGA,2PT_FG%,3PT_FGM,3PT_FGA,3PT_FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GMSC,+/-,TS%,EFG%,3PAR,FTR,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORTG,DRTG,BPM
2009-10,35.756,6.519,14.111,0.462,4.469,9.42,0.474,2.049,4.691,0.437,2.185,2.469,0.885,0.593,3.802,4.395,5.827,1.877,0.235,3.0,3.111,17.272,13.319,-2.284,0.568,0.535,0.332,0.155,1.791,11.609,6.581,24.197,2.529,0.781,16.566,21.524,103.138,111.438,0.053
2010-11,33.187,6.733,14.04,0.48,4.72,9.48,0.498,2.013,4.56,0.442,2.827,3.027,0.934,0.693,3.12,3.813,5.76,1.453,0.267,3.013,3.107,18.307,13.929,-0.227,0.595,0.551,0.325,0.201,2.249,10.797,6.381,28.247,2.209,0.614,16.799,24.449,112.108,112.311,1.751
2011-12,23.608,4.677,9.548,0.49,2.903,5.645,0.514,1.774,3.903,0.455,1.226,1.516,0.809,0.484,2.355,2.839,4.452,1.258,0.258,2.097,2.0,12.355,10.129,2.548,0.605,0.583,0.409,0.128,2.008,11.304,6.738,29.954,2.808,0.731,16.431,23.985,103.846,108.154,3.162
2012-13,37.41,7.828,17.452,0.449,4.452,9.86,0.451,3.376,7.591,0.445,3.194,3.538,0.903,0.688,3.183,3.871,6.839,1.57,0.151,3.011,2.505,22.226,16.889,1.968,0.585,0.545,0.435,0.183,2.12,9.023,5.694,31.443,2.122,0.332,14.067,26.381,113.7,107.589,5.027
2013-14,36.119,8.08,17.23,0.469,4.828,9.506,0.508,3.253,7.724,0.421,3.966,4.483,0.885,0.575,3.552,4.126,8.333,1.609,0.172,3.678,2.437,23.379,18.722,6.575,0.609,0.563,0.448,0.23,1.804,10.618,6.259,39.644,2.262,0.339,15.773,27.712,117.106,105.071,6.999
2014-15,33.389,8.282,17.282,0.479,4.553,8.757,0.52,3.728,8.524,0.437,3.922,4.388,0.894,0.738,3.592,4.33,7.311,1.961,0.184,3.214,1.99,24.214,20.035,10.563,0.63,0.587,0.493,0.227,2.52,11.195,7.003,37.147,2.967,0.423,14.456,29.445,120.396,101.465,9.783
2015-16,33.818,9.724,19.755,0.492,4.806,8.694,0.553,4.918,11.061,0.445,4.48,4.929,0.909,0.837,4.561,5.398,6.327,1.99,0.204,3.439,2.041,28.847,22.989,10.908,0.658,0.617,0.56,0.227,2.752,13.709,8.516,32.886,2.936,0.454,13.584,32.452,121.526,103.351,11.179
2016-17,33.393,8.515,18.093,0.471,4.433,8.186,0.542,4.082,9.907,0.412,4.412,4.907,0.899,0.856,3.876,4.732,6.577,1.814,0.216,3.062,2.268,25.526,20.432,12.959,0.63,0.583,0.548,0.244,2.898,12.001,7.785,31.166,2.616,0.498,12.854,30.173,120.469,105.562,7.491
2017-18,32.622,8.433,17.433,0.484,4.313,7.537,0.572,4.119,9.896,0.416,4.821,5.209,0.926,0.672,4.582,5.254,5.836,1.582,0.284,2.925,2.269,25.806,20.699,9.403,0.654,0.602,0.568,0.277,2.477,14.397,8.892,27.033,2.32,0.745,12.514,30.653,123.076,107.53,7.642
2018-19,34.53,8.935,19.25,0.464,4.087,7.793,0.524,4.848,11.457,0.423,4.467,4.826,0.926,0.674,4.772,5.446,5.293,1.261,0.315,2.804,2.543,27.185,20.409,8.815,0.636,0.59,0.595,0.232,2.178,14.511,8.665,23.993,1.742,0.786,11.884,30.031,119.67,111.0,6.143
2019-20,23.218,5.5,13.667,0.402,3.5,5.5,0.636,2.0,8.167,0.245,4.333,4.333,1.0,0.667,3.667,4.333,5.5,0.833,0.333,2.667,1.833,17.333,13.05,-7.167,0.557,0.476,0.598,0.317,2.46,19.64,10.28,40.3,1.54,1.52,14.08,30.6,112.2,117.4,3.48
2020-21,31.105,9.486,19.667,0.482,4.639,8.208,0.565,4.847,11.458,0.423,5.222,5.694,0.917,0.417,4.528,4.944,5.153,1.111,0.111,3.139,1.75,29.042,21.487,3.472,0.655,0.606,0.583,0.266,1.331,15.115,8.428,29.835,1.688,0.337,12.069,34.7,118.908,110.723,8.477
2021-22,34.194,8.471,19.126,0.443,4.149,7.874,0.527,4.322,11.253,0.384,4.391,4.908,0.895,0.517,4.655,5.172,6.126,1.31,0.356,3.023,2.172,25.655,19.163,7.218,0.603,0.556,0.588,0.23,1.724,14.449,8.248,29.776,1.883,1.062,13.143,31.134,115.256,108.535,6.108
2022-23,34.776,10.057,20.629,0.488,5.343,9.257,0.577,4.714,11.371,0.415,4.371,4.843,0.903,0.686,5.143,5.829,6.157,0.929,0.371,3.157,2.157,29.2,22.096,4.5,0.641,0.602,0.551,0.212,2.243,16.052,9.328,29.526,1.255,0.941,12.125,31.058,123.029,115.406,7.354
2023-24,32.34,8.658,19.224,0.45,3.921,7.605,0.516,4.737,11.618,0.408,3.974,4.303,0.924,0.5,3.895,4.395,5.013,0.737,0.382,2.842,1.539,26.026,18.475,2.211,0.616,0.574,0.604,0.207,1.669,12.593,7.281,24.388,1.089,1.064,12.037,31.293,117.733,117.88,4.784
