SEASON,MP,FGM,FGA,FG%,2PT_FGM,2PT_FGA,2PT_FG%,3PT_FGM,3PT_FGA,3PT_FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GMSC,+/-,TS%,EFG%,3PAR,FTR,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORTG,DRTG,BPM
2004-05,35.127,6.054,13.554,0.447,6.054,13.541,0.447,0.0,0.014,0.0,2.824,4.635,0.609,3.716,7.027,10.743,0.865,0.838,1.689,1.689,2.892,14.932,11.631,-4.635,0.479,0.447,0.001,0.208,11.136,23.99,17.332,4.303,1.275,3.573,10.06,21.899,98.123,105.425,-2.363
2005-06,32.375,4.852,11.704,0.415,4.852,11.704,0.415,0.0,0.0,0.0,3.037,4.63,0.656,3.481,6.185,9.667,1.148,0.815,1.852,1.963,3.259,12.741,9.793,-2.593,0.464,0.415,0.0,0.259,11.75,22.923,16.985,5.765,1.362,4.419,12.177,21.196,97.154,102.231,-2.227
2006-07,34.248,5.794,10.882,0.532,5.794,10.882,0.532,0.0,0.0,0.0,2.574,4.338,0.593,3.794,7.338,11.132,1.176,0.838,2.529,1.632,3.088,14.162,13.578,-1.691,0.554,0.532,0.0,0.236,12.366,25.376,18.713,6.024,1.27,5.346,11.097,19.44,109.403,101.925,1.454
2007-08,32.749,5.542,10.361,0.535,5.542,10.361,0.535,0.0,0.0,0.0,2.566,4.506,0.57,3.072,7.482,10.554,0.843,0.747,1.663,1.976,2.904,13.651,11.598,-2.988,0.553,0.535,0.0,0.248,10.513,26.316,18.305,4.283,1.217,3.87,15.099,20.135,104.183,106.098,-1.344
2008-09,32.426,5.217,9.301,0.561,5.217,9.301,0.561,0.0,0.0,0.0,2.639,4.446,0.593,3.313,6.651,9.964,0.639,0.578,1.639,1.735,2.976,13.072,11.487,0.289,0.581,0.561,0.0,0.284,12.271,25.078,18.745,3.516,0.959,4.283,13.845,19.217,110.402,103.646,-0.317
2009-10,28.556,4.193,7.904,0.53,4.193,7.904,0.53,0.0,0.0,0.0,1.855,3.301,0.562,3.024,5.916,8.94,0.663,0.651,1.53,1.337,2.627,10.241,9.496,-1.639,0.547,0.53,0.0,0.235,12.04,24.968,18.332,3.434,1.171,4.027,12.961,17.412,106.378,107.317,-1.976
2010-11,31.323,4.051,7.025,0.577,4.051,7.013,0.578,0.0,0.013,0.0,1.886,3.405,0.554,3.127,5.949,9.076,0.532,0.582,1.684,1.658,3.266,9.987,9.224,1.304,0.586,0.577,0.002,0.268,11.918,22.79,17.523,2.851,1.065,4.421,17.21,15.754,108.962,103.077,-0.968
2011-12,26.048,3.8,7.133,0.533,3.8,7.133,0.533,0.0,0.0,0.0,1.267,2.467,0.514,2.333,4.767,7.1,0.8,0.533,0.867,1.233,2.433,8.867,7.47,-4.4,0.539,0.533,0.0,0.178,9.722,22.7,16.044,5.278,1.089,2.819,13.856,16.963,105.556,104.407,-0.585
2012-13,25.65,4.1,8.588,0.477,4.1,8.588,0.477,0.0,0.0,0.0,1.362,2.388,0.571,2.488,6.162,8.65,1.162,0.562,0.962,1.338,1.812,9.562,8.359,-0.6,0.496,0.477,0.0,0.159,10.615,25.695,18.181,7.601,1.238,2.897,12.548,19.394,98.924,100.266,-1.154
2017-18,8.703,1.171,2.341,0.5,1.171,2.341,0.5,0.0,0.0,0.0,0.439,0.537,0.818,1.146,1.78,2.927,0.195,0.195,0.61,0.317,0.756,2.78,3.046,-0.195,0.539,0.5,0.0,0.188,15.822,18.733,18.052,2.563,1.237,3.948,14.348,14.811,107.815,104.519,-3.219
