SEASON,MP,FGM,FGA,FG%,2PT_FGM,2PT_FGA,2PT_FG%,3PT_FGM,3PT_FGA,3PT_FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GMSC,+/-,TS%,EFG%,3PAR,FTR,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORTG,DRTG,BPM
2012-13,16.524,2.068,3.795,0.545,2.027,3.699,0.548,0.041,0.096,0.429,0.986,1.219,0.809,1.096,2.397,3.493,0.452,0.151,0.521,0.671,2.301,5.164,3.968,-2.082,0.596,0.551,0.025,0.26,7.171,16.82,11.823,3.862,0.414,2.623,14.123,12.983,110.159,110.435,-4.046
2013-14,4.34,0.488,1.107,0.441,0.488,1.036,0.471,0.0,0.071,0.0,0.19,0.25,0.762,0.31,1.036,1.345,0.214,0.083,0.06,0.179,0.917,1.167,0.82,-1.048,0.479,0.441,0.065,0.172,6.03,22.173,14.252,4.955,0.718,0.586,9.325,12.861,86.591,108.955,-4.973
2014-15,11.211,1.635,3.129,0.523,0.965,1.659,0.582,0.671,1.471,0.456,0.365,0.4,0.912,0.612,2.718,3.329,0.435,0.141,0.188,0.494,1.529,4.306,3.471,0.541,0.651,0.63,0.47,0.117,6.808,23.295,15.738,7.473,0.492,1.14,13.557,15.422,123.767,104.25,1.205
2015-16,21.494,3.145,7.016,0.448,1.758,3.339,0.527,1.387,3.677,0.377,0.565,0.742,0.761,0.823,4.242,5.065,1.484,0.129,0.29,1.242,2.952,8.242,5.315,1.581,0.561,0.547,0.524,0.08,4.685,21.426,12.934,10.525,0.277,1.246,14.574,17.613,106.639,109.541,-2.577
2016-17,14.399,1.69,4.402,0.384,0.839,1.908,0.44,0.851,2.494,0.341,0.402,0.46,0.875,0.333,2.483,2.816,0.828,0.149,0.322,0.448,2.046,4.632,2.869,-0.529,0.503,0.48,0.567,0.091,2.591,18.625,10.591,8.139,0.401,1.849,10.874,15.405,93.0,113.169,-5.0
2017-18,3.313,0.633,1.038,0.61,0.494,0.709,0.696,0.139,0.329,0.423,0.114,0.139,0.818,0.152,0.785,0.937,0.215,0.089,0.0,0.127,0.456,1.519,1.308,-0.291,0.691,0.677,0.317,0.11,7.32,25.309,16.28,10.469,1.291,0.0,11.82,14.214,113.286,107.514,0.794
2018-19,10.583,1.677,3.101,0.541,1.03,1.646,0.626,0.646,1.455,0.444,0.465,0.606,0.767,0.556,2.202,2.758,0.879,0.162,0.101,0.475,1.333,4.465,3.797,-0.838,0.663,0.645,0.469,0.15,6.368,21.221,14.051,10.957,0.674,0.747,14.086,15.629,122.0,112.514,-0.007
2019-20,13.827,1.61,3.143,0.512,0.896,1.429,0.627,0.714,1.714,0.417,0.26,0.39,0.667,0.39,3.0,3.39,0.753,0.195,0.195,0.506,1.442,4.195,3.535,1.104,0.633,0.626,0.545,0.083,3.044,21.665,12.917,8.133,0.631,1.428,14.211,12.344,110.333,110.222,-1.039
2020-21,3.264,0.333,0.778,0.429,0.0,0.0,0.0,0.333,0.778,0.429,0.111,0.222,0.5,0.0,0.778,0.778,0.222,0.0,0.0,0.222,0.556,1.111,0.6,-0.444,0.635,0.643,1.0,0.143,0.0,39.7,21.1,7.233,0.0,0.0,17.133,17.1,60.667,118.667,-11.433
2022-23,5.406,0.636,1.364,0.467,0.318,0.545,0.583,0.318,0.818,0.389,0.364,0.409,0.889,0.545,1.045,1.591,0.045,0.091,0.0,0.273,0.727,1.955,1.491,-1.227,0.633,0.583,0.6,0.267,6.909,20.209,13.736,0.427,0.427,0.0,8.445,16.727,91.545,117.182,-7.491
