SEASON,FGM,FGA,FG%,2PT_FGM,2PT_FGA,2PT_FG%,3PT_FGM,3PT_FGA,3PT_FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,EFG%,3PAR,FTR,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORTG,DRTG
2013-14,37.361,81.458,0.459,31.506,65.759,0.479,5.855,15.699,0.373,17.94,23.325,0.769,11.241,29.952,41.193,21.024,7.795,6.301,13.602,22.373,98.518,0.537,0.495,0.193,0.22,26.2,73.304,49.367,55.64,8.363,10.889,12.753,105.955,108.823
2014-15,37.471,81.977,0.457,30.425,62.805,0.484,7.046,19.172,0.368,16.287,21.598,0.754,11.322,31.563,42.885,21.828,6.701,6.126,13.115,18.678,98.276,0.537,0.5,0.234,0.199,26.418,74.176,50.398,57.606,7.254,9.61,12.391,106.974,106.618
2015-16,37.988,84.819,0.448,29.53,61.313,0.482,8.458,23.506,0.36,17.048,21.964,0.776,9.422,32.675,42.096,21.904,7.627,4.12,13.277,20.639,101.482,0.537,0.498,0.277,0.201,20.83,78.128,48.353,56.959,7.82,6.946,12.128,104.495,108.311
2016-17,38.732,85.951,0.451,29.524,59.549,0.496,9.207,26.402,0.349,16.463,22.0,0.748,8.5,34.744,43.244,22.512,7.659,5.5,12.634,17.89,103.134,0.539,0.504,0.307,0.192,18.173,75.833,46.924,57.338,7.707,9.387,11.522,104.059,106.18
2017-18,42.239,87.489,0.483,32.174,59.717,0.539,10.065,27.772,0.362,15.793,20.446,0.772,8.511,35.467,43.978,26.489,7.935,5.761,14.707,18.957,110.337,0.572,0.54,0.317,0.181,19.464,76.273,48.811,61.952,7.713,9.383,13.113,108.257,107.192
2018-19,43.145,91.12,0.473,33.0,61.614,0.536,10.145,29.506,0.344,17.614,23.145,0.761,10.952,35.771,46.723,26.699,7.349,5.313,14.639,20.867,114.048,0.563,0.529,0.324,0.193,23.814,76.014,50.263,61.198,7.086,9.096,12.466,110.046,111.278
2019-20,41.986,90.384,0.465,28.534,54.0,0.528,13.452,36.384,0.37,16.836,23.11,0.729,10.918,34.945,45.863,26.466,7.384,4.904,16.178,20.877,114.26,0.568,0.539,0.403,0.186,23.637,76.982,50.189,62.103,7.038,8.429,13.655,109.26,110.433
2020-21,41.918,87.836,0.477,31.479,57.836,0.544,10.438,30.0,0.348,18.753,25.726,0.729,11.575,35.178,46.753,25.644,7.466,4.315,14.411,17.74,113.027,0.57,0.537,0.342,0.214,25.762,78.878,52.379,60.404,7.363,8.442,12.501,112.188,112.501
2021-22,39.725,86.67,0.458,29.363,55.582,0.528,10.363,31.088,0.333,18.308,23.341,0.784,12.055,32.868,44.923,24.396,7.956,3.945,13.857,19.637,108.121,0.558,0.518,0.359,0.211,26.81,77.855,51.766,60.793,8.134,7.824,12.356,111.311,112.13
2022-23,41.536,86.512,0.48,30.726,56.798,0.541,10.81,29.714,0.364,19.167,24.167,0.793,10.476,32.75,43.226,25.583,8.167,4.06,14.369,20.25,113.048,0.582,0.543,0.343,0.222,24.23,76.504,50.542,60.835,8.156,8.035,12.74,113.315,111.55
2023-24,41.629,86.303,0.482,29.562,54.247,0.545,12.067,32.056,0.376,17.09,22.079,0.774,10.36,33.258,43.618,26.371,8.225,4.562,13.101,18.315,112.416,0.585,0.552,0.371,0.198,24.201,76.521,50.552,62.375,8.407,9.483,11.898,114.943,111.443
