SEASON,FGM,FGA,FG%,2PT_FGM,2PT_FGA,2PT_FG%,3PT_FGM,3PT_FGA,3PT_FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,EFG%,3PAR,FTR,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORTG,DRTG
2000-01,35.892,82.855,0.433,29.723,65.458,0.454,6.169,17.398,0.355,17.446,23.663,0.737,12.578,31.12,43.699,23.735,6.651,6.482,13.687,21.928,95.398,0.511,0.47,0.21,0.211,27.772,71.314,49.164,65.204,7.134,9.236,12.654,102.711,105.437
2001-02,35.12,82.771,0.424,30.024,67.289,0.446,5.096,15.482,0.329,15.735,21.157,0.744,13.458,27.831,41.289,21.892,7.386,5.566,14.518,22.554,91.072,0.495,0.455,0.187,0.19,29.937,69.346,48.83,61.398,8.098,8.476,13.427,100.59,106.83
2002-03,32.398,78.843,0.411,29.639,68.916,0.43,2.759,9.928,0.278,15.59,22.289,0.699,13.398,28.47,41.867,20.928,8.578,5.084,18.241,24.771,83.145,0.469,0.428,0.126,0.198,30.743,72.398,50.652,63.837,9.429,8.425,16.89,91.531,100.429
2003-04,36.125,81.807,0.442,32.114,69.875,0.46,4.011,11.932,0.336,19.477,25.489,0.764,13.125,28.761,41.886,21.545,8.909,6.068,15.33,21.875,95.739,0.515,0.466,0.146,0.238,29.736,69.25,49.159,58.474,9.503,8.877,13.988,102.275,101.707
2004-05,36.386,79.636,0.457,32.625,68.477,0.476,3.761,11.159,0.337,21.33,28.011,0.761,11.568,29.761,41.33,23.182,8.886,5.886,14.648,22.875,97.864,0.532,0.481,0.14,0.268,27.531,71.016,49.397,62.63,9.449,9.144,13.588,104.208,103.052
2005-06,36.83,80.693,0.456,32.682,67.693,0.483,4.148,13.0,0.319,20.648,27.773,0.743,11.057,29.83,40.886,22.955,8.318,5.5,14.489,22.489,98.455,0.53,0.482,0.161,0.256,26.323,71.661,48.985,61.435,8.727,8.485,13.306,103.717,104.04
2006-07,37.864,81.841,0.463,32.102,64.659,0.496,5.761,17.182,0.335,21.693,29.023,0.747,12.114,30.795,42.909,22.818,8.023,5.182,16.227,20.977,103.182,0.545,0.498,0.21,0.265,28.462,71.08,50.092,59.207,8.206,7.699,14.492,105.891,104.79
2007-08,39.747,84.966,0.468,33.0,65.69,0.502,6.747,19.276,0.35,22.724,30.287,0.75,11.31,32.494,43.805,24.115,8.931,6.552,14.494,21.069,108.966,0.554,0.508,0.227,0.267,25.154,71.434,48.756,59.811,8.877,9.561,12.732,108.39,105.705
2008-09,36.909,78.434,0.471,30.071,60.111,0.5,6.838,18.323,0.373,23.202,30.525,0.76,10.869,30.101,40.97,22.04,8.657,5.808,14.657,23.101,103.859,0.565,0.514,0.234,0.296,26.801,71.66,49.714,58.722,9.179,9.355,13.598,110.338,106.038
2009-10,37.618,80.326,0.468,31.067,62.056,0.501,6.551,18.27,0.359,23.663,30.663,0.772,10.685,30.124,40.809,20.607,8.225,5.0,13.685,22.798,105.449,0.562,0.509,0.227,0.295,25.458,72.164,48.947,53.825,8.598,7.857,12.585,110.562,106.881
