SEASON,FGM,FGA,FG%,2PT_FGM,2PT_FGA,2PT_FG%,3PT_FGM,3PT_FGA,3PT_FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,EFG%,3PAR,FTR,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORTG,DRTG
2000-01,37.462,84.143,0.445,31.758,68.022,0.467,5.703,16.121,0.354,19.637,25.319,0.776,12.176,32.582,44.758,21.824,9.429,5.209,14.879,19.67,100.264,0.526,0.479,0.192,0.233,27.066,70.086,49.169,57.378,9.824,7.132,13.364,104.503,99.016
2001-02,38.97,84.071,0.464,33.859,69.727,0.486,5.111,14.343,0.356,19.929,26.596,0.749,12.323,32.566,44.889,23.111,8.697,4.535,13.778,19.606,102.98,0.538,0.494,0.171,0.237,27.686,70.977,49.72,58.533,9.113,6.326,12.462,107.892,100.811
2002-03,39.084,84.379,0.463,33.063,68.495,0.483,6.021,15.884,0.379,17.253,22.968,0.751,11.095,32.937,44.032,24.263,8.695,5.411,14.242,20.442,101.442,0.537,0.499,0.188,0.204,25.506,70.111,48.814,61.517,9.077,7.446,12.954,105.995,99.648
2003-04,37.116,81.116,0.458,30.053,63.232,0.475,7.063,17.884,0.395,19.495,24.653,0.791,10.726,30.411,41.137,25.537,8.663,3.884,13.779,19.358,100.789,0.548,0.501,0.22,0.24,25.258,69.1,47.829,67.973,9.295,5.621,12.878,107.949,103.222
2004-05,38.58,84.193,0.458,32.318,67.148,0.481,6.261,17.045,0.367,19.034,24.17,0.787,12.364,29.205,41.568,23.932,8.011,3.818,12.83,20.614,102.455,0.54,0.495,0.202,0.226,28.198,68.086,48.073,61.192,8.543,5.642,11.805,109.332,107.514
2005-06,35.528,78.303,0.454,29.629,61.427,0.482,5.899,16.876,0.35,20.685,26.36,0.785,10.404,29.539,39.944,21.539,7.337,3.528,14.348,20.539,97.64,0.543,0.491,0.216,0.264,25.075,71.643,48.557,59.78,7.944,5.435,13.587,105.697,104.907
2006-07,35.434,78.699,0.45,29.048,60.47,0.48,6.386,18.229,0.35,22.783,29.795,0.765,9.602,28.867,38.47,20.06,8.084,3.193,14.386,21.59,100.036,0.545,0.491,0.232,0.289,22.688,71.995,46.781,55.904,8.44,5.047,13.361,104.939,106.714
2007-08,36.663,79.012,0.464,30.518,62.542,0.488,6.145,16.47,0.373,21.831,27.373,0.798,9.988,29.59,39.578,18.88,7.843,4.024,15.867,22.157,101.301,0.556,0.503,0.208,0.276,24.64,70.994,48.236,50.775,8.19,6.445,14.692,106.236,108.633
2008-09,36.024,80.542,0.447,28.964,61.337,0.472,7.06,19.205,0.368,20.265,25.386,0.798,10.12,28.506,38.627,19.506,6.855,4.205,15.253,23.012,99.373,0.542,0.491,0.238,0.252,23.766,69.158,46.311,53.367,7.212,6.431,14.106,104.293,113.464
2009-10,37.88,83.072,0.456,32.072,66.41,0.483,5.807,16.663,0.349,17.229,23.723,0.726,11.771,30.337,42.108,20.229,6.795,4.41,14.771,22.012,98.795,0.528,0.491,0.201,0.207,27.163,72.858,49.634,52.804,7.152,6.578,13.492,104.105,108.778
