SEASON,FGM,FGA,FG%,2PT_FGM,2PT_FGA,2PT_FG%,3PT_FGM,3PT_FGA,3PT_FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,EFG%,3PAR,FTR,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORTG,DRTG
2012-13,35.567,79.222,0.449,28.111,58.156,0.483,7.456,21.067,0.354,17.411,23.733,0.734,12.544,29.7,42.244,20.078,7.144,4.778,14.3,18.211,96.0,0.535,0.496,0.266,0.22,30.169,73.093,51.427,56.073,7.946,7.416,13.601,107.11,105.104
2013-14,35.242,76.758,0.459,26.8,53.663,0.499,8.442,23.095,0.366,18.179,24.2,0.751,8.853,28.853,37.705,20.358,8.295,3.632,14.084,21.526,97.105,0.555,0.514,0.301,0.237,21.58,72.265,46.871,56.671,9.019,6.458,13.714,106.018,107.272
2014-15,36.921,82.056,0.45,30.27,62.09,0.488,6.652,19.966,0.333,16.315,21.82,0.748,10.146,31.876,42.022,20.742,6.978,4.045,13.697,19.022,96.809,0.528,0.49,0.243,0.199,23.091,73.516,48.387,55.789,7.433,6.731,12.863,103.013,106.187
2015-16,37.783,83.373,0.453,31.386,65.205,0.481,6.398,18.169,0.352,15.494,20.47,0.757,10.398,31.494,41.892,22.036,7.554,4.0,14.602,17.783,97.458,0.527,0.492,0.218,0.186,23.486,75.233,48.812,57.849,7.859,6.764,13.513,101.905,109.607
2016-17,37.373,84.181,0.444,26.807,52.964,0.506,10.566,31.217,0.338,19.181,24.337,0.788,8.687,34.687,43.373,21.157,7.145,4.663,16.337,20.795,104.494,0.551,0.507,0.371,0.228,19.011,75.647,47.575,55.98,7.022,7.305,14.535,102.813,109.412
2017-18,37.783,85.711,0.441,25.241,50.482,0.5,12.542,35.229,0.356,17.205,22.289,0.772,9.542,34.361,43.904,23.386,6.169,4.699,15.0,20.337,105.313,0.551,0.514,0.411,0.201,20.654,76.396,48.213,61.043,6.14,7.257,13.431,105.687,109.411
2018-19,39.693,88.807,0.447,27.17,53.182,0.511,12.523,35.625,0.352,19.011,25.386,0.749,10.864,34.83,45.693,23.295,6.557,4.011,14.852,21.33,110.92,0.555,0.517,0.401,0.214,23.136,75.318,49.272,58.181,6.397,6.444,12.805,108.191,108.814
2019-20,39.649,89.13,0.445,26.623,51.078,0.521,13.026,38.052,0.342,17.688,23.766,0.744,10.429,36.662,47.091,24.208,6.286,4.429,15.026,20.714,110.013,0.552,0.518,0.427,0.198,22.639,76.925,50.209,60.536,6.131,7.643,12.913,107.244,108.791
2020-21,42.282,86.153,0.491,28.365,50.541,0.561,13.918,35.612,0.391,17.835,21.953,0.812,8.694,34.953,43.647,25.882,6.694,5.141,13.106,19.118,116.318,0.607,0.572,0.413,0.207,20.748,76.339,49.929,60.256,6.707,9.34,11.861,116.667,111.918
2021-22,41.409,86.898,0.477,30.102,55.773,0.54,11.307,31.125,0.363,17.341,21.682,0.8,10.091,33.307,43.398,24.92,7.08,5.489,13.955,20.33,111.466,0.578,0.542,0.358,0.2,23.515,74.242,49.541,59.492,7.122,10.078,12.508,112.573,112.009
2022-23,40.632,83.759,0.485,28.069,50.322,0.558,12.563,33.437,0.376,17.264,21.655,0.797,8.011,31.782,39.793,25.08,6.966,5.989,13.517,20.598,111.092,0.595,0.56,0.399,0.206,18.823,72.897,46.567,61.209,7.091,10.675,12.482,113.269,112.907
2023-24,40.169,88.036,0.456,27.048,51.771,0.522,13.12,36.265,0.362,15.578,20.614,0.756,11.301,32.229,43.53,25.325,6.699,5.108,12.964,18.265,109.036,0.561,0.531,0.412,0.177,24.686,75.331,49.219,62.552,6.848,9.443,11.69,111.84,114.769
