SEASON,FGM,FGA,FG%,2PT_FGM,2PT_FGA,2PT_FG%,3PT_FGM,3PT_FGA,3PT_FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,EFG%,3PAR,FTR,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORTG,DRTG
2000-01,34.562,75.531,0.458,29.177,62.073,0.47,5.385,13.458,0.4,20.031,28.01,0.715,10.844,32.708,43.552,21.177,6.74,6.812,13.812,18.938,94.542,0.538,0.493,0.178,0.265,26.331,72.875,50.66,60.398,7.52,9.705,13.423,105.29,97.895
2001-02,34.86,76.613,0.455,29.613,62.011,0.478,5.247,14.602,0.359,20.118,27.043,0.744,10.946,30.806,41.753,19.484,7.376,6.462,13.882,19.129,95.086,0.537,0.489,0.191,0.263,26.5,71.543,49.672,54.996,8.188,9.359,13.406,105.86,99.335
2002-03,34.766,76.065,0.457,29.374,60.785,0.483,5.393,15.28,0.353,19.757,27.374,0.722,11.495,31.383,42.879,19.935,7.617,6.486,15.514,20.43,94.682,0.537,0.493,0.201,0.26,28.298,71.411,50.838,56.809,8.409,9.527,14.846,104.551,98.646
2003-04,34.161,77.376,0.441,29.032,63.086,0.46,5.129,14.29,0.359,16.806,24.817,0.677,12.419,31.892,44.312,20.108,7.935,6.226,14.602,20.376,90.258,0.511,0.475,0.185,0.217,28.905,74.354,51.792,58.134,8.89,9.449,14.014,101.22,93.642
2004-05,35.104,77.443,0.453,28.774,60.302,0.477,6.33,17.142,0.369,18.906,26.085,0.725,11.991,29.934,41.925,20.698,6.991,6.377,13.774,20.953,95.443,0.537,0.494,0.221,0.244,29.125,72.42,50.97,58.433,7.819,9.563,13.311,107.085,99.237
2005-06,36.115,76.094,0.475,29.844,59.833,0.499,6.271,16.26,0.386,17.094,23.906,0.715,9.969,30.469,40.438,20.25,6.542,5.615,13.531,21.062,95.594,0.552,0.516,0.214,0.225,25.105,73.119,49.816,55.152,7.339,8.371,13.355,107.139,100.253
2006-07,35.961,76.34,0.471,28.718,57.369,0.501,7.243,18.971,0.382,17.845,23.942,0.745,9.427,30.864,40.291,21.466,7.078,5.117,13.738,19.398,97.01,0.558,0.519,0.249,0.234,24.202,74.329,50.244,58.695,7.87,7.865,13.526,107.967,99.586
2007-08,35.293,77.616,0.455,28.061,58.081,0.483,7.232,19.535,0.37,16.141,21.253,0.76,9.212,31.697,40.909,20.697,6.081,4.061,12.475,19.091,93.96,0.54,0.501,0.252,0.208,22.591,76.64,49.885,57.947,6.808,6.36,12.395,105.459,101.276
2008-09,36.557,78.602,0.465,29.125,59.193,0.492,7.432,19.409,0.383,15.023,19.818,0.758,8.773,31.614,40.386,20.636,5.705,3.909,11.568,18.818,95.568,0.547,0.512,0.247,0.191,21.61,76.977,49.576,55.718,6.392,6.002,11.558,107.14,103.686
2009-10,37.785,80.043,0.472,31.312,61.882,0.506,6.473,18.161,0.356,17.667,24.032,0.735,10.624,31.516,42.14,21.731,6.28,4.559,13.366,20.204,99.71,0.55,0.512,0.227,0.221,25.974,75.438,51.122,56.603,6.796,6.916,12.716,108.303,103.888
2010-11,37.64,79.674,0.472,29.584,59.045,0.501,8.056,20.629,0.391,18.551,24.213,0.766,10.0,31.371,41.371,21.831,7.258,4.573,13.337,18.933,101.888,0.564,0.523,0.259,0.233,24.397,74.325,49.787,57.294,7.808,6.697,12.73,109.816,104.502
2011-12,38.79,81.074,0.478,30.346,59.815,0.507,8.444,21.259,0.397,16.062,21.568,0.745,9.926,32.111,42.037,22.815,7.173,4.42,13.519,17.63,102.086,0.564,0.531,0.262,0.198,24.163,75.135,50.232,58.03,7.684,6.619,12.802,109.427,102.146
2012-13,38.548,80.779,0.477,30.587,59.615,0.513,7.962,21.163,0.376,16.433,20.923,0.785,8.365,32.798,41.163,24.202,8.269,5.308,14.192,17.577,101.49,0.564,0.526,0.262,0.203,20.767,74.053,48.91,62.095,8.746,7.996,13.476,107.46,100.541
2013-14,40.0,82.123,0.487,31.5,60.868,0.518,8.5,21.255,0.4,16.075,20.594,0.781,9.236,33.358,42.594,24.292,7.462,4.717,13.858,18.406,104.575,0.573,0.539,0.259,0.196,22.502,75.9,50.222,59.881,7.851,7.181,13.079,110.345,101.878
2014-15,38.622,82.789,0.467,30.356,60.233,0.504,8.267,22.556,0.367,16.544,21.467,0.771,9.867,33.5,43.367,24.1,7.778,5.3,13.678,19.311,102.056,0.553,0.516,0.272,0.2,22.98,76.797,50.347,61.77,8.188,8.161,12.766,107.309,101.241
2015-16,39.527,81.957,0.482,32.516,63.581,0.511,7.011,18.376,0.382,16.194,20.183,0.802,9.129,33.839,42.968,23.903,8.258,5.968,12.763,17.366,102.258,0.563,0.525,0.224,0.198,22.372,77.653,51.066,59.714,8.81,9.499,12.163,109.312,98.134
2016-17,39.071,83.245,0.469,30.051,59.888,0.502,9.02,23.357,0.386,17.531,22.112,0.793,10.245,33.255,43.5,23.245,7.837,5.694,13.204,18.184,104.694,0.563,0.524,0.281,0.211,24.197,77.08,51.121,58.635,8.217,9.926,12.312,110.638,103.95
2017-18,38.352,84.295,0.455,29.966,60.227,0.498,8.386,24.068,0.348,16.136,20.795,0.776,10.125,33.216,43.341,22.307,7.568,5.398,12.875,17.159,101.227,0.542,0.505,0.286,0.191,22.99,77.619,50.026,57.63,7.933,9.409,11.956,106.484,104.094
2018-19,41.6,87.156,0.477,32.056,62.6,0.512,9.544,24.556,0.389,17.022,20.9,0.814,9.244,35.011,44.256,24.011,5.922,4.6,11.678,18.033,109.767,0.57,0.532,0.282,0.195,20.778,78.409,49.921,56.976,5.997,8.177,10.687,111.577,110.141
2019-20,41.597,88.194,0.472,31.042,60.125,0.516,10.556,28.069,0.376,18.722,23.111,0.81,8.889,35.139,44.028,24.319,7.194,5.417,12.431,19.125,112.472,0.572,0.531,0.318,0.212,19.549,78.011,48.878,57.708,7.074,9.885,11.033,110.953,112.126
2020-21,41.189,89.392,0.461,31.405,61.446,0.511,9.784,27.946,0.35,17.216,21.73,0.792,9.243,34.176,43.419,24.041,6.892,5.041,11.203,17.77,109.378,0.553,0.515,0.313,0.193,19.754,76.442,47.504,57.724,6.877,8.869,10.064,109.303,111.042
2021-22,42.655,91.571,0.466,31.488,59.905,0.526,11.167,31.667,0.353,15.214,20.179,0.754,10.821,33.821,44.643,27.476,7.5,4.833,12.488,17.893,111.69,0.556,0.527,0.346,0.166,23.167,74.406,48.493,63.52,7.437,8.477,10.904,110.976,111.074
2022-23,42.566,91.482,0.465,31.59,59.675,0.529,10.976,31.807,0.345,15.566,20.952,0.743,11.627,31.554,43.181,26.892,6.892,3.88,15.096,19.639,111.675,0.554,0.525,0.348,0.17,25.29,74.647,48.782,62.646,6.696,6.627,12.917,109.108,118.78
2023-24,41.422,89.59,0.462,28.94,53.651,0.539,12.482,35.94,0.347,15.422,19.723,0.782,10.229,33.47,43.699,29.506,7.036,6.265,14.964,17.036,110.747,0.563,0.532,0.401,0.172,22.663,75.741,48.798,70.229,6.896,10.777,13.041,108.84,115.049
