SEASON,FGM,FGA,FG%,2PT_FGM,2PT_FGA,2PT_FG%,3PT_FGM,3PT_FGA,3PT_FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,EFG%,3PAR,FTR,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORTG,DRTG
2000-01,34.651,80.337,0.431,30.639,69.096,0.443,4.012,11.241,0.357,16.554,21.819,0.759,12.386,30.0,42.386,18.783,7.639,4.663,16.482,22.446,89.867,0.5,0.456,0.14,0.206,28.6,70.192,49.113,53.518,8.292,6.814,15.333,97.83,103.392
2001-02,34.952,79.639,0.439,29.855,65.253,0.458,5.096,14.386,0.354,17.904,23.398,0.765,11.506,29.458,40.964,19.94,8.024,4.217,15.361,20.482,92.904,0.517,0.471,0.181,0.225,26.937,70.114,48.53,56.531,8.699,6.555,14.452,101.0,105.594
2002-03,34.446,77.518,0.444,29.602,63.771,0.464,4.843,13.747,0.352,19.205,24.229,0.793,11.289,30.819,42.108,20.229,7.361,5.699,16.47,21.482,92.94,0.527,0.476,0.177,0.248,27.53,69.761,49.448,57.828,7.993,8.176,15.534,101.431,105.228
2003-04,34.084,78.663,0.433,29.036,63.614,0.456,5.048,15.048,0.335,18.482,23.807,0.776,12.0,30.205,42.205,19.855,7.554,4.916,16.265,22.0,91.699,0.514,0.465,0.191,0.235,28.176,69.933,49.219,57.363,8.187,7.47,15.269,99.778,104.792
2004-05,35.446,80.386,0.441,31.783,68.663,0.463,3.663,11.723,0.312,17.072,24.024,0.711,13.253,28.133,41.386,19.446,7.578,4.145,15.892,24.205,91.627,0.504,0.464,0.146,0.212,29.97,71.343,49.669,54.288,8.183,6.53,14.669,99.329,109.877
2005-06,35.494,78.265,0.454,30.386,64.361,0.472,5.108,13.904,0.367,19.952,26.59,0.75,12.88,26.892,39.771,19.578,7.072,4.747,15.47,24.747,96.048,0.534,0.486,0.178,0.255,30.887,68.858,49.331,54.331,7.733,7.423,14.505,105.154,110.311
2006-07,34.108,76.771,0.444,30.0,64.265,0.467,4.108,12.506,0.329,20.205,26.542,0.761,11.759,27.855,39.614,18.952,7.337,5.373,15.735,23.735,92.53,0.523,0.471,0.163,0.263,28.765,70.427,49.255,54.612,8.058,8.677,14.922,101.818,107.112
2007-08,35.333,78.344,0.451,30.756,65.4,0.47,4.578,12.944,0.354,21.022,27.189,0.773,12.1,29.344,41.444,21.4,7.0,5.422,14.822,20.156,96.267,0.533,0.48,0.165,0.268,29.302,70.897,50.127,59.434,7.643,8.391,13.934,105.318,108.152
2008-09,34.968,77.245,0.453,27.904,57.819,0.483,7.064,19.426,0.364,18.426,24.968,0.738,10.511,28.489,39.0,19.606,7.223,4.394,12.564,19.628,95.426,0.541,0.498,0.251,0.239,25.488,70.876,48.052,55.164,8.085,7.197,12.343,107.394,106.821
2009-10,37.798,81.67,0.463,31.691,64.596,0.491,6.106,17.074,0.358,17.468,22.936,0.762,11.83,29.223,41.053,20.947,7.043,4.989,11.798,19.84,99.17,0.54,0.5,0.209,0.214,27.94,72.02,49.535,54.444,7.738,7.882,11.285,109.751,106.32
2010-11,35.432,77.253,0.459,29.579,60.474,0.489,5.853,16.779,0.349,16.179,20.958,0.772,9.158,29.453,38.611,21.253,6.021,4.221,13.337,18.926,92.895,0.537,0.497,0.217,0.209,23.218,73.279,48.395,59.157,6.763,6.762,13.213,104.296,105.782
2011-12,35.89,79.781,0.45,28.671,60.014,0.478,7.219,19.767,0.365,15.082,20.301,0.743,9.753,30.973,40.726,21.726,7.795,4.425,13.877,17.767,94.082,0.53,0.495,0.248,0.189,23.311,74.121,48.786,59.571,8.486,6.979,13.344,102.44,99.54
2012-13,36.854,79.865,0.461,28.506,57.247,0.498,8.348,22.618,0.369,14.213,19.955,0.712,9.079,31.157,40.236,23.843,7.955,4.404,14.517,18.18,96.27,0.543,0.514,0.283,0.178,21.592,73.009,47.565,63.72,8.492,6.976,13.964,103.146,103.2
2013-14,36.367,80.433,0.452,26.956,54.367,0.496,9.411,26.067,0.361,17.067,21.733,0.785,8.633,30.844,39.478,23.989,8.067,3.978,14.956,19.144,99.211,0.551,0.511,0.324,0.212,20.5,73.879,47.263,65.154,8.453,6.542,14.119,104.423,105.038
2014-15,37.485,81.495,0.46,27.758,55.131,0.503,9.727,26.364,0.369,16.081,20.667,0.778,8.808,31.848,40.657,25.172,8.889,4.636,13.838,17.899,100.778,0.556,0.52,0.324,0.197,21.036,73.025,47.715,66.38,9.417,8.077,13.095,107.111,102.215
2015-16,38.0,83.559,0.455,28.097,55.129,0.51,9.903,28.43,0.348,15.538,19.817,0.784,8.258,33.613,41.871,25.011,8.839,6.043,14.731,19.054,101.441,0.55,0.514,0.34,0.186,18.669,74.023,47.141,64.831,9.023,9.959,13.627,103.853,100.718
2016-17,37.618,83.427,0.451,28.865,57.573,0.501,8.753,25.854,0.339,18.169,24.865,0.731,10.225,33.607,43.831,23.281,7.955,4.685,15.618,18.191,102.157,0.541,0.503,0.31,0.218,23.449,75.54,49.857,61.051,8.087,8.28,14.063,103.885,104.876
2017-18,37.711,84.518,0.446,26.663,53.867,0.495,11.048,30.651,0.36,15.639,19.928,0.785,8.952,32.446,41.398,23.446,7.687,4.193,15.361,19.349,102.108,0.547,0.512,0.363,0.185,20.619,75.442,48.037,61.524,7.81,7.535,13.987,103.946,109.311
2018-19,40.867,90.651,0.451,28.012,54.096,0.518,12.855,36.554,0.352,17.386,23.108,0.752,11.506,34.036,45.542,25.518,8.133,5.048,16.831,23.277,111.976,0.555,0.522,0.403,0.192,24.498,75.671,49.442,61.673,7.747,9.018,14.137,106.946,112.551
2019-20,40.044,89.221,0.449,28.206,53.691,0.525,11.838,35.529,0.333,18.191,23.029,0.79,9.721,32.897,42.618,23.603,7.691,5.015,15.971,22.765,110.118,0.554,0.515,0.398,0.204,21.151,73.822,47.179,58.284,7.381,8.668,13.666,105.684,113.146
2020-21,39.978,86.187,0.464,27.824,53.033,0.525,12.154,33.154,0.367,18.868,23.308,0.81,10.154,34.33,44.484,23.088,6.857,4.626,12.934,19.495,110.978,0.575,0.534,0.385,0.219,23.147,76.585,50.41,57.209,7.014,8.389,11.715,113.267,111.667
2021-22,40.678,86.733,0.469,28.033,52.744,0.531,12.644,33.989,0.372,17.878,22.067,0.81,9.867,33.456,43.322,23.956,6.956,4.1,11.967,18.733,111.878,0.58,0.542,0.392,0.206,22.52,76.572,49.658,58.124,7.109,7.768,10.94,114.601,113.49
2022-23,44.078,91.644,0.481,33.233,60.867,0.546,10.844,30.778,0.352,17.911,21.989,0.815,11.278,32.778,44.056,24.689,7.011,4.867,12.767,18.444,116.911,0.577,0.54,0.336,0.195,24.75,75.829,49.844,55.607,6.902,8.58,11.07,115.322,115.287
2023-24,42.5,91.369,0.465,28.976,54.119,0.535,13.524,37.25,0.363,18.369,23.024,0.798,12.286,31.726,44.012,26.31,7.369,4.417,13.321,18.31,116.893,0.576,0.539,0.408,0.201,26.449,74.443,49.498,61.321,7.295,8.192,11.504,115.861,118.077
