SEASON,FGM,FGA,FG%,2PT_FGM,2PT_FGA,2PT_FG%,3PT_FGM,3PT_FGA,3PT_FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,EFG%,3PAR,FTR,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORTG,DRTG
2004-05,35.675,82.639,0.432,31.819,72.024,0.442,3.855,10.614,0.363,17.916,25.253,0.709,13.048,28.133,41.181,21.614,8.373,5.301,14.361,22.819,93.12,0.497,0.455,0.128,0.217,28.959,70.16,48.507,59.847,8.977,8.306,13.125,100.008,106.378
2005-06,35.675,82.446,0.433,30.518,67.253,0.454,5.157,15.193,0.339,19.193,26.337,0.729,11.928,27.349,39.277,20.687,9.904,4.265,14.06,23.614,95.699,0.509,0.464,0.184,0.233,26.595,70.092,46.942,57.376,10.449,6.847,12.87,101.278,105.534
2006-07,35.663,80.036,0.446,30.157,64.614,0.467,5.506,15.422,0.357,18.892,25.735,0.734,11.084,28.265,39.349,22.12,7.687,4.446,14.747,23.916,95.723,0.524,0.48,0.193,0.236,25.714,70.971,47.636,61.105,8.188,6.89,13.741,102.37,106.343
2007-08,35.663,78.964,0.452,29.289,61.578,0.476,6.373,17.386,0.367,18.193,25.482,0.714,10.747,29.398,40.145,21.06,7.398,4.843,14.506,21.41,95.892,0.532,0.492,0.22,0.23,25.061,70.193,47.516,58.343,7.955,7.519,13.702,103.349,108.086
2008-09,34.53,75.892,0.455,28.627,59.759,0.479,5.904,16.133,0.366,17.53,23.675,0.74,10.675,28.506,39.181,20.976,6.988,4.783,15.41,21.133,92.494,0.536,0.494,0.213,0.231,27.386,72.124,49.982,59.794,7.752,8.081,14.973,103.369,104.927
2009-10,34.287,75.724,0.453,28.782,59.644,0.483,5.506,16.08,0.342,19.655,26.23,0.749,10.253,29.908,40.161,19.989,7.517,5.333,15.54,19.586,93.736,0.537,0.489,0.212,0.26,25.636,73.449,49.953,57.661,8.236,9.091,14.954,102.971,102.166
2010-11,34.614,76.687,0.451,29.88,62.193,0.48,4.735,14.494,0.327,18.205,24.084,0.756,10.217,29.446,39.663,20.819,6.313,5.217,14.361,19.723,92.169,0.528,0.482,0.189,0.237,25.202,74.677,49.681,59.259,6.966,8.71,13.981,102.204,106.684
2011-12,32.731,79.0,0.414,28.806,65.687,0.439,3.925,13.313,0.295,16.269,21.821,0.746,10.104,28.269,38.373,19.791,5.925,5.388,14.284,18.642,85.657,0.483,0.439,0.169,0.206,22.909,70.094,45.687,59.478,6.452,8.293,13.643,93.733,108.796
2012-13,34.012,80.108,0.425,28.361,63.253,0.448,5.651,16.855,0.335,18.627,24.819,0.75,11.048,28.783,39.831,19.12,7.12,5.771,13.892,18.807,92.301,0.507,0.46,0.21,0.233,25.24,70.583,47.27,55.31,7.705,9.616,13.082,100.335,110.29
2013-14,35.759,80.816,0.442,29.471,62.931,0.468,6.287,17.885,0.352,17.713,24.069,0.736,9.299,32.759,42.057,21.345,5.931,5.046,12.299,18.092,95.517,0.522,0.481,0.221,0.219,21.464,77.276,49.184,58.894,6.336,8.208,11.736,102.348,103.095
