SEASON,FGM,FGA,FG%,2PT_FGM,2PT_FGA,2PT_FG%,3PT_FGM,3PT_FGA,3PT_FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,EFG%,3PAR,FTR,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORTG,DRTG
2000-01,34.892,77.916,0.448,30.554,65.108,0.469,4.337,12.807,0.339,17.217,24.831,0.693,11.59,30.831,42.422,19.096,5.904,6.181,15.578,21.386,91.337,0.514,0.476,0.164,0.221,27.714,70.637,49.699,54.098,6.475,8.861,14.713,100.467,103.581
2001-02,35.783,80.337,0.445,30.867,66.518,0.464,4.916,13.819,0.356,18.048,24.41,0.739,13.048,29.807,42.855,20.651,6.145,6.506,14.627,19.566,94.53,0.519,0.476,0.172,0.225,30.793,69.282,50.149,56.611,6.802,9.271,13.66,104.748,105.133
2002-03,34.157,78.193,0.437,29.458,64.0,0.46,4.699,14.193,0.331,19.675,26.229,0.75,12.145,29.663,41.807,19.337,6.916,5.554,15.554,21.494,92.687,0.516,0.467,0.182,0.252,28.345,69.513,49.08,55.966,7.589,8.246,14.614,101.451,105.893
2003-04,33.94,79.265,0.428,29.976,66.928,0.448,3.964,12.337,0.321,21.783,27.735,0.785,13.843,29.108,42.952,19.916,7.157,4.53,16.193,21.88,93.627,0.512,0.453,0.156,0.275,32.059,69.559,50.639,58.101,7.796,6.804,14.888,102.24,107.258
2004-05,35.229,76.723,0.459,32.446,68.663,0.473,2.783,8.06,0.345,21.325,27.398,0.778,11.807,29.578,41.386,22.904,7.217,5.084,15.542,21.916,94.566,0.533,0.477,0.105,0.278,29.588,70.547,50.788,64.139,7.993,7.853,14.684,104.378,105.11
2005-06,36.516,78.021,0.468,32.895,67.642,0.486,3.621,10.379,0.349,20.589,25.926,0.794,10.105,32.832,42.937,20.6,6.253,6.042,14.432,22.726,97.242,0.544,0.491,0.133,0.264,25.073,75.416,51.512,55.938,6.728,9.431,13.734,105.015,102.916
2006-07,34.699,76.12,0.456,30.916,65.241,0.474,3.783,10.88,0.348,21.313,27.048,0.788,10.699,29.928,40.627,21.229,7.181,5.687,14.928,22.386,94.494,0.537,0.481,0.143,0.28,26.476,73.927,50.504,60.549,7.911,9.071,14.358,103.812,104.449
2007-08,33.976,77.651,0.438,29.759,64.651,0.46,4.217,13.0,0.324,20.506,26.241,0.781,9.639,30.012,39.651,20.867,6.711,4.795,14.217,21.024,92.675,0.519,0.465,0.167,0.264,22.667,72.576,47.323,60.48,7.212,7.448,13.596,99.848,107.837
2008-09,35.602,80.675,0.441,29.157,62.446,0.467,6.446,18.229,0.354,16.313,22.157,0.736,10.723,28.639,39.361,20.759,6.892,5.807,14.711,19.88,93.964,0.52,0.481,0.226,0.202,24.672,70.459,46.883,57.839,7.371,8.922,13.83,100.947,110.407
2009-10,36.169,79.53,0.455,30.349,61.976,0.49,5.819,17.554,0.332,16.41,22.494,0.73,11.169,30.145,41.313,21.807,6.41,5.614,15.482,19.048,94.566,0.529,0.491,0.221,0.206,26.346,73.243,49.718,59.516,6.902,8.607,14.604,102.093,108.908
2010-11,36.325,79.446,0.457,30.145,61.145,0.493,6.181,18.301,0.338,18.627,26.349,0.707,11.506,30.133,41.639,21.843,7.048,4.843,16.181,20.88,97.458,0.535,0.496,0.23,0.234,27.965,72.636,50.406,59.133,7.483,7.743,14.905,104.059,107.512
2011-12,36.128,79.41,0.455,28.667,58.628,0.489,7.462,20.782,0.359,15.641,23.064,0.678,11.487,28.872,40.359,20.192,8.462,4.962,13.346,21.333,95.359,0.532,0.502,0.262,0.197,27.65,71.994,49.66,54.863,9.399,8.517,12.801,106.132,104.513
2012-13,37.876,79.326,0.477,30.438,58.348,0.522,7.438,20.978,0.355,16.326,22.809,0.716,11.135,29.719,40.854,23.213,9.157,5.562,14.348,21.157,99.517,0.557,0.524,0.264,0.206,28.104,72.98,50.896,60.352,10.007,9.566,13.645,109.244,103.108
2013-14,38.75,81.99,0.473,30.292,58.021,0.522,8.458,23.969,0.353,20.958,28.698,0.73,10.479,31.635,42.115,24.229,8.594,4.729,13.542,21.698,106.917,0.565,0.524,0.292,0.256,24.797,71.791,48.868,61.944,8.866,7.618,12.36,111.142,104.734
2014-15,38.979,82.649,0.472,29.247,56.278,0.52,9.732,26.371,0.369,18.082,25.732,0.703,9.474,33.0,42.474,24.186,7.835,5.062,12.33,21.608,105.773,0.563,0.53,0.319,0.219,22.181,74.984,49.101,61.273,8.182,8.67,11.466,110.687,104.678
2015-16,37.798,81.674,0.463,28.461,55.753,0.51,9.337,25.921,0.36,17.978,26.157,0.687,8.865,32.989,41.854,22.27,8.539,5.483,12.596,21.0,102.91,0.552,0.52,0.317,0.22,20.012,72.936,46.846,58.38,8.867,8.966,11.789,106.894,102.729
2016-17,38.856,81.767,0.475,28.878,55.0,0.525,9.978,26.767,0.373,18.922,25.511,0.742,8.8,33.344,42.144,21.967,7.289,4.044,12.744,19.644,106.611,0.573,0.536,0.327,0.231,20.949,76.562,49.447,55.738,7.577,6.878,11.939,111.17,107.177
2017-18,39.783,84.386,0.471,30.422,57.928,0.525,9.361,26.458,0.354,18.747,25.241,0.743,10.024,33.325,43.349,22.072,7.566,4.494,14.506,19.735,107.675,0.564,0.527,0.314,0.222,23.011,75.175,49.523,54.695,7.629,7.93,13.039,109.005,109.051
2018-19,40.708,86.663,0.47,30.708,60.73,0.506,10.0,25.933,0.386,22.404,28.236,0.793,9.618,35.022,44.64,23.843,6.843,4.551,14.416,23.18,113.82,0.574,0.527,0.299,0.259,21.669,75.194,49.203,57.915,6.649,7.509,12.547,111.148,111.036
2019-20,40.977,87.767,0.467,28.744,54.779,0.525,12.233,32.988,0.371,20.453,25.826,0.792,10.349,36.198,46.547,23.058,7.07,4.488,14.186,22.0,114.64,0.578,0.537,0.376,0.233,22.694,77.348,50.545,55.737,6.965,8.329,12.35,112.798,106.866
2020-21,40.783,84.772,0.481,26.761,50.109,0.534,14.022,34.663,0.405,16.685,19.978,0.835,9.185,33.87,43.054,23.38,6.935,4.087,12.533,19.054,112.272,0.6,0.564,0.409,0.197,22.08,77.992,50.748,56.757,7.193,7.927,11.672,116.896,111.122
2021-22,39.459,86.271,0.457,26.847,52.471,0.512,12.612,33.8,0.373,15.471,19.612,0.789,9.012,34.412,43.424,23.624,7.294,4.871,13.529,18.553,107.0,0.564,0.53,0.392,0.179,20.139,73.508,47.608,58.962,7.386,8.568,12.315,108.796,108.982
2022-23,40.614,85.25,0.476,28.091,52.25,0.538,12.523,33.0,0.379,18.659,23.795,0.784,9.795,32.761,42.557,23.489,6.966,4.375,14.057,19.466,112.409,0.587,0.55,0.387,0.219,22.438,75.599,49.361,57.226,7.038,7.891,12.661,113.943,113.835
2023-24,41.427,85.404,0.485,28.989,52.719,0.55,12.438,32.685,0.381,18.0,21.876,0.823,9.989,32.427,42.416,24.921,7.607,4.854,13.022,18.607,113.292,0.596,0.558,0.383,0.211,24.137,73.894,49.827,59.554,7.824,9.135,11.957,116.906,114.43
