SEASON,FGM,FGA,FG%,2PT_FGM,2PT_FGA,2PT_FG%,3PT_FGM,3PT_FGA,3PT_FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,EFG%,3PAR,FTR,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORTG,DRTG
2000-01,37.05,81.663,0.454,30.287,63.871,0.474,6.762,17.792,0.38,17.97,22.772,0.789,11.941,30.446,42.386,22.168,7.703,5.04,13.436,23.317,98.832,0.539,0.495,0.218,0.22,28.025,70.173,49.396,59.218,8.397,7.637,12.666,107.992,104.302
2001-02,36.639,79.241,0.462,29.494,60.169,0.49,7.145,19.072,0.375,15.916,21.289,0.748,10.133,30.807,40.94,22.253,7.193,4.675,13.94,21.506,96.337,0.544,0.507,0.241,0.201,25.061,70.077,48.66,59.97,7.895,6.967,13.417,106.129,106.346
2002-03,36.674,80.303,0.457,29.674,62.011,0.479,7.0,18.292,0.383,17.91,23.146,0.774,10.404,28.416,38.82,21.843,7.472,4.124,12.629,22.292,98.258,0.543,0.5,0.228,0.223,24.749,68.994,46.858,58.73,8.183,6.247,12.176,107.833,107.909
2003-04,35.591,79.989,0.445,30.761,66.159,0.465,4.83,13.83,0.349,20.205,26.136,0.773,11.545,30.023,41.568,22.443,6.761,4.591,13.545,20.227,96.216,0.526,0.475,0.173,0.253,26.953,71.117,48.984,62.322,7.339,6.941,12.748,104.761,104.456
2004-05,35.711,79.277,0.45,31.795,68.133,0.467,3.916,11.145,0.351,20.723,26.855,0.772,11.867,28.976,40.843,20.723,6.373,3.482,13.639,21.651,96.06,0.527,0.475,0.141,0.261,28.322,71.282,49.608,57.225,6.957,5.337,12.882,105.271,108.643
2005-06,35.966,79.17,0.454,29.909,63.295,0.473,6.057,15.875,0.382,18.693,25.25,0.74,11.159,29.318,40.477,21.295,7.125,3.205,14.352,23.136,96.682,0.535,0.493,0.201,0.236,26.832,73.716,49.824,58.292,7.749,5.288,13.56,105.293,106.97
2006-07,37.602,80.892,0.465,31.289,63.157,0.495,6.313,17.735,0.356,16.94,23.12,0.733,11.337,27.373,38.711,21.337,7.072,2.699,14.94,21.94,98.458,0.541,0.504,0.219,0.209,27.108,67.711,47.183,56.08,7.534,4.312,13.948,105.693,110.304
2007-08,36.458,81.265,0.449,31.012,65.446,0.474,5.446,15.819,0.344,17.494,23.855,0.733,12.711,28.47,41.181,21.205,6.554,4.349,14.578,21.06,95.855,0.522,0.482,0.195,0.215,29.252,72.355,49.952,57.294,7.087,7.092,13.534,103.899,111.441
2008-09,36.253,81.386,0.445,30.096,64.422,0.467,6.157,16.964,0.363,19.434,24.904,0.78,11.723,28.518,40.241,21.711,7.337,3.711,13.904,23.928,98.096,0.531,0.483,0.208,0.239,27.289,73.159,49.24,58.966,7.852,6.402,12.937,105.441,106.582
2009-10,36.511,83.944,0.435,28.833,62.144,0.464,7.678,21.8,0.352,15.289,20.156,0.759,11.589,30.622,42.211,20.6,6.933,4.533,13.022,21.889,95.989,0.517,0.481,0.26,0.182,25.961,75.318,49.426,55.718,7.484,7.24,12.156,103.871,102.482
