SEASON,FGM,FGA,FG%,2PT_FGM,2PT_FGA,2PT_FG%,3PT_FGM,3PT_FGA,3PT_FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,EFG%,3PAR,FTR,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORTG,DRTG
2014-15,35.096,83.518,0.42,29.096,64.651,0.45,6.0,18.867,0.318,16.831,22.494,0.748,9.88,33.651,43.53,19.928,6.012,5.398,11.759,18.0,93.024,0.498,0.456,0.226,0.202,21.798,78.684,49.427,55.963,6.353,8.678,11.023,99.023,102.471
2015-16,36.211,83.167,0.435,26.067,54.944,0.474,10.144,28.222,0.359,18.667,23.5,0.794,8.711,34.189,42.9,20.811,7.056,5.122,12.167,17.878,101.233,0.541,0.496,0.339,0.224,19.29,78.729,48.52,56.958,7.342,8.56,11.386,105.343,103.663
2016-17,37.265,84.337,0.442,27.337,56.06,0.488,9.928,28.277,0.351,19.169,23.53,0.815,8.687,34.373,43.06,22.783,6.88,4.699,11.349,16.386,103.627,0.547,0.501,0.335,0.227,19.467,78.843,48.898,60.222,7.148,8.52,10.56,107.6,107.36
2017-18,38.518,85.614,0.45,28.59,58.711,0.487,9.928,26.904,0.369,19.952,26.699,0.747,9.964,34.952,44.916,21.325,6.735,4.494,12.542,16.976,106.916,0.549,0.508,0.314,0.233,21.87,79.986,50.328,54.525,6.807,7.831,11.259,108.137,107.937
2018-19,39.723,88.699,0.448,27.952,55.169,0.507,11.771,33.53,0.351,18.193,22.831,0.797,9.807,33.47,43.277,22.952,7.12,4.88,12.06,18.675,109.41,0.554,0.514,0.378,0.205,21.433,76.496,48.4,57.118,7.153,8.792,10.737,110.129,111.193
2019-20,36.742,84.636,0.434,24.848,50.833,0.489,11.894,33.803,0.352,15.939,21.303,0.748,10.833,31.303,42.136,23.47,6.485,4.061,14.379,18.53,101.318,0.539,0.504,0.399,0.188,23.606,73.323,47.403,63.25,6.712,7.724,13.058,104.845,111.568
2020-21,39.432,86.73,0.455,25.959,50.162,0.518,13.473,36.568,0.368,15.743,20.676,0.761,10.392,32.676,43.068,26.473,7.743,4.73,14.635,17.73,108.081,0.564,0.532,0.422,0.182,22.935,74.828,48.37,66.551,7.816,9.691,13.076,109.322,111.641
2021-22,42.167,90.321,0.467,28.405,52.571,0.54,13.762,37.75,0.365,15.714,21.214,0.741,10.702,33.298,44.0,27.667,8.464,4.833,13.107,19.679,113.81,0.571,0.543,0.418,0.174,22.829,74.218,48.076,64.742,8.364,9.296,11.483,112.748,112.599
2022-23,40.783,89.313,0.457,30.169,57.157,0.528,10.614,32.157,0.33,17.434,23.289,0.749,10.855,33.145,44.0,24.843,7.639,5.12,14.024,20.012,109.614,0.55,0.516,0.36,0.195,23.2,74.729,48.523,60.253,7.496,9.048,12.252,107.945,114.105
2023-24,39.53,85.94,0.46,27.614,52.349,0.528,11.916,33.59,0.355,14.325,18.217,0.786,9.217,30.578,39.795,24.494,6.771,4.47,13.602,17.735,105.301,0.56,0.529,0.391,0.167,20.524,74.002,46.418,61.253,6.922,8.546,12.517,108.076,118.486
