SEASON,FGM,FGA,FG%,2PT_FGM,2PT_FGA,2PT_FG%,3PT_FGM,3PT_FGA,3PT_FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,EFG%,3PAR,FTR,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORTG,DRTG
2000-01,34.764,78.736,0.442,31.462,68.689,0.458,3.302,10.047,0.329,20.443,27.311,0.749,13.208,30.981,44.189,20.292,8.255,4.915,14.877,20.264,93.274,0.514,0.462,0.128,0.26,31.171,71.767,51.716,57.666,9.127,7.47,13.958,103.463,99.917
2001-02,33.591,77.318,0.434,30.932,68.455,0.452,2.659,8.864,0.3,20.0,25.727,0.777,13.125,30.42,43.545,19.716,8.523,4.352,15.091,19.727,89.841,0.507,0.452,0.115,0.259,31.151,71.711,51.511,57.838,9.567,6.934,14.398,101.37,100.397
2002-03,35.568,79.484,0.447,32.516,69.853,0.465,3.053,9.632,0.317,21.032,27.021,0.778,12.495,29.179,41.674,21.032,9.789,3.305,14.632,22.011,95.221,0.521,0.467,0.121,0.265,29.946,72.351,50.815,58.586,10.681,5.393,13.683,104.413,102.113
2003-04,32.313,75.422,0.428,28.229,63.47,0.445,4.084,11.952,0.342,18.217,24.205,0.753,11.337,29.012,40.349,19.759,7.88,4.313,15.747,20.494,86.928,0.505,0.456,0.158,0.242,27.565,70.092,49.081,60.359,8.878,6.989,15.313,97.989,100.687
2004-05,35.455,81.068,0.437,29.341,63.455,0.462,6.114,17.614,0.347,20.5,26.091,0.786,10.875,30.25,41.125,20.557,9.08,3.875,15.205,22.58,97.523,0.527,0.475,0.217,0.253,24.889,72.02,48.053,57.166,9.508,6.235,13.939,102.182,103.459
2005-06,36.157,78.867,0.458,31.639,66.446,0.476,4.518,12.422,0.364,21.325,28.072,0.76,10.518,29.217,39.735,19.916,7.843,4.867,13.964,20.627,98.157,0.538,0.487,0.158,0.27,25.042,70.439,47.79,54.233,8.358,7.537,13.154,104.804,106.867
2006-07,35.325,77.205,0.458,31.904,67.289,0.474,3.422,9.916,0.345,19.723,25.723,0.767,10.831,28.349,39.181,20.108,7.108,4.699,15.157,20.133,93.795,0.53,0.48,0.128,0.255,26.529,70.222,48.38,56.176,7.727,7.429,14.458,102.418,105.713
2007-08,36.438,79.73,0.457,32.921,68.506,0.481,3.517,11.225,0.313,18.416,26.034,0.707,12.899,28.292,41.191,19.865,8.596,4.742,14.169,19.494,94.809,0.52,0.479,0.141,0.231,31.366,70.952,50.973,53.763,9.471,7.784,13.291,104.847,105.016
2008-09,35.966,78.449,0.458,31.742,65.337,0.486,4.225,13.112,0.322,19.551,26.292,0.744,12.213,28.191,40.404,19.708,7.809,4.865,13.989,20.09,95.708,0.532,0.485,0.167,0.249,29.869,70.917,50.233,54.124,8.636,8.236,13.276,106.245,106.836
2009-10,37.193,80.795,0.46,31.482,64.157,0.491,5.711,16.639,0.343,16.458,21.783,0.756,11.337,29.169,40.506,20.759,8.036,5.289,14.361,20.205,96.554,0.534,0.496,0.206,0.204,26.912,72.367,49.293,55.145,8.706,8.607,13.545,104.752,109.076
2010-11,37.432,81.636,0.459,32.034,66.523,0.482,5.398,15.114,0.357,16.92,22.023,0.768,10.261,31.0,41.261,22.307,7.42,4.239,12.682,19.25,97.182,0.532,0.492,0.185,0.207,24.109,73.524,48.811,58.841,7.984,6.651,12.034,105.217,104.219
2011-12,36.1,81.638,0.442,31.088,67.462,0.461,5.012,14.175,0.354,13.962,18.938,0.737,10.55,31.838,42.388,21.112,7.812,5.112,11.1,17.5,91.175,0.507,0.473,0.174,0.171,23.789,74.883,48.902,57.771,8.676,7.888,10.784,101.598,97.959
2012-13,36.855,83.072,0.444,30.614,65.747,0.466,6.241,17.325,0.36,12.096,16.59,0.729,10.795,30.036,40.831,22.494,7.337,4.627,12.892,18.133,92.048,0.509,0.481,0.209,0.146,24.539,72.722,47.887,60.133,7.992,7.452,12.31,100.876,104.495
2013-14,37.446,86.145,0.435,30.494,63.892,0.477,6.952,22.253,0.312,16.41,23.108,0.71,11.434,30.795,42.229,21.578,9.217,3.976,16.675,22.217,98.253,0.51,0.475,0.258,0.19,24.325,71.822,47.195,56.849,9.173,6.529,14.573,98.286,108.554
2014-15,33.313,81.651,0.408,24.976,55.627,0.449,8.337,26.024,0.32,15.904,23.53,0.676,11.783,30.554,42.337,20.277,9.506,5.867,17.506,21.422,90.867,0.494,0.459,0.319,0.195,24.978,72.176,47.449,59.952,9.881,9.74,15.788,94.41,103.522
2015-16,35.783,82.976,0.431,26.578,55.807,0.476,9.205,27.169,0.339,15.47,22.289,0.694,9.361,31.386,40.747,21.265,8.193,5.964,16.181,21.446,96.241,0.519,0.487,0.327,0.186,20.343,73.375,45.996,58.683,8.28,9.436,14.671,97.723,108.027
2016-17,37.205,84.241,0.442,27.193,54.807,0.496,10.012,29.434,0.34,16.783,21.759,0.771,9.723,32.602,42.325,23.482,8.337,5.06,16.458,21.602,101.205,0.539,0.501,0.349,0.199,21.929,74.504,48.141,62.343,8.369,8.454,14.749,102.007,107.747
2017-18,40.172,85.839,0.468,29.419,56.398,0.522,10.753,29.441,0.365,17.419,23.129,0.753,11.043,36.097,47.14,26.656,8.172,4.957,16.118,21.925,108.516,0.565,0.531,0.343,0.203,25.162,78.215,52.558,65.477,8.146,8.605,14.219,108.485,104.117
2018-19,40.842,86.979,0.47,30.295,57.347,0.528,10.547,29.632,0.356,20.916,27.032,0.774,10.832,36.526,47.358,26.316,7.179,5.232,14.958,21.2,113.147,0.572,0.53,0.341,0.24,24.312,77.972,52.047,63.614,7.036,8.699,12.996,111.111,108.495
2019-20,40.167,86.577,0.464,28.885,55.449,0.521,11.282,31.128,0.362,17.179,22.641,0.759,10.423,34.462,44.885,25.051,7.769,5.218,13.91,20.744,108.795,0.563,0.529,0.36,0.198,23.677,79.255,51.446,61.497,7.785,9.227,12.399,109.69,108.177
