SEASON,FGM,FGA,FG%,2PT_FGM,2PT_FGA,2PT_FG%,3PT_FGM,3PT_FGA,3PT_FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,EFG%,3PAR,FTR,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORTG,DRTG
2000-01,36.634,80.903,0.453,30.419,64.462,0.472,6.215,16.441,0.378,19.022,23.763,0.8,10.247,30.742,40.989,20.538,7.28,5.882,13.516,23.022,98.505,0.539,0.491,0.203,0.235,23.663,69.727,47.208,55.265,7.819,8.654,12.758,106.189,102.559
2001-02,38.659,83.89,0.461,31.099,63.868,0.487,7.56,20.022,0.378,19.527,24.132,0.809,11.044,30.945,41.989,21.626,6.934,4.648,12.0,22.495,104.407,0.552,0.506,0.239,0.233,25.4,69.758,47.941,55.356,7.371,6.802,11.127,111.274,107.143
2002-03,38.204,84.495,0.452,30.243,63.806,0.474,7.961,20.689,0.385,17.825,21.505,0.829,11.019,30.699,41.718,21.796,7.631,5.359,11.641,21.515,102.194,0.544,0.499,0.245,0.211,24.817,70.213,47.43,56.293,8.234,8.381,10.924,109.987,103.348
2003-04,39.92,87.636,0.456,33.875,70.102,0.483,6.045,17.534,0.345,17.795,22.409,0.794,14.5,30.648,45.148,23.477,7.977,5.341,12.136,19.511,103.682,0.532,0.49,0.2,0.203,31.156,70.902,50.403,58.036,8.478,8.183,10.936,110.485,105.881
2004-05,37.01,81.094,0.456,31.292,65.469,0.478,5.719,15.625,0.366,22.052,27.958,0.789,12.26,30.292,42.552,19.135,8.354,5.49,13.26,22.104,101.792,0.545,0.492,0.193,0.272,28.798,69.676,49.51,51.12,8.971,8.436,12.308,109.69,104.434
2005-06,35.651,77.519,0.46,30.689,63.745,0.481,4.962,13.774,0.36,22.075,27.991,0.789,12.358,29.547,41.906,17.208,7.028,5.538,13.274,22.84,98.34,0.547,0.492,0.178,0.285,30.926,73.149,52.099,47.788,7.911,8.926,12.746,110.515,104.04
2006-07,36.124,77.831,0.464,29.64,60.562,0.489,6.483,17.27,0.375,20.056,25.0,0.802,11.281,30.303,41.584,19.539,6.854,4.921,13.91,22.247,98.787,0.556,0.506,0.222,0.258,28.203,74.264,51.753,53.349,7.579,7.924,13.364,109.722,102.754
2007-08,36.287,78.517,0.462,30.276,61.448,0.493,6.011,17.069,0.352,20.402,25.138,0.812,10.782,31.793,42.575,20.667,5.816,4.793,12.414,21.46,98.989,0.553,0.5,0.217,0.26,26.38,74.429,51.107,56.072,6.432,7.263,12.023,109.8,105.455
2008-09,37.462,80.935,0.463,30.538,61.172,0.499,6.925,19.763,0.35,18.785,22.968,0.818,10.763,31.29,42.054,21.075,7.054,5.022,12.613,19.656,100.634,0.553,0.506,0.244,0.232,25.797,74.134,50.388,55.527,7.635,7.704,12.003,109.632,107.902
2009-10,37.573,81.303,0.462,30.876,63.169,0.489,6.697,18.135,0.369,18.393,22.584,0.814,10.18,31.202,41.382,22.787,7.517,5.382,12.775,19.079,100.236,0.549,0.503,0.223,0.226,24.091,73.03,48.885,59.733,8.04,8.281,12.127,107.703,105.171
2010-11,36.471,77.26,0.472,28.5,55.769,0.511,7.971,21.49,0.371,17.962,22.913,0.784,9.452,30.971,40.423,22.856,6.788,4.212,13.615,19.202,98.875,0.566,0.524,0.278,0.232,23.81,73.677,49.655,62.025,7.443,6.757,13.364,109.214,104.39
2011-12,35.549,80.62,0.441,28.099,58.789,0.478,7.451,21.831,0.341,15.746,20.296,0.776,9.958,32.07,42.028,20.31,8.408,4.944,13.859,18.437,94.296,0.526,0.487,0.271,0.195,22.942,74.314,48.68,56.315,9.061,8.113,13.204,101.89,101.317
2012-13,38.337,83.036,0.462,31.036,63.422,0.489,7.301,19.614,0.372,15.94,20.108,0.793,9.241,32.169,41.41,22.964,7.807,5.47,13.783,20.458,99.916,0.544,0.506,0.236,0.192,21.376,72.575,47.337,59.096,8.18,8.618,12.831,104.765,105.243
2013-14,39.144,82.944,0.472,30.478,60.344,0.505,8.667,22.6,0.383,16.433,20.722,0.793,10.244,30.189,40.433,22.989,8.333,4.278,13.222,19.756,103.389,0.562,0.524,0.272,0.198,24.486,72.499,48.421,57.956,8.837,7.237,12.384,110.018,107.721
2014-15,39.352,85.182,0.462,30.602,60.136,0.509,8.75,25.045,0.349,16.841,22.375,0.753,10.523,31.557,42.08,22.182,7.932,4.477,12.875,20.227,104.295,0.549,0.513,0.294,0.198,23.436,71.858,47.507,55.445,8.219,7.52,11.76,108.266,105.588
2015-16,36.83,83.023,0.444,27.318,55.193,0.495,9.511,27.83,0.342,17.477,22.182,0.788,9.057,33.068,42.125,21.773,6.705,3.614,12.568,19.489,100.648,0.542,0.501,0.335,0.211,20.372,75.02,47.569,58.51,7.026,6.25,11.769,105.288,106.576
2016-17,35.759,81.325,0.44,25.181,51.53,0.489,10.578,29.795,0.355,14.639,18.265,0.801,7.795,30.313,38.108,20.542,7.398,3.699,11.711,18.88,96.735,0.541,0.505,0.366,0.18,17.693,76.907,45.842,56.664,7.993,6.84,11.428,104.416,107.437
2017-18,37.687,84.843,0.444,26.036,52.458,0.496,11.651,32.386,0.36,14.06,18.434,0.763,8.024,32.735,40.759,22.386,6.964,3.735,12.133,19.012,101.084,0.544,0.513,0.382,0.166,17.607,78.233,46.819,58.649,7.242,6.875,11.392,105.14,108.175
2018-19,38.337,85.807,0.447,26.024,49.639,0.524,12.313,36.169,0.34,18.566,25.012,0.742,10.024,34.747,44.771,23.108,6.422,4.229,14.06,19.88,107.554,0.555,0.519,0.422,0.216,22.396,76.801,49.706,59.592,6.464,7.605,12.504,108.282,109.49
2019-20,41.183,89.11,0.462,26.341,48.622,0.542,14.841,40.488,0.367,18.378,23.732,0.774,10.207,35.878,46.085,24.122,6.085,4.695,12.549,19.476,115.585,0.581,0.545,0.454,0.206,22.259,77.046,49.98,57.863,6.038,8.345,11.038,115.05,111.218
