SEASON,FGM,FGA,FG%,2PT_FGM,2PT_FGA,2PT_FG%,3PT_FGM,3PT_FGA,3PT_FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,EFG%,3PAR,FTR,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORTG,DRTG
2000-01,37.586,80.747,0.465,32.162,65.303,0.492,5.424,15.444,0.351,19.455,28.525,0.682,13.273,31.566,44.838,22.758,7.182,5.879,14.222,22.586,100.051,0.536,0.499,0.191,0.241,31.126,72.288,51.902,59.929,7.734,8.53,13.102,108.231,103.021
2001-02,37.539,82.049,0.458,31.402,64.588,0.486,6.137,17.461,0.351,18.422,26.196,0.703,12.304,31.735,44.039,22.108,7.402,5.765,12.755,22.265,99.637,0.532,0.495,0.213,0.225,28.344,71.744,50.336,58.228,8.0,8.558,11.854,108.275,101.263
2002-03,37.253,82.695,0.45,31.242,65.779,0.475,6.011,16.916,0.355,18.779,25.705,0.731,12.905,30.789,43.695,22.737,7.611,5.621,14.284,22.758,99.295,0.528,0.487,0.205,0.227,29.474,72.604,50.796,60.096,8.136,8.337,13.02,106.54,104.441
2003-04,35.762,79.19,0.452,31.248,65.333,0.478,4.514,13.857,0.326,19.114,28.248,0.677,11.667,30.438,42.105,23.295,8.029,4.495,13.429,21.286,95.152,0.519,0.48,0.175,0.241,26.75,72.62,49.443,64.514,8.717,6.974,12.658,103.493,100.109
2004-05,34.88,79.867,0.437,27.12,58.024,0.467,7.759,21.843,0.355,20.012,25.747,0.777,12.386,30.253,42.639,20.145,6.12,4.145,14.169,21.614,97.53,0.535,0.485,0.273,0.251,28.783,70.367,49.825,57.046,6.683,6.183,13.264,106.865,110.053
2005-06,36.178,79.878,0.453,29.489,60.622,0.486,6.689,19.256,0.347,19.378,25.967,0.746,11.633,30.1,41.733,20.6,7.478,4.133,13.867,22.822,98.422,0.539,0.495,0.241,0.243,28.061,73.76,50.936,56.246,8.129,6.561,13.001,107.15,105.291
2006-07,37.42,80.614,0.464,30.148,59.898,0.503,7.273,20.716,0.351,19.75,26.466,0.746,10.875,30.011,40.886,21.841,7.148,5.011,15.33,22.773,101.864,0.552,0.509,0.257,0.245,25.964,71.757,49.016,57.438,7.462,7.766,14.069,107.028,107.792
2007-08,38.654,81.433,0.475,30.885,60.769,0.508,7.769,20.663,0.376,21.221,27.712,0.766,10.413,32.385,42.798,23.452,7.74,5.279,13.798,20.962,106.298,0.568,0.522,0.254,0.261,24.839,72.491,49.663,60.015,8.102,7.929,12.696,111.358,104.928
2008-09,39.321,83.33,0.472,32.651,65.028,0.502,6.67,18.302,0.364,19.623,25.66,0.765,11.991,31.113,43.104,22.208,8.481,5.321,13.236,21.113,104.934,0.554,0.512,0.22,0.235,28.409,72.757,50.789,55.732,8.988,8.702,12.138,111.414,103.462
2009-10,37.764,82.472,0.458,31.264,63.245,0.494,6.5,19.226,0.338,18.575,24.358,0.763,11.953,31.651,43.604,20.585,7.226,5.123,13.047,20.057,100.604,0.54,0.497,0.233,0.225,27.82,73.477,50.851,53.778,7.769,8.08,12.144,108.646,103.936
2010-11,37.366,81.022,0.461,31.215,63.247,0.494,6.151,17.774,0.346,18.613,23.914,0.778,11.989,31.172,43.161,21.398,7.215,5.086,12.882,18.935,99.495,0.543,0.499,0.219,0.23,28.983,72.54,51.175,56.527,7.912,8.11,12.175,109.437,103.754
2011-12,36.089,79.962,0.451,30.709,63.266,0.485,5.38,16.696,0.322,18.013,23.709,0.76,12.266,33.152,45.418,21.658,5.81,5.62,14.519,17.025,95.57,0.529,0.485,0.209,0.225,28.844,73.367,51.934,59.3,6.33,8.352,13.685,104.632,104.038
2012-13,36.54,79.908,0.457,28.092,55.897,0.503,8.448,24.011,0.352,18.724,27.161,0.689,11.218,32.851,44.069,21.747,6.885,5.172,14.92,17.667,100.253,0.546,0.51,0.3,0.234,26.151,73.713,50.51,58.463,7.256,7.74,13.832,106.011,105.761
2013-14,37.819,84.096,0.45,28.494,59.614,0.478,9.325,24.482,0.381,16.747,22.108,0.757,8.976,31.566,40.542,24.169,7.361,5.373,14.928,19.602,101.711,0.542,0.505,0.291,0.199,19.817,70.373,45.071,62.905,7.44,7.966,13.533,103.11,109.141
2014-15,36.795,84.578,0.435,30.386,65.952,0.461,6.41,18.627,0.344,17.265,23.313,0.741,11.47,31.892,43.361,20.663,6.964,4.41,13.084,20.976,97.265,0.513,0.473,0.22,0.204,24.845,75.48,49.254,55.361,7.31,7.287,11.983,102.14,109.382
2015-16,34.699,83.807,0.414,27.0,59.518,0.454,7.699,24.289,0.317,19.072,24.434,0.781,10.578,31.867,42.446,17.807,7.145,4.06,13.542,20.024,96.169,0.509,0.46,0.29,0.228,22.602,74.01,47.488,50.975,7.424,6.675,12.388,100.4,110.319
2016-17,38.843,86.313,0.45,30.048,60.892,0.493,8.795,25.422,0.346,16.831,22.325,0.754,11.241,31.759,43.0,20.675,8.12,3.855,14.976,20.458,103.313,0.537,0.501,0.295,0.195,24.478,75.139,48.892,52.429,8.2,6.506,13.31,104.812,111.699
2017-18,40.217,87.325,0.461,30.313,58.602,0.517,9.904,28.723,0.345,16.434,23.012,0.714,10.554,35.265,45.819,23.482,7.627,4.675,15.602,20.916,106.771,0.548,0.517,0.329,0.188,22.959,76.831,50.149,57.583,7.519,7.841,13.649,105.254,106.753
2018-19,42.06,89.458,0.47,31.855,58.843,0.541,10.205,30.614,0.333,16.096,23.012,0.699,10.06,35.964,46.024,25.253,7.446,5.301,15.47,20.494,110.422,0.554,0.527,0.342,0.18,21.806,75.566,49.241,59.224,7.161,9.098,13.286,106.572,108.208
2019-20,41.591,86.376,0.482,30.452,54.548,0.558,11.14,31.828,0.35,17.753,24.129,0.736,10.527,34.344,44.871,25.172,8.398,6.237,15.054,20.935,112.075,0.578,0.546,0.368,0.206,24.525,78.768,51.902,59.894,8.357,11.954,13.277,111.81,105.901
2020-21,39.6,84.825,0.467,28.788,53.875,0.534,10.812,30.95,0.349,17.175,23.138,0.742,9.638,34.025,43.662,23.975,7.712,5.212,14.862,18.975,107.188,0.564,0.531,0.365,0.202,22.394,78.934,50.62,59.826,7.778,9.588,13.309,108.038,106.121
