SEASON,FGM,FGA,FG%,2PT_FGM,2PT_FGA,2PT_FG%,3PT_FGM,3PT_FGA,3PT_FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,EFG%,3PAR,FTR,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORTG,DRTG
2008-09,36.133,80.916,0.447,32.181,69.482,0.463,3.952,11.434,0.346,19.59,24.928,0.786,12.036,30.084,42.12,20.036,7.325,4.47,16.024,19.94,95.807,0.521,0.471,0.141,0.242,28.175,73.127,50.3,54.717,7.772,6.876,14.643,101.76,108.124
2009-10,36.483,79.775,0.457,31.416,64.719,0.485,5.067,15.056,0.337,21.798,27.011,0.807,11.573,31.427,43.0,19.506,7.787,5.82,14.629,21.124,99.831,0.545,0.489,0.189,0.273,27.799,73.145,51.054,52.679,8.294,8.901,13.609,106.809,103.493
2010-11,36.66,79.64,0.46,30.72,62.22,0.494,5.94,17.42,0.341,24.12,29.34,0.822,11.25,31.63,42.88,19.72,7.7,6.16,14.18,22.61,103.38,0.559,0.498,0.219,0.303,27.3,73.335,51.118,53.012,8.169,9.266,13.156,109.962,106.246
2011-12,36.851,78.483,0.47,29.862,58.943,0.507,6.989,19.54,0.358,20.77,25.667,0.809,10.483,31.793,42.276,18.207,7.713,7.77,15.057,20.69,101.46,0.565,0.514,0.249,0.265,26.108,72.185,50.443,48.806,8.266,11.92,14.197,108.943,102.951
2012-13,37.33,78.745,0.474,29.957,58.957,0.508,7.372,19.787,0.373,21.713,26.181,0.829,10.234,32.862,43.096,20.766,7.926,7.457,14.926,20.511,103.745,0.575,0.521,0.251,0.276,25.706,73.033,50.972,54.924,8.407,11.968,14.03,110.467,101.72
2013-14,38.127,81.647,0.467,30.216,59.275,0.51,7.912,22.373,0.354,20.265,25.069,0.808,10.775,33.608,44.382,21.176,7.824,6.069,15.127,22.5,104.431,0.563,0.515,0.274,0.248,26.156,74.656,51.684,54.908,8.127,9.982,13.885,109.061,103.908
2014-15,38.361,85.771,0.447,30.747,63.313,0.486,7.614,22.458,0.339,18.361,24.337,0.754,12.675,34.265,46.94,20.253,7.205,5.47,14.518,22.036,102.699,0.532,0.492,0.262,0.214,28.62,74.884,52.075,52.428,7.461,9.004,12.951,106.337,104.151
2015-16,40.198,85.178,0.472,32.01,61.485,0.521,8.188,23.693,0.346,19.861,25.376,0.783,12.832,35.01,47.842,22.297,7.347,5.782,15.396,20.366,108.446,0.563,0.52,0.278,0.233,30.424,75.785,54.142,54.906,7.569,9.218,13.606,111.816,104.79
2016-17,38.977,86.432,0.451,30.636,60.852,0.503,8.341,25.58,0.326,18.955,25.545,0.742,12.08,33.841,45.92,20.682,7.841,5.091,14.705,20.75,105.25,0.539,0.499,0.296,0.219,27.474,78.117,52.619,52.303,7.91,8.641,12.92,107.031,106.803
2017-18,39.258,86.966,0.451,28.652,57.034,0.502,10.607,29.933,0.354,17.067,23.73,0.719,12.135,32.348,44.483,20.764,8.944,4.91,13.831,20.034,106.191,0.545,0.512,0.344,0.196,26.722,76.48,50.879,52.292,9.174,9.247,12.272,108.926,106.052
2018-19,41.886,92.455,0.453,30.705,60.25,0.51,11.182,32.205,0.347,17.693,24.727,0.716,12.295,34.955,47.25,23.068,9.08,5.136,13.875,22.273,112.648,0.545,0.514,0.348,0.191,25.231,77.328,50.605,54.377,8.757,9.101,11.716,108.75,106.002
2019-20,39.2,84.425,0.464,28.525,54.088,0.527,10.675,30.338,0.352,19.4,24.438,0.794,8.2,34.762,42.962,21.088,7.338,4.762,13.812,18.875,108.475,0.57,0.528,0.359,0.23,19.02,76.588,48.735,53.027,7.344,8.781,12.507,108.859,107.583
2020-21,38.288,86.822,0.441,26.548,52.178,0.509,11.74,34.644,0.339,15.247,21.041,0.725,9.795,35.178,44.973,21.753,6.904,4.329,15.918,17.877,103.562,0.539,0.509,0.399,0.176,20.678,77.112,48.458,56.247,6.763,7.86,14.001,102.204,112.477
2021-22,37.843,88.072,0.43,25.904,51.133,0.507,11.94,36.94,0.323,14.855,19.663,0.756,10.289,34.783,45.072,21.952,7.494,4.578,13.795,18.036,102.482,0.53,0.497,0.419,0.169,21.493,75.442,47.942,57.447,7.546,8.931,12.311,103.333,111.363
2022-23,42.435,91.424,0.464,30.447,57.612,0.528,11.988,33.812,0.355,19.035,23.482,0.811,11.282,31.765,43.047,24.071,8.141,4.141,12.859,20.718,115.894,0.569,0.53,0.37,0.208,24.287,72.164,47.798,56.101,7.971,7.813,11.082,113.82,113.079
2023-24,43.516,87.978,0.495,30.495,54.161,0.563,13.022,33.817,0.385,17.194,20.903,0.823,8.699,32.828,41.527,26.387,8.301,6.452,12.376,18.516,117.247,0.603,0.569,0.384,0.195,20.622,72.956,47.815,59.909,8.289,12.619,11.168,117.438,110.341
