SEASON,FGM,FGA,FG%,2PT_FGM,2PT_FGA,2PT_FG%,3PT_FGM,3PT_FGA,3PT_FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,EFG%,3PAR,FTR,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORTG,DRTG
2000-01,33.205,74.489,0.446,28.534,61.148,0.467,4.67,13.341,0.35,16.648,20.955,0.794,9.227,30.307,39.534,18.159,6.545,4.148,14.341,22.534,87.727,0.524,0.477,0.179,0.223,23.718,73.301,49.369,53.875,7.492,6.917,14.443,100.534,97.867
2001-02,33.94,78.554,0.432,28.229,62.361,0.453,5.711,16.193,0.353,16.94,21.518,0.787,10.554,29.614,40.169,20.723,6.723,3.47,14.361,21.651,90.53,0.514,0.468,0.206,0.216,24.981,71.382,48.187,60.287,7.458,5.41,13.867,100.539,104.833
2002-03,35.747,81.024,0.441,28.446,61.964,0.459,7.301,19.06,0.383,15.904,19.518,0.815,10.145,28.627,38.771,21.687,6.976,3.072,13.843,22.747,94.699,0.528,0.486,0.235,0.196,23.759,71.355,46.92,59.942,7.61,4.606,13.239,103.83,105.272
2003-04,34.529,78.54,0.44,29.667,65.057,0.456,4.862,13.483,0.361,16.632,21.069,0.789,11.483,30.437,41.92,20.379,7.414,4.678,15.563,23.092,90.552,0.516,0.471,0.172,0.212,27.331,72.221,49.97,58.543,8.186,7.31,14.887,100.085,102.226
2004-05,35.88,79.506,0.451,30.566,64.566,0.473,5.313,14.94,0.356,19.036,24.819,0.767,11.627,28.831,40.458,20.06,7.578,3.133,14.506,23.398,96.108,0.531,0.485,0.188,0.239,27.855,70.727,48.96,55.506,8.251,4.888,13.686,104.908,107.527
2005-06,34.0,74.771,0.455,30.145,64.12,0.47,3.855,10.651,0.362,22.627,31.169,0.726,12.458,28.434,40.892,17.687,6.687,3.265,17.458,25.988,94.482,0.534,0.481,0.142,0.303,30.442,72.053,51.042,51.557,7.249,5.518,16.327,102.786,109.773
2006-07,34.976,76.578,0.457,29.265,60.072,0.487,5.711,16.506,0.346,20.651,28.867,0.715,12.434,30.313,42.747,18.458,6.542,3.133,16.928,23.277,96.313,0.539,0.494,0.216,0.27,30.401,73.651,52.072,51.895,7.092,5.11,15.72,104.404,107.487
2007-08,35.747,81.41,0.439,29.843,63.892,0.467,5.904,17.518,0.337,18.361,25.241,0.727,12.398,29.602,42.0,18.434,6.277,2.566,14.301,21.217,95.759,0.518,0.475,0.215,0.226,27.953,71.977,49.207,51.114,6.74,4.078,13.247,103.458,110.441
2008-09,38.036,85.434,0.445,28.12,57.916,0.486,9.916,27.518,0.36,17.952,22.892,0.784,10.976,30.663,41.639,20.94,7.349,2.458,14.145,20.145,103.94,0.544,0.503,0.322,0.21,24.033,72.004,47.166,54.294,7.553,3.752,12.746,106.835,109.512
2009-10,37.675,82.843,0.455,28.723,57.0,0.504,8.952,25.843,0.346,16.578,21.193,0.782,10.072,29.843,39.916,21.349,7.06,3.675,13.831,19.735,100.88,0.547,0.509,0.312,0.2,23.031,71.619,46.939,55.895,7.424,5.663,12.892,106.319,110.247
2010-11,37.563,82.747,0.454,28.391,57.736,0.492,9.172,25.011,0.367,20.264,25.126,0.806,10.402,29.586,39.989,20.966,7.483,5.77,13.609,20.897,104.563,0.557,0.509,0.302,0.245,24.402,71.233,47.426,55.079,7.774,8.589,12.529,109.2,108.828
2011-12,34.972,79.194,0.442,27.444,56.569,0.485,7.528,22.625,0.333,17.972,24.208,0.742,11.181,29.889,41.069,19.319,9.056,3.986,15.944,21.0,95.444,0.531,0.489,0.286,0.227,26.431,72.992,49.325,54.146,9.69,6.528,14.812,102.492,100.354
2012-13,35.737,80.642,0.443,25.347,52.737,0.481,10.389,27.905,0.372,15.6,20.474,0.762,10.716,29.284,40.0,18.526,8.189,3.632,11.863,20.368,97.463,0.544,0.508,0.346,0.193,24.888,74.442,48.701,51.269,9.124,6.62,11.58,108.749,104.134
2013-14,36.47,81.193,0.449,27.325,56.639,0.482,9.145,24.554,0.372,15.313,20.12,0.761,10.482,29.361,39.843,19.771,7.602,4.422,12.807,21.867,97.398,0.541,0.505,0.302,0.189,24.824,73.811,48.504,53.711,8.355,8.035,12.269,107.21,107.886
2014-15,34.723,81.036,0.428,27.976,61.59,0.454,6.747,19.446,0.347,14.59,18.976,0.769,10.446,29.434,39.88,21.036,6.928,4.602,14.53,21.301,90.783,0.508,0.47,0.24,0.18,24.024,72.475,47.494,59.92,7.507,7.775,13.79,98.812,108.73
2015-16,36.41,82.964,0.439,29.06,61.735,0.471,7.349,21.229,0.346,17.0,21.12,0.805,10.241,33.59,43.831,20.265,5.627,5.614,13.241,19.47,97.169,0.527,0.483,0.256,0.205,23.259,75.239,49.577,55.169,5.965,8.935,12.388,103.441,106.387
2016-17,39.146,87.659,0.447,30.671,63.171,0.486,8.476,24.488,0.346,16.427,20.854,0.788,11.927,32.732,44.659,21.561,7.024,5.451,13.646,20.11,103.195,0.533,0.495,0.279,0.187,26.1,73.537,49.627,54.435,7.243,9.149,12.215,106.566,110.354
2017-18,40.169,86.663,0.464,32.06,63.602,0.504,8.108,23.06,0.352,14.759,18.759,0.787,10.349,33.157,43.506,23.036,6.651,5.072,14.554,20.265,103.205,0.544,0.51,0.266,0.17,23.763,76.166,49.883,56.628,6.818,9.13,13.155,105.865,109.445
2018-19,37.759,87.241,0.433,27.843,58.072,0.479,9.916,29.169,0.34,17.88,23.566,0.759,10.325,33.867,44.193,19.831,6.711,5.084,13.867,20.639,103.313,0.529,0.49,0.334,0.205,21.883,75.412,47.873,52.081,6.686,8.953,12.295,103.259,112.353
2019-20,39.373,88.0,0.447,29.955,60.06,0.499,9.418,27.94,0.337,16.06,23.134,0.694,11.866,33.94,45.806,21.731,7.522,4.672,14.119,21.851,104.224,0.531,0.501,0.318,0.182,25.463,77.251,50.488,54.364,7.476,9.231,12.349,104.916,111.21
2020-21,38.603,85.346,0.452,27.077,55.667,0.486,11.526,29.679,0.388,16.282,20.705,0.786,9.679,34.962,44.641,20.949,6.872,4.859,12.731,20.154,105.013,0.556,0.52,0.348,0.191,21.664,78.196,50.044,53.71,7.101,9.66,11.701,108.731,107.014
2021-22,37.205,85.169,0.437,24.169,48.675,0.497,13.036,36.494,0.357,17.747,23.855,0.744,11.337,34.229,45.566,21.602,6.867,4.807,13.096,20.145,105.193,0.55,0.513,0.428,0.208,24.598,78.045,50.733,57.504,7.112,9.686,11.883,109.186,109.261
2022-23,40.766,87.489,0.466,28.617,52.489,0.545,12.149,35.0,0.347,19.245,25.34,0.759,12.479,33.479,45.957,22.191,6.426,4.138,13.043,20.0,112.926,0.572,0.535,0.4,0.22,27.971,76.715,52.287,54.049,6.559,8.068,11.572,115.586,112.911
2023-24,40.646,87.646,0.464,27.75,52.76,0.526,12.896,34.885,0.37,17.042,21.938,0.777,12.646,31.74,44.385,23.865,7.146,4.229,12.823,17.49,111.229,0.572,0.537,0.398,0.194,29.234,75.115,51.935,58.148,7.515,8.222,11.5,117.134,113.261
