SEASON,FGM,FGA,FG%,2PT_FGM,2PT_FGA,2PT_FG%,3PT_FGM,3PT_FGA,3PT_FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,EFG%,3PAR,FTR,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORTG,DRTG
2000-01,36.425,83.126,0.438,30.425,66.713,0.456,6.0,16.414,0.366,17.736,24.897,0.712,12.908,29.552,42.46,21.736,8.115,5.816,14.828,25.023,96.586,0.513,0.474,0.197,0.213,28.447,69.056,48.252,58.839,8.59,8.73,13.456,102.833,102.138
2001-02,37.011,82.851,0.447,29.69,63.011,0.471,7.322,19.839,0.369,17.678,23.46,0.754,11.241,29.448,40.69,21.632,7.874,4.621,13.414,20.724,99.023,0.531,0.491,0.239,0.213,25.393,68.287,46.821,57.605,8.384,6.69,12.456,105.953,104.652
2002-03,35.156,80.833,0.435,28.444,61.9,0.46,6.711,18.933,0.354,19.544,25.133,0.778,11.411,28.778,40.189,19.867,8.144,3.644,14.267,23.3,96.567,0.525,0.476,0.234,0.242,26.209,70.482,47.781,55.798,8.744,5.541,13.308,103.976,104.552
2003-04,34.988,81.542,0.429,29.819,66.506,0.448,5.169,15.036,0.344,17.759,24.096,0.737,12.084,28.313,40.398,19.084,6.59,3.711,13.53,21.012,92.904,0.504,0.461,0.184,0.218,27.335,68.1,47.248,53.831,7.176,5.488,12.688,101.514,109.154
2004-05,36.554,80.47,0.454,32.699,69.434,0.471,3.855,11.036,0.349,21.349,28.133,0.759,12.506,30.651,43.157,19.072,7.627,5.313,15.928,23.337,98.313,0.529,0.478,0.137,0.265,29.39,70.651,50.333,51.528,8.006,7.83,14.405,103.813,106.077
2005-06,35.072,74.301,0.472,31.47,64.711,0.486,3.602,9.59,0.376,20.036,27.434,0.73,10.747,28.94,39.687,18.012,6.41,4.361,14.94,22.988,93.783,0.543,0.496,0.129,0.27,27.876,72.257,50.559,50.84,7.157,7.082,14.58,104.951,106.201
2006-07,34.632,73.322,0.472,30.586,61.931,0.494,4.046,11.391,0.355,20.057,28.816,0.696,11.092,29.126,40.218,18.356,6.69,4.943,16.678,23.0,93.368,0.543,0.5,0.155,0.274,28.749,72.948,51.376,52.125,7.408,8.289,16.026,103.798,103.377
2007-08,36.688,77.419,0.474,27.108,52.398,0.517,9.581,25.022,0.383,19.602,27.215,0.72,9.516,32.14,41.656,20.215,6.108,4.108,14.172,20.355,102.559,0.574,0.536,0.323,0.253,23.534,74.287,49.86,54.466,6.537,6.199,13.499,110.265,104.954
2008-09,35.112,76.879,0.457,25.598,51.589,0.496,9.514,25.29,0.376,19.449,27.14,0.717,9.523,32.234,41.757,19.121,6.841,5.187,13.626,20.346,99.187,0.558,0.519,0.329,0.253,22.954,75.702,49.927,53.806,7.412,7.883,13.171,107.628,101.783
2009-10,35.711,76.134,0.469,25.619,49.144,0.521,10.093,26.99,0.374,19.289,26.784,0.72,9.691,32.691,42.381,19.082,6.206,5.495,13.887,20.021,100.804,0.573,0.535,0.355,0.253,24.279,76.771,51.414,52.936,6.754,8.541,13.471,110.181,101.901
2010-11,35.303,77.146,0.458,26.236,51.933,0.505,9.067,25.213,0.36,17.708,25.483,0.695,10.506,32.157,42.663,19.36,6.596,4.584,14.618,19.876,97.382,0.551,0.516,0.327,0.23,25.767,76.331,51.566,53.864,7.187,7.398,14.02,106.319,100.779
