SEASON,FGM,FGA,FG%,2PT_FGM,2PT_FGA,2PT_FG%,3PT_FGM,3PT_FGA,3PT_FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,EFG%,3PAR,FTR,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORTG,DRTG
2000-01,37.598,82.632,0.455,33.759,71.816,0.47,3.839,10.816,0.355,16.483,20.954,0.787,12.023,29.839,41.862,24.793,8.184,5.506,13.644,22.954,95.517,0.52,0.478,0.131,0.199,27.83,71.177,49.38,65.091,8.899,8.098,12.763,104.018,102.853
2001-02,38.174,82.907,0.46,33.395,70.291,0.475,4.779,12.616,0.379,17.14,21.605,0.793,12.814,31.012,43.826,23.733,6.279,5.058,13.302,21.174,98.267,0.532,0.489,0.152,0.207,30.564,73.169,52.216,61.248,6.915,7.773,12.402,108.187,104.951
2002-03,38.169,81.966,0.466,34.528,71.989,0.48,3.64,9.978,0.365,17.202,22.258,0.773,11.371,31.618,42.989,24.742,6.674,5.101,13.697,20.775,97.18,0.53,0.488,0.122,0.21,27.233,72.039,50.328,63.799,7.227,7.629,12.791,105.238,103.588
2003-04,36.079,78.792,0.458,31.802,67.198,0.473,4.277,11.594,0.369,16.713,21.406,0.781,10.386,31.95,42.337,22.149,6.733,5.495,13.0,21.465,93.149,0.528,0.485,0.147,0.212,25.759,72.182,50.25,60.747,7.537,8.282,12.707,104.087,99.064
2004-05,36.687,79.867,0.459,31.928,66.072,0.483,4.759,13.795,0.345,17.458,21.928,0.796,11.41,31.084,42.494,23.108,5.542,5.386,13.0,21.373,95.59,0.534,0.489,0.173,0.219,28.014,70.753,50.322,62.264,6.213,8.042,12.545,106.955,105.331
2005-06,34.795,76.386,0.456,31.06,65.036,0.478,3.735,11.349,0.329,17.301,22.831,0.758,9.771,29.181,38.952,20.675,6.735,5.675,14.325,22.759,90.627,0.524,0.48,0.149,0.226,24.839,70.464,48.281,58.698,7.493,8.775,14.001,101.402,103.477
2006-07,36.108,78.349,0.461,31.482,65.229,0.483,4.627,13.12,0.353,18.06,22.795,0.792,9.867,29.807,39.675,22.265,6.41,3.916,15.398,21.181,94.904,0.537,0.49,0.167,0.231,24.61,71.17,48.539,60.837,6.905,6.104,14.636,102.694,106.695
2007-08,37.06,82.133,0.451,31.747,66.964,0.474,5.313,15.169,0.35,15.012,20.398,0.736,11.614,29.253,40.867,19.639,7.422,3.687,14.313,22.711,94.446,0.518,0.484,0.185,0.183,27.008,72.996,49.298,52.361,7.994,6.139,13.451,102.584,109.987
2008-09,35.976,81.518,0.441,29.434,62.976,0.467,6.542,18.542,0.353,18.12,23.578,0.769,11.747,29.422,41.169,20.169,6.169,3.88,14.036,21.506,96.614,0.526,0.481,0.227,0.222,27.175,74.454,49.881,55.451,6.647,6.189,13.113,104.827,110.171
2009-10,37.422,83.41,0.449,32.566,69.181,0.471,4.855,14.229,0.341,17.301,23.205,0.746,11.59,30.795,42.386,19.59,7.193,3.687,16.06,20.47,97.0,0.518,0.478,0.171,0.207,26.065,72.781,49.007,51.629,7.466,5.808,14.486,100.41,110.193
2010-11,37.229,84.506,0.441,30.133,65.651,0.459,7.096,18.855,0.376,18.301,23.819,0.768,13.072,30.795,43.867,19.88,7.133,5.084,16.843,21.988,99.855,0.526,0.483,0.223,0.217,28.939,72.965,50.318,52.64,7.369,7.963,14.873,102.973,109.699
2011-12,35.149,81.104,0.433,28.09,59.866,0.469,7.06,21.239,0.332,19.119,24.806,0.771,11.896,31.179,43.075,19.254,6.507,4.373,14.94,18.09,96.478,0.524,0.477,0.262,0.236,27.066,72.061,49.472,54.015,6.93,6.537,13.737,102.83,104.954
2012-13,35.458,80.747,0.439,30.036,62.976,0.477,5.422,17.771,0.305,18.253,24.602,0.742,11.723,29.795,41.518,22.12,8.434,4.663,14.627,18.181,94.59,0.516,0.473,0.22,0.226,26.886,73.36,49.32,61.563,9.018,7.498,13.64,101.682,104.267
2013-14,38.422,86.446,0.444,31.193,65.277,0.478,7.229,21.169,0.341,21.566,27.723,0.778,12.337,31.855,44.193,23.651,8.651,3.578,13.759,18.12,105.639,0.535,0.486,0.245,0.249,26.939,73.74,49.728,60.651,8.786,5.624,12.054,107.596,104.942
2014-15,35.976,82.169,0.438,31.084,67.434,0.461,4.892,14.735,0.332,19.735,25.422,0.776,11.434,28.988,40.422,21.337,8.048,3.94,14.831,18.928,96.578,0.517,0.468,0.179,0.24,25.988,71.059,47.854,58.52,8.458,6.378,13.519,101.707,110.892
