SEASON,DATE,OPPONENT,HOME_TEAM,FGM,FGA,FG%,2PT_FGM,2PT_FGA,2PT_FG%,3PT_FGM,3PT_FGA,3PT_FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,EFG%,3PAR,FTR,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORTG,DRTG
2000-01,2000-10-31,SUP,VGR,39,90,0.433,35,76,0.461,4,14,0.286,12,26,0.462,14,37,51,28,12,6,11,21,94,0.463,0.456,0.156,0.289,26.9,72.5,49.5,71.8,12.4,9.8,9.8,97.3,91.1
2000-01,2000-11-02,CLI,CLI,36,87,0.414,31,74,0.419,5,13,0.385,22,25,0.88,18,22,40,23,12,2,15,23,99,0.505,0.443,0.149,0.287,38.3,59.5,47.6,63.9,13.3,3.1,13.3,109.8,100.9
2000-01,2000-11-04,LAK,VGR,31,76,0.408,25,59,0.424,6,17,0.353,21,25,0.84,6,29,35,23,6,2,19,27,89,0.511,0.447,0.224,0.329,16.2,67.4,43.8,74.2,6.2,3.0,17.9,92.2,101.5
2000-01,2000-11-06,HAW,VGR,31,79,0.392,30,73,0.411,1,6,0.167,34,47,0.723,14,33,47,20,11,4,15,22,97,0.487,0.399,0.076,0.595,30.4,73.3,51.6,64.5,11.3,5.6,13.1,99.5,89.2
2000-01,2000-11-08,MAV,MAV,38,77,0.494,36,67,0.537,2,10,0.2,23,29,0.793,12,41,53,20,8,5,21,27,101,0.563,0.506,0.13,0.377,32.4,78.8,59.6,52.6,8.3,6.6,19.0,105.3,77.1
2000-01,2000-11-09,ROC,ROC,31,67,0.463,27,59,0.458,4,8,0.5,12,14,0.857,7,25,32,14,5,1,20,24,78,0.533,0.493,0.119,0.209,21.9,71.4,47.8,45.2,5.9,1.8,21.5,91.5,99.7
2000-01,2000-11-11,SPU,SPU,31,86,0.36,26,75,0.347,5,11,0.455,11,18,0.611,10,32,42,19,12,4,11,23,78,0.415,0.39,0.128,0.209,18.9,88.9,47.2,61.3,12.9,7.1,10.5,83.6,97.5
2000-01,2000-11-16,CLI,VGR,27,71,0.38,25,62,0.403,2,9,0.222,16,21,0.762,13,30,43,19,7,3,12,24,72,0.449,0.394,0.127,0.296,35.1,68.2,53.1,70.4,9.2,4.6,13.0,94.4,99.6
2000-01,2000-11-18,MAV,VGR,36,78,0.462,32,67,0.478,4,11,0.364,12,18,0.667,9,27,36,28,12,3,15,19,88,0.512,0.487,0.141,0.231,20.5,75.0,45.0,77.8,13.4,5.3,14.9,98.2,101.5
2000-01,2000-11-20,NUG,VGR,35,84,0.417,32,69,0.464,3,15,0.2,19,25,0.76,15,34,49,22,7,3,16,24,92,0.484,0.435,0.179,0.298,32.6,75.6,53.8,62.9,7.5,4.8,14.4,99.2,102.5
2000-01,2000-11-22,TIM,TIM,41,75,0.547,37,69,0.536,4,6,0.667,14,18,0.778,5,30,35,29,3,3,19,22,100,0.603,0.573,0.08,0.24,15.2,63.8,43.8,70.7,3.3,3.8,18.6,108.5,109.6
2000-01,2000-11-24,PIS,PIS,34,85,0.4,27,69,0.391,7,16,0.438,21,31,0.677,15,21,36,25,8,1,20,25,96,0.487,0.441,0.188,0.365,34.1,65.6,47.4,73.5,8.1,1.4,16.9,97.6,120.0
2000-01,2000-11-26,CEL,CEL,38,82,0.463,36,75,0.48,2,7,0.286,20,26,0.769,15,39,54,24,9,4,22,31,98,0.524,0.476,0.085,0.317,33.3,86.7,60.0,63.2,8.9,6.0,19.1,97.4,86.5
2000-01,2000-11-27,KNI,KNI,28,80,0.35,25,70,0.357,3,10,0.3,13,18,0.722,10,27,37,17,4,3,13,16,72,0.409,0.369,0.125,0.225,19.6,71.1,41.6,60.7,4.6,5.1,12.9,82.2,110.8
