SEASON,DATE,OPPONENT,HOME_TEAM,FGM,FGA,FG%,2PT_FGM,2PT_FGA,2PT_FG%,3PT_FGM,3PT_FGA,3PT_FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,EFG%,3PAR,FTR,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORTG,DRTG
2000-01,2000-10-31,76E,KNI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01,2000-11-02,HAW,KNI,12.5,35.0,0.357,11.0,29.5,0.373,1.5,5.5,0.273,9.5,12.0,0.792,7.0,11.5,18.5,7.0,3.0,2.0,11.0,15.0,36.0,0.447,0.379,0.157,0.271,16.3,37.1,25.0,28.0,3.55,3.45,10.75,42.55,59.7
2000-01,2000-11-03,WIZ,WIZ,19.667,46.0,0.428,16.333,38.0,0.43,3.333,8.0,0.417,12.667,15.0,0.844,5.333,19.0,24.333,12.0,3.333,3.0,11.667,17.0,55.333,0.526,0.464,0.174,0.275,13.233,48.333,32.467,40.233,3.933,4.933,11.967,64.9,66.6
2000-01,2000-11-07,BUC,BUC,22.0,53.25,0.413,18.5,43.25,0.428,3.5,10.0,0.35,14.0,16.5,0.848,5.75,23.0,28.75,12.5,4.25,4.0,11.75,18.25,61.5,0.508,0.446,0.188,0.263,14.2,56.125,36.7,42.25,4.95,6.3,12.1,71.625,71.75
2000-01,2000-11-08,CAV,KNI,26.2,59.0,0.444,22.0,47.0,0.468,4.2,12.0,0.35,13.2,16.0,0.825,6.2,25.6,31.8,15.4,4.6,4.0,12.4,18.2,69.8,0.528,0.48,0.203,0.224,15.94,61.64,40.64,46.36,5.3,6.52,12.58,80.14,77.14
2000-01,2000-11-10,CEL,CEL,27.667,61.667,0.449,23.5,49.833,0.472,4.167,11.833,0.352,14.833,17.667,0.84,7.5,25.0,32.5,15.167,4.833,4.333,13.333,18.0,74.333,0.535,0.482,0.192,0.241,20.35,63.2,43.25,45.3,5.567,6.967,13.35,85.467,83.35
2000-01,2000-11-11,CHO,KNI,29.429,64.714,0.455,24.714,52.286,0.473,4.714,12.429,0.379,14.857,18.0,0.825,7.857,26.429,34.286,16.143,4.571,4.571,13.714,18.857,78.429,0.54,0.491,0.192,0.23,20.686,66.371,44.629,46.686,5.214,7.443,13.557,88.543,86.443
2000-01,2000-11-14,SUP,SUP,29.875,66.0,0.453,25.625,54.25,0.472,4.25,11.75,0.362,14.75,18.0,0.819,7.875,27.25,35.125,15.75,4.75,4.5,13.25,19.125,78.75,0.533,0.485,0.178,0.223,20.6,66.675,44.875,45.775,5.475,7.3,13.212,89.85,85.875
2000-01,2000-11-15,CLI,CLI,29.778,68.111,0.437,25.556,55.444,0.461,4.222,12.667,0.333,14.556,17.778,0.819,8.889,27.444,36.333,15.889,5.556,4.333,14.0,20.0,78.333,0.516,0.468,0.186,0.214,22.011,67.322,45.5,47.2,6.333,7.156,13.733,89.011,88.033
2000-01,2000-11-17,SUN,SUN,29.9,69.3,0.431,25.9,56.9,0.455,4.0,12.4,0.323,14.1,17.2,0.82,9.0,28.0,37.0,15.4,5.3,4.6,14.1,20.1,77.9,0.507,0.46,0.179,0.203,22.25,67.32,45.73,46.03,6.05,7.47,13.86,88.81,88.4
2000-01,2000-11-19,WAR,KNI,30.091,70.182,0.429,26.364,57.727,0.457,3.727,12.455,0.299,15.091,18.455,0.818,8.727,27.909,36.636,15.545,6.273,4.182,14.091,21.0,79.0,0.504,0.455,0.177,0.215,21.464,67.836,45.273,46.673,6.991,6.791,13.791,89.109,88.273
2000-01,2000-11-21,MAG,MAG,30.417,70.5,0.431,26.5,57.833,0.458,3.917,12.667,0.309,15.0,18.333,0.818,8.667,28.417,37.083,16.0,6.583,4.333,13.917,20.833,79.75,0.508,0.459,0.18,0.213,21.525,68.208,45.717,47.933,7.4,6.942,13.708,90.383,87.933
2000-01,2000-11-22,HAW,HAW,30.385,71.077,0.427,26.385,58.0,0.455,4.0,13.077,0.306,15.385,18.692,0.823,8.846,28.538,37.385,16.0,7.154,4.077,14.0,21.077,80.154,0.505,0.456,0.184,0.216,21.985,68.092,45.908,48.346,8.046,6.523,13.769,90.823,88.477
2000-01,2000-11-25,RAP,KNI,30.286,71.071,0.426,26.071,57.857,0.451,4.214,13.214,0.319,14.929,18.143,0.823,8.786,28.071,36.857,16.0,7.357,4.071,14.0,21.286,79.714,0.504,0.456,0.186,0.21,22.05,67.479,45.607,48.836,8.379,6.593,13.9,91.064,89.25
2000-01,2000-11-27,VGR,KNI,30.467,71.2,0.428,26.267,58.0,0.453,4.2,13.2,0.318,14.267,17.4,0.82,8.467,28.6,37.067,15.867,7.2,4.067,14.267,21.467,79.4,0.503,0.457,0.185,0.2,21.367,68.087,45.86,48.407,8.2,6.573,14.247,90.673,89.28
2000-01,2000-11-29,HEA,KNI,30.625,71.438,0.429,26.062,58.062,0.449,4.562,13.375,0.341,14.688,17.688,0.83,8.625,29.375,38.0,16.375,7.0,4.25,14.312,21.562,80.5,0.508,0.461,0.187,0.206,21.838,68.856,46.644,49.925,7.975,6.788,14.294,91.931,88.838
2000-01,2000-12-01,BUL,BUL,30.647,72.118,0.425,26.294,58.706,0.448,4.353,13.412,0.325,14.882,18.176,0.819,8.882,29.294,38.176,16.0,7.059,4.353,13.882,22.0,80.529,0.503,0.455,0.186,0.206,22.053,69.653,46.735,48.888,8.053,7.153,13.859,92.088,89.382
2000-01,2000-12-02,TIM,KNI,30.556,71.944,0.425,26.278,58.667,0.448,4.278,13.278,0.322,15.722,19.167,0.82,8.944,29.333,38.278,15.833,6.889,4.278,13.722,22.167,81.111,0.505,0.454,0.185,0.219,22.417,69.661,46.989,48.661,7.878,7.05,13.728,93.117,90.222
2000-01,2000-12-04,CLI,KNI,30.895,71.526,0.432,26.632,58.421,0.456,4.263,13.105,0.325,16.053,19.421,0.827,9.0,29.421,38.421,15.789,6.789,4.211,14.053,22.053,82.105,0.513,0.462,0.183,0.224,23.263,69.879,47.689,48.232,7.774,6.921,14.121,94.474,91.105
2000-01,2000-12-06,MAV,MAV,31.55,71.85,0.439,27.2,58.8,0.463,4.35,13.05,0.333,15.85,19.25,0.823,9.0,29.3,38.3,16.1,6.95,4.1,14.0,22.2,83.3,0.519,0.469,0.182,0.221,23.425,69.94,47.805,48.32,7.955,6.785,14.08,95.815,91.01
2000-01,2000-12-07,SPU,SPU,31.524,72.333,0.436,27.238,59.238,0.46,4.286,13.095,0.327,16.048,19.619,0.818,9.19,28.952,38.143,16.19,6.952,4.095,13.619,22.095,83.381,0.515,0.465,0.181,0.222,23.524,70.1,47.586,48.786,7.971,6.81,13.695,96.081,92.014
2000-01,2000-12-09,NUG,KNI,31.682,72.545,0.437,27.409,59.545,0.46,4.273,13.0,0.329,15.864,19.364,0.819,9.182,28.909,38.091,16.136,6.955,4.273,13.636,22.318,83.5,0.515,0.466,0.179,0.219,23.505,70.45,47.664,48.518,7.986,7.15,13.727,96.35,92.309
2000-01,2000-12-14,RAP,RAP,31.913,72.957,0.437,27.609,60.087,0.459,4.304,12.87,0.334,15.913,19.391,0.821,9.304,29.217,38.522,16.391,6.783,4.13,13.565,22.348,84.043,0.516,0.467,0.176,0.218,23.757,70.457,47.861,48.996,7.791,6.909,13.639,97.03,92.757
2000-01,2000-12-15,JAZ,KNI,31.75,72.958,0.435,27.5,60.25,0.456,4.25,12.708,0.334,15.625,19.083,0.819,9.25,29.167,38.417,16.25,6.875,4.375,13.625,22.083,83.375,0.512,0.464,0.174,0.214,23.542,69.95,47.517,48.887,7.917,7.254,13.742,96.396,92.4
2000-01,2000-12-17,BUC,KNI,31.48,72.6,0.434,27.36,59.92,0.457,4.12,12.68,0.325,15.28,18.8,0.813,9.28,28.84,38.12,16.08,6.88,4.4,14.12,22.12,82.36,0.509,0.462,0.175,0.21,23.624,69.86,47.388,48.852,7.936,7.308,14.284,95.312,92.956
2000-01,2000-12-19,HAW,HAW,31.615,72.846,0.434,27.423,60.231,0.455,4.192,12.615,0.332,15.615,19.269,0.81,9.538,29.269,38.808,15.846,6.731,4.423,14.385,22.423,83.038,0.511,0.463,0.173,0.214,24.146,70.023,47.785,48.073,7.754,7.292,14.446,95.704,93.319
2000-01,2000-12-21,CEL,KNI,31.593,73.111,0.432,27.333,60.333,0.453,4.259,12.778,0.333,15.37,19.148,0.803,9.667,29.222,38.889,16.0,6.63,4.333,14.296,22.481,82.815,0.508,0.461,0.175,0.21,24.256,70.159,47.781,48.681,7.644,7.141,14.359,95.567,93.711
