SEASON,DATE,OPPONENT,HOME_TEAM,FGM,FGA,FG%,2PT_FGM,2PT_FGA,2PT_FG%,3PT_FGM,3PT_FGA,3PT_FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,EFG%,3PAR,FTR,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORTG,DRTG
2000-01,2000-10-31,WAR,WAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01,2000-11-02,BLA,SUN,18.0,45.5,0.396,15.0,35.0,0.429,3.0,10.5,0.286,8.0,10.0,0.8,5.5,16.5,22.0,12.5,6.0,1.5,8.0,14.0,47.0,0.471,0.429,0.231,0.176,10.6,35.1,22.2,34.7,5.9,2.1,6.9,46.35,47.35
2000-01,2000-11-04,NUG,NUG,25.667,57.667,0.445,21.0,44.333,0.474,4.667,13.333,0.35,11.333,14.333,0.791,7.667,19.0,26.667,17.667,8.667,2.667,11.0,17.333,67.333,0.526,0.486,0.231,0.197,17.6,46.933,31.467,45.9,9.0,4.433,9.8,70.1,61.333
2000-01,2000-11-05,ROC,SUN,28.5,62.0,0.46,24.25,48.0,0.505,4.25,14.0,0.304,14.75,18.5,0.797,8.5,21.25,29.75,18.75,8.5,3.75,14.5,20.0,76.0,0.542,0.494,0.226,0.238,21.525,51.875,36.6,49.3,8.775,6.025,12.85,78.525,71.175
2000-01,2000-11-07,SPU,SUN,30.2,65.2,0.463,25.6,50.6,0.506,4.6,14.6,0.315,16.6,20.4,0.814,9.2,21.8,31.0,19.6,8.2,4.0,13.8,21.8,81.6,0.55,0.498,0.224,0.255,24.08,53.5,38.88,51.88,8.66,6.46,12.46,87.08,80.04
2000-01,2000-11-09,HAW,SUN,32.333,68.167,0.474,28.167,53.833,0.523,4.167,14.333,0.291,15.833,19.833,0.798,9.167,23.167,32.333,21.167,9.333,4.333,14.167,22.5,84.667,0.551,0.505,0.21,0.232,24.233,56.783,40.833,54.467,9.817,6.817,12.883,89.95,80.783
2000-01,2000-11-11,HEA,SUN,32.857,71.0,0.463,28.714,56.571,0.508,4.143,14.429,0.287,15.286,20.0,0.764,10.143,24.714,34.857,21.143,10.0,5.143,14.571,22.0,85.143,0.533,0.492,0.203,0.215,25.529,59.229,42.6,55.014,10.529,7.771,13.171,90.414,81.2
2000-01,2000-11-15,MAV,SUN,32.875,72.125,0.456,28.875,57.375,0.503,4.0,14.75,0.271,15.25,20.25,0.753,10.5,25.875,36.375,21.5,10.0,5.625,15.5,22.125,85.0,0.524,0.484,0.205,0.211,26.212,62.725,44.525,57.225,10.512,8.712,13.987,90.075,81.75
2000-01,2000-11-17,KNI,SUN,34.0,73.333,0.464,30.222,59.0,0.512,3.778,14.333,0.264,14.778,20.0,0.739,10.667,26.667,37.333,22.111,10.444,5.778,16.222,22.444,86.556,0.527,0.489,0.195,0.202,26.9,64.7,45.989,57.844,10.944,9.0,14.6,91.4,81.6
2000-01,2000-11-18,ROC,ROC,33.5,72.7,0.461,29.5,57.7,0.511,4.0,15.0,0.267,15.4,21.2,0.726,10.6,27.8,38.4,21.9,9.9,5.6,17.5,23.2,86.4,0.527,0.488,0.206,0.212,26.91,66.87,47.32,58.96,10.36,8.71,15.77,90.92,82.61
2000-01,2000-11-22,NNE,SUN,33.182,72.909,0.455,29.364,58.545,0.502,3.818,14.364,0.266,16.455,22.0,0.748,10.909,27.636,38.545,21.636,9.636,5.636,17.455,23.182,86.636,0.525,0.481,0.197,0.226,27.355,66.855,47.4,59.355,10.118,8.736,15.809,91.6,84.545
2000-01,2000-11-24,WAR,SUN,33.917,73.75,0.46,30.167,59.917,0.503,3.75,13.833,0.271,15.917,21.917,0.726,10.833,27.917,38.75,22.5,9.667,5.5,17.167,22.75,87.5,0.525,0.485,0.188,0.216,27.158,67.908,47.775,60.758,10.15,8.517,15.592,92.467,84.95
2000-01,2000-11-25,CLI,CLI,33.692,75.231,0.448,30.154,61.692,0.489,3.538,13.538,0.261,16.0,22.077,0.725,11.308,28.692,40.0,22.308,9.462,5.538,16.692,22.077,86.923,0.512,0.471,0.18,0.213,27.446,68.531,48.131,61.046,9.954,8.469,15.131,92.008,84.569
2000-01,2000-11-29,VGR,VGR,33.786,76.0,0.445,30.143,62.571,0.482,3.643,13.429,0.271,16.286,22.214,0.733,10.929,28.786,39.714,22.5,10.071,5.5,16.5,22.429,87.5,0.51,0.469,0.177,0.214,26.414,68.1,47.429,61.786,10.507,8.4,14.957,92.093,84.764
2000-01,2000-12-01,KIN,KIN,34.2,77.267,0.443,30.333,63.8,0.475,3.867,13.467,0.287,16.467,22.667,0.726,11.067,29.333,40.4,22.333,10.133,5.733,16.667,23.067,88.733,0.509,0.468,0.174,0.213,26.26,68.7,47.533,61.0,10.46,8.553,14.96,92.24,85.58
2000-01,2000-12-03,BLA,SUN,34.438,78.062,0.441,30.438,64.438,0.472,4.0,13.625,0.294,16.438,22.75,0.723,11.375,29.312,40.688,22.125,10.0,5.688,16.688,22.75,89.312,0.507,0.467,0.175,0.211,26.469,69.056,47.588,60.312,10.312,8.462,14.931,92.638,86.838
2000-01,2000-12-07,BUC,BUC,34.294,78.059,0.439,30.118,64.588,0.466,4.176,13.471,0.31,16.235,22.353,0.726,11.235,29.353,40.588,22.235,10.176,5.412,16.647,22.588,89.0,0.506,0.466,0.173,0.208,26.118,69.406,47.518,61.176,10.547,8.059,14.982,92.629,86.847
2000-01,2000-12-08,NNE,NNE,34.556,78.111,0.442,30.0,64.389,0.466,4.556,13.722,0.332,16.167,22.333,0.724,11.111,29.222,40.333,22.444,10.0,5.5,16.333,22.5,89.833,0.511,0.472,0.176,0.207,26.139,69.039,47.478,61.483,10.417,8.211,14.761,94.217,88.239
2000-01,2000-12-10,RAP,RAP,34.263,77.737,0.441,29.737,64.0,0.465,4.526,13.737,0.33,16.474,22.526,0.731,10.947,29.105,40.053,22.263,9.895,5.421,16.158,22.421,89.526,0.511,0.47,0.177,0.212,25.9,69.463,47.537,61.695,10.368,8.089,14.7,94.516,88.979
2000-01,2000-12-11,BUL,BUL,34.25,77.85,0.44,29.45,63.75,0.462,4.8,14.1,0.34,16.5,22.55,0.732,11.05,29.15,40.2,22.15,9.75,5.4,15.9,22.65,89.8,0.512,0.471,0.181,0.212,26.08,69.325,47.575,61.55,10.25,8.055,14.51,95.235,89.52
2000-01,2000-12-13,SPU,SUN,34.143,77.571,0.44,29.19,63.381,0.461,4.952,14.19,0.349,16.381,22.524,0.727,10.952,29.429,40.381,22.333,9.524,5.238,15.857,22.429,89.619,0.512,0.472,0.183,0.211,25.938,69.729,47.805,62.49,10.033,7.81,14.557,95.381,89.61
2000-01,2000-12-15,CLI,SUN,34.5,77.909,0.443,29.591,63.727,0.464,4.909,14.182,0.346,16.318,22.318,0.731,10.955,29.455,40.409,22.455,9.5,5.136,15.682,22.909,90.227,0.514,0.474,0.182,0.209,26.073,69.732,47.932,62.355,10.032,7.695,14.414,96.236,90.223
