SEASON,DATE,OPPONENT,HOME_TEAM,FGM,FGA,FG%,2PT_FGM,2PT_FGA,2PT_FG%,3PT_FGM,3PT_FGA,3PT_FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,EFG%,3PAR,FTR,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORTG,DRTG
2000-01,2000-10-31,HAW,HAW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01,2000-11-01,WIZ,CHO,17.5,31.0,0.565,15.0,26.5,0.566,2.5,4.5,0.556,15.5,20.0,0.775,3.5,18.5,22.0,8.0,3.5,3.0,8.5,11.5,53.0,0.666,0.605,0.145,0.5,14.0,38.55,30.15,22.85,3.95,4.55,8.8,59.95,46.4
2000-01,2000-11-03,HEA,CHO,20.667,45.333,0.456,19.0,39.333,0.483,1.667,6.0,0.278,18.0,24.0,0.75,6.0,19.667,25.667,12.333,5.333,4.0,11.0,16.0,61.0,0.546,0.474,0.132,0.397,17.867,53.9,36.033,41.167,6.0,6.533,11.0,68.667,66.333
2000-01,2000-11-04,NNE,NNE,23.0,51.5,0.447,21.0,44.25,0.475,2.0,7.25,0.276,18.5,24.25,0.763,7.5,22.0,29.5,13.75,6.5,5.5,13.5,18.75,66.5,0.535,0.466,0.141,0.359,21.3,56.9,39.525,45.875,7.4,8.875,13.4,75.525,72.6
2000-01,2000-11-08,MAG,MAG,25.4,56.4,0.45,23.0,48.8,0.471,2.4,7.6,0.316,19.6,26.6,0.737,8.8,23.6,32.4,16.0,6.0,6.0,13.8,19.0,72.8,0.534,0.472,0.135,0.348,24.22,61.3,43.04,50.98,6.8,9.36,13.52,82.0,77.24
2000-01,2000-11-09,SUP,CHO,26.0,59.167,0.439,23.0,50.333,0.457,3.0,8.833,0.34,21.667,30.0,0.722,9.333,25.0,34.333,16.5,7.333,5.833,14.5,19.333,76.667,0.53,0.465,0.149,0.366,24.633,62.933,44.017,53.4,8.067,9.117,13.95,84.817,79.817
2000-01,2000-11-11,KNI,KNI,27.0,62.0,0.435,23.857,52.143,0.458,3.143,9.857,0.319,22.0,29.714,0.74,10.0,25.0,35.0,17.286,6.857,5.429,14.429,19.429,79.143,0.527,0.461,0.159,0.355,26.371,63.343,45.057,55.3,7.586,8.457,13.857,88.471,85.529
2000-01,2000-11-14,HEA,HEA,26.75,63.75,0.42,23.5,53.625,0.438,3.25,10.125,0.321,20.875,28.625,0.729,10.625,25.875,36.5,17.0,6.75,5.375,14.375,19.75,77.625,0.508,0.445,0.159,0.327,26.987,65.425,46.1,55.888,7.55,8.325,13.888,87.588,87.137
2000-01,2000-11-16,ROC,ROC,27.111,66.0,0.411,23.778,55.667,0.427,3.333,10.333,0.323,21.0,28.778,0.73,10.889,27.0,37.889,16.444,6.778,5.222,14.778,20.333,78.556,0.499,0.436,0.157,0.318,27.067,67.911,47.167,54.122,7.522,8.1,14.078,87.778,87.722
2000-01,2000-11-17,PIS,CHO,28.0,67.6,0.414,24.7,57.4,0.43,3.3,10.2,0.324,19.4,26.9,0.721,11.4,26.9,38.3,16.9,6.6,5.1,14.6,19.5,78.7,0.495,0.439,0.151,0.287,27.84,69.0,47.77,54.54,7.39,7.94,13.98,88.9,89.34
2000-01,2000-11-19,PIS,PIS,28.545,69.091,0.413,25.182,58.636,0.429,3.364,10.455,0.322,19.182,26.636,0.72,11.182,27.091,38.273,17.455,6.818,4.909,14.636,20.273,79.636,0.493,0.438,0.151,0.278,27.127,69.155,47.445,55.727,7.573,7.655,13.955,89.309,90.382
2000-01,2000-11-20,RAP,RAP,29.0,69.917,0.415,25.5,59.333,0.43,3.5,10.583,0.331,20.25,28.25,0.717,11.75,27.25,39.0,17.667,7.333,4.75,14.75,20.833,81.75,0.496,0.44,0.151,0.29,27.992,68.425,47.575,55.983,8.075,7.4,13.95,91.017,91.217
2000-01,2000-11-22,76E,CHO,30.0,70.769,0.424,26.538,59.923,0.443,3.462,10.846,0.319,19.692,27.308,0.721,11.462,27.923,39.385,18.615,7.462,4.846,14.769,20.462,83.154,0.502,0.448,0.153,0.278,27.6,68.385,47.762,57.169,8.2,7.446,14.0,92.331,89.523
2000-01,2000-11-24,BUC,BUC,30.071,71.429,0.421,26.5,60.5,0.438,3.571,10.929,0.327,19.786,27.286,0.725,12.0,28.857,40.857,19.143,7.143,5.429,15.143,20.714,83.5,0.5,0.446,0.153,0.277,28.579,69.029,48.679,59.079,7.857,8.15,14.279,92.85,89.029
2000-01,2000-11-25,CAV,CHO,30.8,71.667,0.43,26.733,59.933,0.446,4.067,11.733,0.347,19.333,26.733,0.723,12.133,29.067,41.2,19.667,6.8,5.533,15.4,20.733,85.0,0.509,0.458,0.164,0.27,29.593,68.453,49.04,59.533,7.493,8.273,14.567,95.013,90.187
2000-01,2000-11-29,RAP,CHO,31.125,72.125,0.432,27.125,60.375,0.449,4.0,11.75,0.34,20.25,27.688,0.731,12.25,28.875,41.125,20.188,6.812,5.562,15.062,20.75,86.5,0.513,0.459,0.163,0.281,30.175,68.688,49.45,60.675,7.525,8.319,14.238,96.856,91.544
2000-01,2000-12-01,76E,76E,31.765,72.118,0.44,27.941,60.706,0.46,3.824,11.412,0.335,20.118,27.412,0.734,12.059,29.471,41.529,20.706,6.588,5.647,14.941,20.471,87.471,0.52,0.467,0.158,0.279,30.288,68.894,49.982,61.165,7.288,8.312,14.206,98.176,91.541
2000-01,2000-12-02,JAZ,CHO,31.5,72.778,0.433,27.667,61.333,0.451,3.833,11.444,0.335,19.889,27.056,0.735,12.444,29.111,41.556,20.278,6.556,5.611,15.056,20.722,86.722,0.512,0.459,0.157,0.273,30.522,68.522,49.744,60.439,7.261,8.267,14.272,97.383,92.439
2000-01,2000-12-05,CAV,CAV,31.579,72.632,0.435,27.789,61.158,0.454,3.789,11.474,0.33,20.158,27.263,0.739,12.316,28.947,41.263,20.421,6.579,5.684,15.211,20.789,87.105,0.515,0.461,0.158,0.278,30.616,68.942,50.042,60.926,7.3,8.437,14.453,97.889,92.905
2000-01,2000-12-06,PAC,CHO,31.2,73.0,0.427,27.45,61.35,0.447,3.75,11.65,0.322,19.9,26.75,0.744,12.35,29.3,41.65,20.15,6.7,5.7,15.15,20.7,86.05,0.508,0.453,0.16,0.273,30.5,69.17,50.12,61.005,7.47,8.465,14.42,96.91,92.47
2000-01,2000-12-08,CLI,CHO,31.381,73.048,0.43,27.619,61.381,0.45,3.762,11.667,0.322,19.762,26.857,0.736,12.381,29.381,41.762,20.381,6.762,5.667,14.952,20.762,86.286,0.508,0.455,0.16,0.271,30.524,69.567,50.29,61.5,7.562,8.519,14.271,97.414,93.014
2000-01,2000-12-09,PAC,PAC,31.591,72.955,0.433,27.909,61.5,0.454,3.682,11.455,0.321,19.682,26.727,0.736,12.091,29.091,41.182,20.955,6.955,5.682,14.773,20.818,86.545,0.511,0.458,0.157,0.27,30.018,69.777,50.132,62.873,7.805,8.6,14.164,97.9,93.432
2000-01,2000-12-13,KIN,CHO,31.739,73.391,0.432,27.957,61.913,0.452,3.783,11.478,0.33,19.696,26.565,0.741,12.217,29.348,41.565,21.043,7.043,5.739,15.13,20.957,86.957,0.511,0.458,0.156,0.268,30.23,70.052,50.396,62.996,7.87,8.639,14.409,97.961,93.826
2000-01,2000-12-15,WIZ,WIZ,32.042,73.792,0.434,28.125,62.083,0.453,3.917,11.708,0.335,19.542,26.208,0.746,12.083,29.708,41.792,21.292,7.25,5.708,15.083,21.0,87.542,0.513,0.461,0.159,0.265,29.933,70.575,50.6,63.254,8.075,8.671,14.363,98.367,93.917
2000-01,2000-12-16,CEL,CHO,32.32,74.08,0.436,28.32,62.44,0.454,4.0,11.64,0.344,19.52,26.2,0.745,11.92,29.76,41.68,21.72,7.36,5.68,15.04,21.28,88.16,0.515,0.463,0.157,0.263,29.6,70.704,50.552,64.008,8.176,8.6,14.316,98.78,93.916
2000-01,2000-12-20,HEA,CHO,32.538,73.923,0.44,28.462,62.308,0.457,4.077,11.615,0.351,19.423,26.115,0.744,11.731,29.923,41.654,22.154,7.346,5.692,15.115,21.269,88.577,0.519,0.468,0.157,0.263,29.331,70.958,50.712,64.885,8.158,8.662,14.435,99.192,94.008
2000-01,2000-12-22,TIM,TIM,32.296,73.778,0.438,28.333,62.222,0.455,3.963,11.556,0.343,19.148,26.0,0.736,11.926,30.259,42.185,22.0,7.519,5.63,15.407,21.519,87.704,0.515,0.465,0.157,0.26,29.744,71.404,51.163,65.044,8.389,8.637,14.726,98.407,93.015
2000-01,2000-12-23,SPU,CHO,32.321,74.036,0.437,28.357,62.5,0.454,3.964,11.536,0.344,18.929,25.679,0.737,11.607,30.5,42.107,22.214,7.464,5.536,15.214,21.286,87.536,0.513,0.463,0.156,0.256,28.921,71.857,50.939,65.75,8.321,8.471,14.564,98.096,92.55
2000-01,2000-12-26,CAV,CHO,32.483,74.276,0.437,28.448,62.793,0.453,4.034,11.483,0.351,18.552,25.207,0.736,11.414,30.69,42.103,22.483,7.483,5.517,15.138,21.379,87.552,0.513,0.464,0.155,0.25,28.428,72.079,50.848,66.279,8.334,8.459,14.514,98.021,92.517
2000-01,2000-12-28,KIN,KIN,32.667,74.6,0.438,28.633,63.2,0.453,4.033,11.4,0.354,19.1,25.633,0.745,11.367,30.7,42.067,22.8,7.667,5.533,15.1,21.7,88.467,0.515,0.465,0.153,0.256,28.237,71.83,50.64,66.877,8.473,8.413,14.437,98.45,92.97
2000-01,2000-12-30,SUP,SUP,32.677,74.839,0.437,28.677,63.323,0.453,4.0,11.516,0.347,19.065,25.452,0.749,11.452,30.871,42.323,22.806,7.677,5.548,15.161,21.645,88.419,0.514,0.463,0.154,0.255,28.306,71.984,50.742,66.968,8.481,8.426,14.481,98.326,93.165
2000-01,2001-01-01,BLA,BLA,32.688,74.812,0.437,28.656,63.062,0.454,4.031,11.75,0.343,19.438,25.844,0.752,11.531,30.875,42.406,22.688,7.625,5.594,15.094,21.5,88.844,0.515,0.464,0.157,0.26,28.572,71.988,50.894,66.675,8.431,8.475,14.419,98.916,93.988
2000-01,2001-01-03,VGR,VGR,32.485,74.97,0.433,28.485,63.273,0.45,4.0,11.697,0.342,19.212,25.485,0.754,11.636,30.727,42.364,22.485,7.606,5.455,15.091,21.606,88.182,0.512,0.46,0.156,0.256,28.597,71.936,50.764,66.518,8.43,8.273,14.43,98.355,94.379
2000-01,2001-01-05,CLI,CLI,32.647,75.441,0.433,28.618,63.676,0.449,4.029,11.765,0.342,18.882,25.176,0.75,11.882,30.618,42.5,22.382,7.647,5.412,15.088,21.794,88.206,0.51,0.459,0.156,0.25,28.909,72.156,50.897,66.032,8.474,8.224,14.397,98.341,94.806
