SEASON,DATE,OPPONENT,HOME_TEAM,FGM,FGA,FG%,2PT_FGM,2PT_FGA,2PT_FG%,3PT_FGM,3PT_FGA,3PT_FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,EFG%,3PAR,FTR,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORTG,DRTG
2004-05,2004-11-04,WIZ,BOB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-05,2004-11-06,MAG,BOB,18.5,39.0,0.474,18.0,35.0,0.514,0.5,4.0,0.125,10.5,16.0,0.656,7.0,14.0,21.0,11.0,3.0,2.5,10.5,13.5,48.0,0.521,0.481,0.103,0.269,18.4,35.9,27.25,29.75,3.15,3.7,9.3,50.3,53.95
2004-05,2004-11-10,BUC,BUC,25.667,55.333,0.464,24.333,51.333,0.474,1.333,4.0,0.333,16.333,25.0,0.653,9.0,21.333,30.333,15.0,4.333,3.667,11.667,18.667,69.0,0.52,0.476,0.072,0.295,23.1,45.367,35.167,39.0,4.4,5.233,10.067,70.1,68.933
2004-05,2004-11-12,CEL,CEL,29.25,64.0,0.457,27.0,58.0,0.466,2.25,6.0,0.375,16.0,24.0,0.667,10.5,23.25,33.75,17.5,5.0,3.5,11.25,20.75,76.75,0.515,0.475,0.094,0.25,25.3,52.625,39.175,44.875,5.225,5.25,9.85,80.125,79.8
2004-05,2004-11-13,WAR,BOB,29.4,66.2,0.444,26.8,58.4,0.459,2.6,7.8,0.333,14.8,22.6,0.655,10.8,24.2,35.0,18.2,6.0,4.2,14.2,21.6,76.2,0.5,0.464,0.118,0.224,25.96,56.1,41.1,49.9,6.28,6.26,12.68,79.7,83.02
2004-05,2004-11-16,JAZ,BOB,30.333,68.833,0.441,27.667,60.667,0.456,2.667,8.167,0.327,14.667,22.333,0.657,11.167,24.0,35.167,18.167,6.0,4.333,14.333,22.5,78.0,0.496,0.46,0.119,0.213,26.15,58.733,41.75,50.15,6.317,6.417,12.917,82.233,87.9
2004-05,2004-11-18,CAV,BOB,31.286,68.286,0.458,28.571,60.0,0.476,2.714,8.286,0.328,16.571,25.0,0.663,10.571,23.429,34.0,18.857,5.857,4.571,15.0,24.143,81.857,0.516,0.478,0.121,0.243,25.357,59.871,41.814,51.871,6.186,6.786,13.729,86.829,92.0
2004-05,2004-11-20,CAV,CAV,31.5,70.0,0.45,29.0,62.0,0.468,2.5,8.0,0.312,17.25,26.125,0.66,11.25,23.375,34.625,19.25,6.375,4.625,14.875,23.625,82.75,0.508,0.468,0.114,0.246,26.438,61.1,42.688,53.725,6.775,6.812,13.588,88.062,94.9
2004-05,2004-11-21,PIS,PIS,31.444,71.667,0.439,28.667,63.444,0.452,2.778,8.222,0.338,17.222,26.556,0.649,12.111,23.556,35.667,18.778,6.667,4.778,15.0,23.667,82.889,0.497,0.458,0.115,0.24,27.556,60.922,43.144,53.133,7.111,7.022,13.633,88.456,96.467
2004-05,2004-11-23,PIS,BOB,32.4,73.3,0.442,29.4,65.0,0.452,3.0,8.3,0.361,18.4,27.7,0.664,12.4,24.1,36.5,19.6,6.5,5.4,15.3,24.6,86.2,0.504,0.462,0.113,0.251,27.99,61.0,43.51,54.41,6.88,7.68,13.74,90.78,98.09
2004-05,2004-11-26,PAC,PAC,32.818,73.727,0.445,30.0,66.0,0.455,2.818,7.727,0.365,18.182,27.273,0.667,12.727,24.455,37.182,20.091,6.636,5.091,15.364,24.364,86.636,0.505,0.464,0.105,0.247,28.991,62.727,44.818,55.609,7.1,7.291,13.891,92.145,98.582
2004-05,2004-11-27,HAW,BOB,32.583,74.0,0.44,29.833,66.417,0.449,2.75,7.583,0.363,17.917,26.667,0.672,12.583,25.083,37.667,20.167,6.75,5.5,15.5,24.417,85.833,0.501,0.459,0.102,0.242,28.983,63.85,45.567,56.808,7.258,8.458,14.108,91.683,98.058
2004-05,2004-11-30,NNE,NNE,33.0,74.077,0.445,30.154,66.231,0.455,2.846,7.846,0.363,18.615,27.231,0.684,12.077,25.308,37.385,20.692,7.231,5.615,15.308,23.769,87.462,0.508,0.465,0.106,0.251,28.038,64.608,45.592,57.908,7.746,8.638,13.992,93.269,97.938
2004-05,2004-12-04,KNI,BOB,33.143,74.786,0.443,30.357,66.786,0.455,2.786,8.0,0.348,18.286,26.643,0.686,12.429,24.5,36.929,20.786,7.286,5.571,15.143,23.929,87.357,0.505,0.462,0.107,0.245,28.736,63.564,45.371,58.264,7.879,8.55,13.871,93.957,99.4
2004-05,2004-12-06,CLI,CLI,33.6,75.933,0.442,30.667,67.667,0.453,2.933,8.267,0.355,18.533,26.733,0.693,12.333,24.6,36.933,21.2,7.467,5.4,14.533,23.733,88.667,0.506,0.462,0.109,0.244,28.527,63.66,45.32,58.88,8.06,8.3,13.307,95.273,99.927
2004-05,2004-12-07,KIN,KIN,33.812,77.312,0.437,30.625,68.75,0.445,3.188,8.562,0.372,18.125,26.125,0.694,12.562,24.5,37.062,21.375,7.875,5.312,14.438,23.812,88.938,0.501,0.458,0.111,0.234,28.594,63.906,45.256,59.256,8.45,8.137,13.162,95.244,99.988
2004-05,2004-12-10,SUN,SUN,34.059,78.588,0.433,30.824,69.412,0.444,3.235,9.176,0.353,17.765,25.647,0.693,12.941,24.588,37.529,21.059,7.824,5.353,14.176,24.0,89.118,0.496,0.454,0.117,0.226,28.806,64.071,45.294,58.247,8.382,8.218,12.894,95.318,100.829
2004-05,2004-12-12,WAR,WAR,34.667,80.278,0.432,31.333,70.444,0.445,3.333,9.833,0.339,17.389,25.0,0.696,13.167,25.0,38.167,21.222,7.889,5.111,13.778,23.778,90.056,0.493,0.453,0.122,0.217,28.989,65.072,45.739,57.972,8.417,7.85,12.494,95.911,101.617
