SEASON,DATE,OPPONENT,HOME_TEAM,FGM,FGA,FG%,2PT_FGM,2PT_FGA,2PT_FG%,3PT_FGM,3PT_FGA,3PT_FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,EFG%,3PAR,FTR,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORTG,DRTG
2000-01,2000-10-31,PIS,RAP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01,2000-11-01,76E,76E,17.5,46.5,0.376,15.0,38.0,0.395,2.5,8.5,0.294,10.0,15.5,0.645,10.0,14.0,24.0,13.5,3.5,3.5,7.5,10.5,47.5,0.445,0.403,0.183,0.215,18.5,35.9,25.8,38.55,3.6,4.3,6.15,48.75,53.4
2000-01,2000-11-03,CEL,CEL,24.667,59.667,0.413,21.333,49.667,0.43,3.333,10.0,0.333,11.667,16.333,0.714,12.0,17.333,29.333,16.667,5.667,4.0,10.333,15.667,64.333,0.481,0.441,0.168,0.196,25.033,43.433,33.267,45.367,6.1,5.133,8.967,68.667,73.967
2000-01,2000-11-04,WIZ,RAP,27.0,64.5,0.419,23.5,53.25,0.441,3.5,11.25,0.311,13.5,17.75,0.761,11.25,20.75,32.0,18.0,6.0,4.5,12.5,18.5,71.0,0.491,0.446,0.174,0.209,24.7,50.2,37.15,50.2,6.45,6.1,11.125,75.8,80.3
2000-01,2000-11-07,CEL,RAP,28.6,67.0,0.427,24.8,55.2,0.449,3.8,11.8,0.322,16.4,21.0,0.781,11.2,23.6,34.8,19.2,5.2,5.8,13.4,20.2,77.4,0.508,0.455,0.176,0.245,25.54,55.72,40.8,53.88,5.58,7.64,12.02,82.1,84.24
2000-01,2000-11-10,CAV,RAP,30.0,68.5,0.438,26.167,56.5,0.463,3.833,12.0,0.319,18.167,22.833,0.796,10.667,26.833,37.5,20.333,5.5,6.667,14.0,20.0,82.0,0.522,0.466,0.175,0.265,25.45,58.783,43.45,56.617,5.85,8.817,12.667,86.5,83.117
2000-01,2000-11-11,BUL,BUL,32.143,70.714,0.455,27.714,58.571,0.473,4.429,12.143,0.365,18.0,22.714,0.792,11.143,28.0,39.143,22.0,6.143,6.571,14.143,19.571,86.714,0.537,0.486,0.172,0.255,27.214,61.257,45.671,58.686,6.557,8.643,12.829,91.914,84.843
2000-01,2000-11-16,BLA,RAP,33.0,71.125,0.464,28.5,59.0,0.483,4.5,12.125,0.371,17.625,22.5,0.783,10.875,28.875,39.75,23.25,5.875,6.375,14.125,19.125,88.125,0.544,0.496,0.17,0.248,26.775,64.012,46.838,61.612,6.312,8.5,13.025,94.5,85.0
2000-01,2000-11-18,BUC,RAP,32.778,73.111,0.448,28.222,60.444,0.467,4.556,12.667,0.36,17.111,22.111,0.774,11.111,29.111,40.222,22.889,5.667,5.889,13.444,19.333,87.222,0.526,0.479,0.173,0.234,26.522,65.511,46.889,61.933,6.122,7.878,12.422,94.189,86.511
2000-01,2000-11-20,CHO,RAP,32.7,73.4,0.446,28.0,60.4,0.464,4.7,13.0,0.362,19.5,24.8,0.786,11.3,29.5,40.8,23.2,5.8,5.9,13.1,19.5,89.6,0.531,0.478,0.177,0.266,27.29,65.98,47.61,63.87,6.28,7.86,12.11,96.96,89.06
2000-01,2000-11-23,PAC,PAC,31.909,74.818,0.426,27.364,61.727,0.443,4.545,13.091,0.347,18.909,24.455,0.773,11.818,29.273,41.091,22.273,5.909,5.909,13.636,19.364,87.273,0.51,0.457,0.175,0.253,27.727,66.991,47.827,62.991,6.391,7.964,12.482,94.4,90.745
2000-01,2000-11-25,KNI,KNI,32.5,75.25,0.432,27.917,61.917,0.451,4.583,13.333,0.344,19.667,25.5,0.771,12.0,29.5,41.5,22.0,6.0,5.75,13.667,19.417,89.25,0.516,0.462,0.177,0.261,28.192,68.25,48.575,61.8,6.483,7.775,12.5,96.483,91.342
2000-01,2000-11-26,BUL,RAP,32.385,75.385,0.43,27.846,62.0,0.449,4.538,13.385,0.339,19.154,25.231,0.759,11.923,29.538,41.462,21.769,6.231,5.385,13.692,18.923,88.462,0.511,0.46,0.178,0.254,27.823,69.785,48.731,61.762,6.769,7.308,12.608,95.962,90.869
2000-01,2000-11-28,MAV,MAV,32.429,75.5,0.43,27.929,62.214,0.449,4.5,13.286,0.339,20.0,26.429,0.757,12.071,29.857,41.929,21.786,6.214,5.643,13.5,19.071,89.357,0.513,0.459,0.176,0.265,28.271,70.079,49.193,62.114,6.764,7.679,12.443,97.164,91.479
2000-01,2000-11-29,CHO,CHO,32.6,75.8,0.43,28.267,62.533,0.452,4.333,13.267,0.327,20.067,26.333,0.762,12.267,30.267,42.533,21.8,6.0,5.467,13.667,19.2,89.6,0.513,0.459,0.175,0.265,28.66,70.627,49.693,62.167,6.533,7.44,12.613,97.493,93.213
2000-01,2000-12-01,CLI,RAP,32.562,76.938,0.423,28.438,63.938,0.445,4.125,13.0,0.317,19.688,25.812,0.763,12.438,29.562,42.0,21.625,6.062,5.188,13.188,19.188,88.938,0.504,0.45,0.169,0.256,28.606,70.456,49.181,61.994,6.631,7.069,12.175,97.119,94.844
2000-01,2000-12-05,JAZ,JAZ,33.176,77.529,0.428,29.059,64.706,0.449,4.118,12.824,0.321,19.353,25.765,0.751,12.235,29.647,41.882,22.176,6.176,5.118,13.0,19.471,89.824,0.505,0.454,0.165,0.25,28.129,70.035,48.818,62.588,6.724,7.006,12.006,97.676,94.994
