SEASON,DATE,OPPONENT,HOME_TEAM,FGM,FGA,FG%,2PT_FGM,2PT_FGA,2PT_FG%,3PT_FGM,3PT_FGA,3PT_FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,EFG%,3PAR,FTR,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORTG,DRTG
2008-09,2008-10-29,BUC,THU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09,2008-11-01,ROC,ROC,16.0,36.5,0.438,15.5,33.5,0.463,0.5,3.0,0.167,11.0,15.5,0.71,6.5,11.0,17.5,8.0,4.5,1.5,10.0,11.5,43.5,0.502,0.445,0.082,0.301,15.5,30.55,22.45,25.0,4.95,2.6,9.4,48.0,54.1
2008-09,2008-11-02,TIM,THU,22.0,52.667,0.418,21.667,49.333,0.439,0.333,3.333,0.1,10.333,14.333,0.721,6.0,18.667,24.667,11.333,6.0,3.667,12.0,15.333,54.667,0.463,0.421,0.063,0.196,14.133,46.133,29.733,34.3,6.4,6.5,11.3,58.433,66.633
2008-09,2008-11-05,CEL,THU,25.75,61.5,0.419,25.25,58.25,0.433,0.5,3.25,0.154,11.0,15.75,0.698,9.25,21.75,31.0,12.25,6.75,4.25,12.25,15.25,63.0,0.46,0.423,0.053,0.179,20.5,53.975,36.5,35.85,7.375,7.175,11.425,69.075,74.375
2008-09,2008-11-07,JAZ,JAZ,26.8,66.0,0.406,25.2,60.8,0.414,1.6,5.2,0.308,11.8,16.4,0.72,10.0,24.0,34.0,12.8,6.4,4.4,12.8,16.8,67.0,0.458,0.418,0.079,0.179,21.6,57.84,38.88,38.36,6.98,7.26,11.94,73.24,80.3
2008-09,2008-11-09,HAW,THU,28.167,68.5,0.411,26.0,62.833,0.414,2.167,5.667,0.382,13.5,18.667,0.723,10.0,24.333,34.333,13.167,7.0,4.5,13.0,18.833,72.0,0.469,0.427,0.083,0.197,21.783,59.917,39.8,39.117,7.567,7.467,12.1,78.067,85.183
2008-09,2008-11-10,PAC,PAC,29.0,71.143,0.408,26.857,65.143,0.412,2.143,6.0,0.357,13.714,18.857,0.727,10.571,25.714,36.286,13.571,6.714,4.143,13.571,19.429,73.857,0.465,0.423,0.084,0.193,23.014,61.914,41.571,40.257,7.257,6.871,12.529,80.029,86.743
2008-09,2008-11-12,MAG,THU,29.875,73.875,0.404,27.375,67.25,0.407,2.5,6.625,0.377,14.75,19.75,0.747,11.625,26.5,38.125,14.25,6.5,4.25,14.125,20.0,77.0,0.466,0.421,0.09,0.2,24.7,64.175,43.3,41.825,6.988,6.887,12.8,82.575,89.462
2008-09,2008-11-14,KNI,KNI,30.333,75.778,0.4,27.778,68.667,0.405,2.556,7.111,0.359,15.444,20.556,0.751,11.444,28.0,39.444,14.222,6.0,4.222,14.0,20.111,78.667,0.464,0.417,0.094,0.204,24.133,66.111,44.044,41.756,6.433,6.767,12.622,83.478,91.467
2008-09,2008-11-15,76E,76E,31.7,77.5,0.409,29.3,70.4,0.416,2.4,7.1,0.338,15.6,20.9,0.746,11.5,29.2,40.7,15.1,5.9,4.2,14.2,20.9,81.4,0.469,0.425,0.092,0.201,24.17,67.34,44.84,42.81,6.26,6.74,12.7,85.06,93.19
2008-09,2008-11-17,ROC,THU,31.909,78.273,0.408,29.545,71.182,0.415,2.364,7.091,0.333,15.545,20.909,0.743,11.545,29.545,41.091,15.545,6.182,4.273,14.636,20.727,81.727,0.467,0.423,0.091,0.199,24.109,66.991,44.736,44.264,6.509,6.682,13.055,85.073,94.736
2008-09,2008-11-19,CLI,THU,32.083,78.75,0.407,29.667,71.583,0.414,2.417,7.167,0.337,15.75,21.417,0.735,11.75,29.167,40.917,15.583,6.5,4.25,14.5,20.5,82.333,0.467,0.423,0.091,0.2,24.533,66.75,44.742,44.5,6.875,6.567,12.958,86.092,95.958
2008-09,2008-11-21,NHO,THU,31.923,78.462,0.407,29.308,71.077,0.412,2.615,7.385,0.354,16.308,21.538,0.757,11.538,29.462,41.0,15.615,6.462,4.308,15.0,20.385,82.769,0.471,0.424,0.094,0.208,24.423,67.015,45.054,45.177,6.831,6.538,13.485,86.554,97.277
2008-09,2008-11-22,NHO,NHO,31.5,77.929,0.404,28.857,70.571,0.409,2.643,7.357,0.359,16.929,22.071,0.767,11.357,30.143,41.5,15.5,6.429,4.071,15.786,20.5,82.571,0.471,0.421,0.094,0.217,24.25,68.864,45.964,45.793,6.771,6.186,14.214,86.121,97.879
2008-09,2008-11-25,SUN,THU,31.933,77.533,0.412,29.133,69.867,0.417,2.8,7.667,0.365,16.867,22.133,0.762,11.067,29.6,40.667,15.867,6.467,3.867,15.533,20.4,83.533,0.479,0.43,0.099,0.218,24.007,69.16,45.92,46.427,6.867,5.893,14.113,87.913,99.82
2008-09,2008-11-26,CAV,CAV,32.188,78.062,0.412,29.25,70.25,0.416,2.938,7.812,0.376,17.125,22.25,0.77,11.312,29.312,40.625,16.625,6.875,3.812,15.438,20.0,84.438,0.481,0.431,0.1,0.219,24.688,69.875,46.431,48.387,7.338,5.887,14.025,89.212,100.444
2008-09,2008-11-28,TIM,THU,32.0,78.294,0.409,29.118,70.412,0.414,2.882,7.882,0.366,17.412,22.765,0.765,11.176,28.706,39.882,16.647,7.118,3.941,15.235,20.118,84.294,0.477,0.427,0.101,0.222,24.359,69.906,45.924,48.988,7.594,6.118,13.853,89.094,101.853
2008-09,2008-11-29,GRI,GRI,32.389,78.278,0.414,29.278,69.944,0.419,3.111,8.333,0.373,17.444,23.0,0.758,10.944,28.556,39.5,17.0,7.056,3.833,14.944,20.444,85.333,0.483,0.434,0.106,0.223,24.056,69.728,45.783,49.544,7.539,5.95,13.639,90.433,102.606
2008-09,2008-12-03,BOB,BOB,32.684,78.0,0.419,29.579,69.526,0.425,3.105,8.474,0.366,18.211,23.789,0.765,10.895,28.105,39.0,17.105,7.105,3.895,14.737,20.368,86.684,0.49,0.439,0.109,0.233,24.211,69.689,45.768,49.568,7.616,6.074,13.495,92.247,103.305
2008-09,2008-12-05,MAG,MAG,32.85,77.4,0.424,29.55,68.8,0.43,3.3,8.6,0.384,18.2,24.0,0.758,10.6,27.85,38.45,17.45,7.05,4.1,14.95,20.65,87.2,0.496,0.446,0.111,0.235,23.86,69.585,45.7,50.425,7.57,6.405,13.795,93.055,103.895
2008-09,2008-12-06,HEA,HEA,33.0,77.667,0.425,29.714,69.048,0.43,3.286,8.619,0.381,18.0,23.857,0.754,10.762,28.048,38.81,17.571,7.143,4.095,15.048,20.619,87.286,0.495,0.446,0.111,0.232,24.171,69.657,45.929,50.671,7.671,6.433,13.881,93.176,103.957
2008-09,2008-12-08,WAR,THU,33.091,77.818,0.425,29.727,69.0,0.431,3.364,8.818,0.381,18.273,24.136,0.757,10.636,28.182,38.818,17.682,7.136,4.091,15.0,20.682,87.818,0.496,0.447,0.113,0.235,23.882,69.695,45.832,50.964,7.65,6.391,13.836,93.568,104.136
2008-09,2008-12-10,GRI,THU,33.435,78.609,0.425,29.87,69.174,0.432,3.565,9.435,0.378,18.0,23.957,0.751,10.913,28.304,39.217,18.043,7.13,4.261,15.304,20.913,88.435,0.496,0.448,0.12,0.229,24.239,69.874,46.035,51.504,7.604,6.626,13.991,93.661,104.178
2008-09,2008-12-13,MAV,MAV,33.583,78.333,0.429,30.0,69.0,0.435,3.583,9.333,0.384,18.25,24.208,0.754,10.75,28.375,39.125,18.375,7.0,4.375,15.333,21.25,89.0,0.5,0.452,0.119,0.233,24.171,69.938,46.229,52.288,7.475,6.783,14.067,94.5,104.858
2008-09,2008-12-14,SPU,SPU,33.84,78.68,0.43,30.28,69.24,0.437,3.56,9.44,0.377,18.16,23.92,0.759,10.96,28.52,39.48,18.28,7.04,4.4,15.32,21.16,89.4,0.501,0.453,0.12,0.231,24.628,70.26,46.612,51.796,7.528,6.84,14.052,95.06,105.18
