SEASON,DATE,OPPONENT,HOME_TEAM,FGM,FGA,FG%,2PT_FGM,2PT_FGA,2PT_FG%,3PT_FGM,3PT_FGA,3PT_FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,EFG%,3PAR,FTR,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORTG,DRTG
2000-01,2000-10-31,LAK,BLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01,2000-11-02,SUN,SUN,17.0,42.5,0.4,15.0,37.0,0.405,2.0,5.5,0.364,7.0,8.0,0.875,6.5,9.5,16.0,9.0,6.5,0.5,5.0,14.0,43.0,0.467,0.424,0.129,0.165,14.75,35.2,22.55,26.45,7.55,0.95,4.9,50.1,55.9
2000-01,2000-11-04,SUP,SUP,21.0,50.333,0.417,18.333,43.0,0.426,2.667,7.333,0.364,11.333,13.667,0.829,7.667,15.0,22.667,14.0,6.0,2.333,12.0,19.0,56.0,0.497,0.444,0.146,0.225,19.633,46.267,31.7,45.233,6.867,3.8,11.667,63.5,76.9
2000-01,2000-11-06,KIN,KIN,26.0,60.25,0.432,23.5,52.5,0.448,2.5,7.75,0.323,11.75,14.5,0.81,11.5,19.0,30.5,17.5,7.25,3.25,14.5,21.25,66.25,0.497,0.452,0.129,0.195,27.225,53.15,39.125,51.0,8.125,5.4,13.35,73.925,82.075
2000-01,2000-11-07,HAW,BLA,27.2,65.6,0.415,24.6,56.8,0.433,2.6,8.8,0.295,11.0,13.8,0.797,11.6,22.4,34.0,18.0,6.6,4.6,14.0,20.8,68.0,0.474,0.434,0.134,0.168,27.0,57.52,41.52,53.3,7.42,7.3,13.0,76.5,83.96
2000-01,2000-11-09,NUG,BLA,29.333,68.5,0.428,25.833,58.0,0.445,3.5,10.5,0.333,10.667,13.333,0.8,11.333,24.167,35.5,19.5,6.5,6.333,14.667,21.5,72.833,0.49,0.454,0.153,0.156,26.667,59.15,42.65,55.667,7.267,9.55,13.667,81.283,85.883
2000-01,2000-11-11,ROC,BLA,30.857,69.857,0.442,27.143,59.286,0.458,3.714,10.571,0.351,12.286,15.143,0.811,11.0,24.571,35.571,21.143,7.0,6.429,14.143,21.714,77.714,0.508,0.468,0.151,0.176,26.529,59.671,43.157,58.786,7.829,9.857,13.286,86.857,88.229
2000-01,2000-11-13,NNE,NNE,32.375,70.0,0.462,28.25,59.625,0.474,4.125,10.375,0.398,13.0,16.75,0.776,10.0,26.0,36.0,22.375,7.0,6.375,14.25,21.375,81.875,0.529,0.492,0.148,0.186,24.838,63.188,45.375,60.45,7.8,9.75,13.538,91.038,89.125
2000-01,2000-11-14,HAW,HAW,32.778,70.222,0.467,28.778,60.0,0.48,4.0,10.222,0.391,13.667,17.444,0.783,10.111,26.778,36.889,22.333,7.667,6.667,15.444,21.222,83.222,0.534,0.495,0.146,0.195,25.478,63.967,46.222,60.522,8.489,10.022,14.622,92.2,89.067
2000-01,2000-11-16,RAP,RAP,33.2,70.5,0.471,29.5,60.7,0.486,3.7,9.8,0.378,14.5,19.0,0.763,10.4,26.2,36.6,21.5,7.9,6.6,15.8,21.2,84.6,0.536,0.497,0.139,0.206,26.54,64.57,46.75,58.25,8.74,10.04,14.94,93.63,91.03
2000-01,2000-11-18,HEA,HEA,33.364,71.0,0.47,29.818,61.455,0.485,3.545,9.545,0.371,14.455,19.091,0.757,10.273,27.455,37.727,21.636,7.455,6.636,15.455,21.182,84.727,0.534,0.495,0.134,0.204,26.173,65.564,47.291,58.927,8.255,10.009,14.709,94.027,91.045
2000-01,2000-11-19,MAG,MAG,33.167,70.75,0.469,29.667,60.833,0.488,3.5,9.917,0.353,14.5,19.083,0.76,10.083,28.083,38.167,21.0,7.333,6.333,15.667,21.167,84.333,0.533,0.494,0.14,0.205,25.792,66.175,47.567,57.783,8.15,9.517,15.075,94.017,91.875
2000-01,2000-11-21,WIZ,WIZ,33.462,72.0,0.465,29.769,61.538,0.484,3.692,10.462,0.353,15.692,20.462,0.767,10.538,28.077,38.615,21.231,7.692,6.692,15.615,21.462,86.308,0.533,0.49,0.145,0.218,26.808,65.769,47.8,58.331,8.485,10.008,14.892,95.569,92.954
2000-01,2000-11-22,BUC,BUC,33.857,72.429,0.467,30.0,62.143,0.483,3.857,10.286,0.375,16.0,21.0,0.762,10.857,28.071,38.929,21.286,7.857,6.786,15.643,21.571,87.571,0.536,0.494,0.142,0.221,27.786,66.2,48.429,58.193,8.686,10.107,14.9,97.1,93.871
2000-01,2000-11-25,NNE,BLA,33.867,72.2,0.469,29.867,61.533,0.485,4.0,10.667,0.375,16.2,20.933,0.774,10.733,28.267,39.0,21.2,7.733,6.6,15.733,21.533,87.933,0.54,0.497,0.148,0.224,27.807,66.707,48.807,58.233,8.58,9.9,15.1,97.947,94.22
2000-01,2000-11-28,SUP,BLA,33.75,71.938,0.469,29.625,60.938,0.486,4.125,11.0,0.375,16.188,21.0,0.771,10.812,28.062,38.875,21.25,7.625,6.312,16.188,21.625,87.812,0.541,0.498,0.153,0.225,28.15,66.762,48.925,58.894,8.475,9.488,15.581,97.994,94.356
