SEASON,DATE,OPPONENT,HOME_TEAM,FGM,FGA,FG%,2PT_FGM,2PT_FGA,2PT_FG%,3PT_FGM,3PT_FGA,3PT_FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,EFG%,3PAR,FTR,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORTG,DRTG
2000-01,2000-10-31,CAV,NNE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01,2000-11-03,BUL,BUL,15.5,42.5,0.365,14.0,37.5,0.373,1.5,5.0,0.3,8.5,13.0,0.654,6.0,17.5,23.5,12.0,4.5,4.0,7.5,15.5,41.0,0.425,0.382,0.118,0.2,11.3,38.05,23.75,38.7,4.6,5.65,6.75,42.0,44.0
2000-01,2000-11-04,CHO,NNE,21.333,54.667,0.39,20.0,50.0,0.4,1.333,4.667,0.286,14.0,21.333,0.656,8.667,22.0,30.667,14.0,7.0,4.333,9.667,19.667,58.0,0.453,0.402,0.085,0.256,17.667,51.2,33.267,43.967,7.4,6.533,8.767,61.1,58.833
2000-01,2000-11-08,WIZ,WIZ,24.0,61.0,0.393,22.75,55.25,0.412,1.25,5.75,0.217,16.0,22.75,0.703,8.5,22.75,31.25,15.75,7.0,4.5,10.25,21.75,65.25,0.459,0.404,0.094,0.262,18.525,54.425,35.675,49.375,7.5,6.775,9.475,69.9,71.25
2000-01,2000-11-09,PIS,NNE,26.8,64.0,0.419,24.8,57.0,0.435,2.0,7.0,0.286,17.0,23.6,0.72,7.4,24.8,32.2,17.4,8.0,4.4,11.6,22.6,72.6,0.488,0.434,0.109,0.266,16.7,59.26,38.26,52.14,8.42,6.74,10.82,76.56,74.4
2000-01,2000-11-11,SUP,NNE,28.667,68.333,0.42,25.667,59.333,0.433,3.0,9.0,0.333,15.833,22.5,0.704,8.0,25.0,33.0,18.833,7.333,4.0,11.833,22.5,76.167,0.487,0.441,0.132,0.232,17.65,61.1,39.05,54.85,7.717,6.1,10.983,80.267,80.917
2000-01,2000-11-13,BLA,NNE,32.286,71.429,0.452,29.143,62.286,0.468,3.143,9.143,0.344,15.571,22.571,0.69,8.714,25.0,33.714,19.714,8.857,3.714,12.714,23.857,83.286,0.512,0.474,0.128,0.218,20.586,63.886,41.829,53.629,9.157,5.8,11.586,86.586,82.2
2000-01,2000-11-15,HEA,NNE,32.0,72.875,0.439,28.875,63.75,0.453,3.125,9.125,0.342,16.0,22.75,0.703,9.375,25.0,34.375,19.75,8.875,4.5,13.0,23.0,83.125,0.501,0.461,0.125,0.22,21.738,64.575,42.475,55.262,9.237,7.062,11.862,86.9,84.688
2000-01,2000-11-18,PAC,NNE,32.222,72.556,0.444,28.667,63.111,0.454,3.556,9.444,0.376,16.222,23.333,0.695,9.444,25.444,34.889,20.111,9.111,4.778,13.444,23.444,84.222,0.508,0.469,0.13,0.224,22.322,63.844,42.733,56.633,9.611,7.511,12.444,89.122,86.9
2000-01,2000-11-20,CLI,CLI,32.4,73.3,0.442,28.8,63.7,0.452,3.6,9.6,0.375,17.1,24.3,0.704,10.1,25.4,35.5,20.4,9.3,5.0,13.3,23.4,85.5,0.509,0.467,0.131,0.233,23.42,63.41,43.02,57.73,9.88,7.93,12.33,91.04,88.48
2000-01,2000-11-22,SUN,SUN,32.545,73.818,0.441,28.636,64.091,0.447,3.909,9.727,0.402,16.545,24.273,0.682,10.273,25.364,35.636,20.091,8.909,5.636,13.091,23.091,85.545,0.506,0.467,0.132,0.224,23.718,62.582,42.809,57.027,9.5,8.727,12.2,91.618,89.191
2000-01,2000-11-24,JAZ,JAZ,32.5,74.0,0.439,28.667,64.25,0.446,3.833,9.75,0.393,16.667,24.0,0.694,10.083,25.75,35.833,20.0,8.5,5.5,13.75,23.167,85.5,0.506,0.465,0.132,0.225,23.45,63.617,43.25,57.225,9.058,8.442,12.833,91.475,90.308
2000-01,2000-11-25,BLA,BLA,32.154,73.769,0.436,28.385,63.923,0.444,3.769,9.846,0.383,17.385,24.615,0.706,10.077,26.0,36.077,19.462,8.615,5.615,14.154,23.231,85.462,0.505,0.461,0.133,0.236,23.669,64.754,43.923,56.392,9.208,8.692,13.254,91.638,91.577
2000-01,2000-11-28,JAZ,NNE,32.071,73.571,0.436,28.429,63.643,0.447,3.643,9.929,0.367,17.571,24.5,0.717,10.214,25.857,36.071,19.071,8.5,5.214,14.643,23.071,85.357,0.506,0.461,0.135,0.239,24.293,64.893,44.307,55.593,9.121,8.071,13.779,91.979,92.086
2000-01,2000-11-29,PIS,PIS,32.2,74.067,0.435,28.533,63.867,0.447,3.667,10.2,0.359,17.733,24.6,0.721,10.267,26.067,36.333,19.6,8.667,5.4,14.533,23.2,85.8,0.505,0.459,0.138,0.239,24.34,65.653,44.607,57.18,9.293,8.227,13.68,92.38,92.907
2000-01,2000-12-01,MAG,MAG,31.688,73.625,0.43,28.062,63.438,0.442,3.625,10.188,0.356,18.188,25.188,0.722,10.125,26.312,36.438,19.438,8.562,5.25,14.75,23.312,85.188,0.503,0.455,0.138,0.247,23.956,65.812,44.519,58.031,9.2,7.988,13.95,91.894,93.85
2000-01,2000-12-02,MAG,NNE,31.412,74.059,0.424,27.824,63.882,0.436,3.588,10.176,0.353,18.471,25.412,0.727,10.176,27.118,37.294,19.0,8.588,5.353,15.059,23.471,84.882,0.498,0.448,0.137,0.249,23.894,67.059,45.094,57.229,9.194,8.129,14.165,91.265,93.288
2000-01,2000-12-05,PAC,PAC,31.111,73.833,0.421,27.667,63.889,0.433,3.444,9.944,0.346,18.611,25.611,0.727,10.222,27.389,37.611,18.944,8.556,5.278,15.222,23.5,84.278,0.495,0.445,0.135,0.252,23.956,66.961,45.156,57.894,9.183,7.961,14.372,90.811,94.033
2000-01,2000-12-06,BUC,NNE,30.632,74.263,0.412,27.263,64.474,0.423,3.368,9.789,0.344,18.579,26.0,0.715,10.579,27.421,38.0,18.579,8.579,5.263,15.263,23.474,83.211,0.485,0.435,0.132,0.25,24.074,67.421,45.1,57.716,9.205,7.937,14.363,89.632,94.032
2000-01,2000-12-08,SUN,NNE,30.6,74.3,0.412,27.15,64.45,0.421,3.45,9.85,0.35,18.75,26.3,0.713,10.6,27.1,37.7,18.95,8.55,5.3,15.2,23.2,83.4,0.486,0.435,0.133,0.252,24.15,67.14,44.925,59.165,9.185,8.055,14.325,89.96,95.355
2000-01,2000-12-10,MAV,NNE,30.81,74.238,0.415,27.524,64.619,0.426,3.286,9.619,0.342,18.619,26.095,0.714,10.476,27.19,37.667,18.81,8.524,5.286,15.095,23.238,83.524,0.487,0.437,0.13,0.251,24.09,67.676,45.233,58.524,9.2,8.09,14.29,90.519,95.543
2000-01,2000-12-12,TIM,NNE,30.5,74.182,0.411,27.227,64.682,0.421,3.273,9.5,0.344,18.773,26.136,0.718,10.364,27.091,37.455,18.591,8.5,5.227,15.136,23.318,83.045,0.485,0.433,0.128,0.253,23.786,68.264,45.127,58.514,9.186,8.064,14.364,90.095,96.205
2000-01,2000-12-16,HAW,HAW,31.043,74.522,0.417,27.783,64.957,0.428,3.261,9.565,0.341,19.13,26.522,0.721,10.478,27.304,37.783,18.87,8.435,5.174,14.957,23.304,84.478,0.49,0.438,0.128,0.257,24.322,68.078,45.439,58.496,9.117,7.939,14.178,91.652,96.457
2000-01,2000-12-17,KIN,NNE,31.208,74.75,0.418,27.958,65.167,0.429,3.25,9.583,0.339,19.0,26.417,0.719,10.417,27.25,37.667,18.708,8.583,5.333,14.667,23.083,84.667,0.49,0.439,0.128,0.254,24.2,68.021,45.346,57.846,9.308,8.15,13.925,92.075,96.392
2000-01,2000-12-20,CEL,CEL,31.08,74.96,0.415,27.88,65.28,0.427,3.2,9.68,0.331,19.08,26.48,0.721,10.52,27.2,37.72,18.6,8.68,5.32,14.6,23.0,84.44,0.487,0.436,0.129,0.255,24.292,68.112,45.344,57.816,9.432,8.164,13.86,91.96,96.828
2000-01,2000-12-21,BUC,BUC,30.885,74.885,0.412,27.731,64.962,0.427,3.154,9.923,0.318,19.577,27.077,0.723,10.385,27.423,37.808,18.615,8.462,5.346,14.577,23.385,84.5,0.487,0.433,0.133,0.261,23.919,68.192,45.219,58.404,9.188,8.223,13.838,91.862,97.062
2000-01,2000-12-23,HEA,NNE,30.667,74.889,0.409,27.519,65.0,0.423,3.148,9.889,0.318,19.778,27.481,0.72,10.519,27.667,38.185,18.593,8.63,5.222,14.815,23.481,84.259,0.484,0.431,0.132,0.264,24.03,68.53,45.396,58.907,9.352,8.044,14.015,91.485,96.57
2000-01,2000-12-26,HAW,NNE,30.643,75.107,0.408,27.464,65.143,0.422,3.179,9.964,0.319,19.643,27.179,0.723,10.786,27.5,38.286,18.464,8.607,5.214,14.857,23.643,84.107,0.483,0.429,0.133,0.262,24.539,69.014,45.729,58.589,9.361,8.146,14.057,91.639,96.8
2000-01,2000-12-28,CEL,NNE,30.517,75.552,0.404,27.241,65.379,0.417,3.276,10.172,0.322,19.517,26.966,0.724,10.931,27.586,38.517,18.517,8.655,5.241,14.69,23.69,83.828,0.479,0.426,0.135,0.258,24.634,68.79,45.659,59.124,9.431,8.162,13.893,91.476,96.655
2000-01,2000-12-31,BUL,BUL,30.9,75.733,0.408,27.567,65.6,0.42,3.333,10.133,0.329,19.6,26.967,0.727,10.9,27.333,38.233,19.0,8.667,5.3,14.633,23.667,84.733,0.484,0.43,0.134,0.259,24.89,68.72,45.777,59.773,9.447,8.33,13.84,92.487,97.53
2000-01,2001-01-02,MAG,MAG,30.871,76.097,0.406,27.613,65.774,0.42,3.258,10.323,0.316,19.484,26.806,0.727,10.871,27.548,38.419,19.0,8.645,5.161,14.452,23.742,84.484,0.481,0.427,0.136,0.256,24.719,69.116,45.826,59.887,9.426,8.113,13.668,92.223,97.423
