SEASON,DATE,OPPONENT,HOME_TEAM,FGM,FGA,FG%,2PT_FGM,2PT_FGA,2PT_FG%,3PT_FGM,3PT_FGA,3PT_FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,EFG%,3PAR,FTR,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORTG,DRTG
2000-01,2000-10-31,NNE,NNE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-01,2000-11-01,KIN,CAV,16.0,39.0,0.41,15.0,35.5,0.423,1.0,3.5,0.286,10.0,16.0,0.625,5.5,20.5,26.0,8.0,2.5,4.0,9.5,13.5,43.0,0.467,0.423,0.09,0.256,11.95,38.7,26.25,25.0,2.6,5.35,8.55,44.7,42.65
2000-01,2000-11-04,CEL,CAV,24.0,54.667,0.439,23.333,51.0,0.458,0.667,3.667,0.182,14.0,20.333,0.689,9.333,25.0,34.333,14.333,4.333,5.667,14.333,19.667,62.667,0.493,0.445,0.067,0.256,21.8,49.4,36.6,39.167,4.333,8.033,12.233,63.033,61.0
2000-01,2000-11-08,KNI,KNI,25.75,57.75,0.446,25.0,52.75,0.474,0.75,5.0,0.15,17.5,24.5,0.714,9.5,26.25,35.75,16.25,5.5,7.25,17.0,22.75,69.75,0.509,0.452,0.087,0.303,23.1,54.9,40.1,47.125,5.575,10.875,14.95,70.8,68.75
2000-01,2000-11-10,RAP,RAP,28.8,60.6,0.475,27.0,55.2,0.489,1.8,5.4,0.333,16.2,23.8,0.681,9.4,24.8,34.2,18.0,6.8,6.4,17.4,22.8,75.6,0.532,0.49,0.089,0.267,24.28,55.44,40.84,49.9,7.22,9.64,15.76,79.4,77.3
2000-01,2000-11-11,WIZ,CAV,30.667,65.333,0.469,29.0,59.167,0.49,1.667,6.167,0.27,14.667,21.667,0.677,9.667,24.5,34.167,18.167,7.333,6.5,16.5,22.0,77.667,0.519,0.482,0.094,0.224,24.217,56.567,40.867,49.5,7.817,9.683,15.017,82.033,85.15
2000-01,2000-11-14,WAR,CAV,30.571,66.429,0.46,28.571,59.714,0.478,2.0,6.714,0.298,15.714,22.857,0.688,9.714,25.429,35.143,18.286,7.857,6.286,17.0,23.143,78.857,0.516,0.475,0.101,0.237,24.414,58.786,42.171,51.471,8.414,9.471,15.557,83.729,84.371
2000-01,2000-11-15,76E,76E,31.5,67.875,0.464,29.625,61.125,0.485,1.875,6.75,0.278,16.125,23.25,0.694,10.125,27.5,37.625,19.125,7.75,6.25,17.5,24.0,81.0,0.519,0.478,0.099,0.238,25.325,60.988,44.062,53.262,8.275,9.375,15.988,85.775,85.038
2000-01,2000-11-17,BUC,BUC,32.444,68.667,0.472,30.556,61.778,0.495,1.889,6.889,0.274,16.111,23.222,0.694,10.667,27.0,37.667,19.444,7.889,5.889,18.0,24.778,82.889,0.525,0.486,0.1,0.235,27.411,61.511,45.289,53.456,8.456,8.811,16.489,88.233,88.689
2000-01,2000-11-21,PIS,CAV,32.2,69.0,0.467,30.2,62.1,0.486,2.0,6.9,0.29,15.8,22.7,0.696,10.4,28.1,38.5,19.5,7.8,5.6,18.3,24.6,82.2,0.52,0.481,0.1,0.229,26.67,63.45,46.05,54.78,8.38,8.41,16.92,87.74,89.58
2000-01,2000-11-22,HEA,HEA,33.727,70.273,0.48,31.091,62.909,0.494,2.636,7.364,0.358,15.273,22.0,0.694,10.636,28.545,39.182,21.182,7.636,6.091,18.364,24.545,85.364,0.534,0.499,0.105,0.217,27.936,63.345,46.782,56.855,8.209,9.036,16.973,91.227,91.036
2000-01,2000-11-24,HEA,CAV,33.75,70.0,0.482,30.833,62.417,0.494,2.917,7.583,0.385,15.0,21.833,0.687,10.333,29.333,39.667,20.917,7.833,6.167,18.25,24.083,85.417,0.536,0.503,0.108,0.214,27.275,64.533,47.35,56.525,8.517,9.225,17.083,92.142,90.083
2000-01,2000-11-25,CHO,CHO,33.538,69.923,0.48,30.692,62.615,0.49,2.846,7.308,0.389,15.462,22.231,0.696,10.462,29.615,40.077,20.923,8.077,6.385,18.154,24.0,85.385,0.536,0.5,0.105,0.221,28.154,65.085,48.2,57.385,8.877,9.692,17.108,92.869,90.515
2000-01,2000-11-28,CEL,CAV,33.643,70.357,0.478,30.643,62.929,0.487,3.0,7.429,0.404,16.0,22.5,0.711,10.429,29.071,39.5,20.786,7.857,6.071,17.786,24.143,86.286,0.538,0.499,0.106,0.227,28.129,64.8,47.929,57.164,8.65,9.214,16.807,94.229,92.943
2000-01,2000-12-01,PIS,PIS,33.533,70.933,0.473,30.667,63.4,0.484,2.867,7.533,0.381,15.4,21.533,0.715,10.6,29.333,39.933,21.0,7.667,6.133,17.933,24.133,85.333,0.531,0.493,0.106,0.217,28.32,65.72,48.387,58.353,8.46,9.467,16.987,93.473,93.42
2000-01,2000-12-02,76E,CAV,33.688,72.062,0.467,30.938,64.5,0.48,2.75,7.562,0.364,15.688,21.562,0.728,11.125,29.312,40.438,20.875,7.562,5.875,18.0,23.875,85.812,0.526,0.487,0.105,0.218,28.881,66.944,48.894,58.006,8.325,9.05,16.931,93.762,94.375
2000-01,2000-12-05,CHO,CAV,33.471,73.118,0.458,30.706,65.471,0.469,2.765,7.647,0.362,15.647,21.412,0.731,11.588,29.059,40.647,20.647,7.353,5.882,17.941,23.824,85.353,0.517,0.477,0.105,0.214,29.212,67.088,48.865,57.929,8.088,9.006,16.8,93.224,95.971
2000-01,2000-12-06,BUL,BUL,33.167,73.389,0.452,30.278,65.556,0.462,2.889,7.833,0.369,15.333,21.056,0.728,11.667,29.278,40.944,20.333,7.278,5.889,17.833,23.444,84.556,0.512,0.472,0.107,0.209,29.061,67.344,48.839,57.689,8.039,9.017,16.75,92.75,95.011
2000-01,2000-12-09,HAW,CAV,33.368,73.526,0.454,30.579,65.789,0.465,2.789,7.737,0.361,15.421,21.105,0.731,11.789,28.947,40.737,20.421,7.421,5.895,17.842,23.526,84.947,0.513,0.473,0.105,0.21,29.7,66.984,48.974,57.784,8.232,9.0,16.784,93.521,95.421
2000-01,2000-12-12,MAV,CAV,33.5,73.55,0.455,30.85,66.0,0.467,2.65,7.55,0.351,15.9,21.55,0.738,11.75,28.95,40.7,20.35,7.45,6.15,17.75,23.3,85.55,0.515,0.473,0.103,0.216,29.785,67.085,49.12,57.535,8.265,9.305,16.72,94.235,95.65
