SEASON,DATE,OPPONENT,HOME_TEAM,FGM,FGA,FG%,2PT_FGM,2PT_FGA,2PT_FG%,3PT_FGM,3PT_FGA,3PT_FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,EFG%,3PAR,FTR,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORTG,DRTG,GAME_TYPE,REST
2005-06,2005-11-01,KIN,NOH,35,73,0.479,31,62,0.5,4,11,0.364,19,22,0.864,6,46,52,21,7,4,21,21,93,0.562,0.507,0.151,0.301,18.8,82.1,59.1,60.0,7.3,6.0,20.3,97.2,70.1,regular_season,2in5+
2005-06,2005-11-02,CAV,CAV,32,78,0.41,28,66,0.424,4,12,0.333,19,25,0.76,10,23,33,17,8,6,12,24,87,0.489,0.436,0.154,0.321,22.7,71.9,43.4,53.1,9.1,12.5,11.9,98.8,123.7,regular_season,2in5+
2005-06,2005-11-05,ROC,ROC,32,81,0.395,29,66,0.439,3,15,0.2,24,32,0.75,13,30,43,23,11,3,8,22,91,0.479,0.414,0.185,0.395,26.5,73.2,47.8,71.9,12.5,5.8,7.8,103.2,95.3,regular_season,2in2
2005-06,2005-11-09,MAG,NOH,34,77,0.442,34,69,0.493,0,8,0.0,15,18,0.833,8,25,33,15,11,3,13,25,83,0.489,0.442,0.104,0.234,19.5,71.4,43.4,44.1,12.7,5.3,13.3,95.6,101.3,regular_season,3in4_2in2
2005-06,2005-11-12,MAV,NOH,39,70,0.557,35,59,0.593,4,11,0.364,21,25,0.84,8,28,36,21,4,2,16,27,103,0.636,0.586,0.157,0.357,29.6,73.7,55.4,53.8,4.6,3.6,16.5,119.1,126.0,regular_season,2in4
2005-06,2005-11-15,HEA,HEA,41,93,0.441,37,78,0.474,4,15,0.267,16,25,0.64,18,36,54,21,7,2,15,23,102,0.49,0.462,0.161,0.269,36.0,81.8,57.4,51.2,7.1,3.4,12.6,104.1,111.2,regular_season,2in4
2005-06,2005-11-16,NUG,NOH,29,79,0.367,29,66,0.439,0,13,0.0,23,34,0.676,14,32,46,17,8,1,21,27,81,0.431,0.367,0.165,0.43,26.9,84.2,51.1,58.6,8.2,1.5,18.3,83.3,93.5,regular_season,2in3
2005-06,2005-11-18,HAW,NOH,33,83,0.398,25,67,0.373,8,16,0.5,21,32,0.656,17,26,43,20,13,4,19,24,95,0.489,0.446,0.193,0.386,36.2,70.3,51.2,60.6,13.7,6.9,16.4,100.2,97.0,regular_season,3in4_1in2
2005-06,2005-11-19,MAG,MAG,35,64,0.547,32,58,0.552,3,6,0.5,25,38,0.658,10,24,34,17,5,3,16,23,98,0.607,0.57,0.094,0.594,29.4,77.4,52.3,48.6,5.7,5.3,16.5,111.3,107.8,regular_season,3in4_2in2
2005-06,2005-11-21,76E,76E,31,78,0.397,29,65,0.446,2,13,0.154,27,36,0.75,14,24,38,24,10,2,13,20,91,0.485,0.41,0.167,0.462,29.8,58.5,43.2,77.4,11.1,3.1,12.2,101.3,114.7,regular_season,3in4_1in2
2005-06,2005-11-23,TIM,NOH,29,80,0.363,27,65,0.415,2,15,0.133,24,29,0.828,14,35,49,14,6,1,11,15,84,0.453,0.375,0.188,0.363,31.8,81.4,56.3,48.3,7.0,1.7,10.6,98.2,93.5,regular_season,3in4_2in2
2005-06,2005-11-26,SUP,SUP,33,71,0.465,28,61,0.459,5,10,0.5,34,41,0.829,12,27,39,19,6,2,19,24,105,0.59,0.5,0.141,0.577,35.3,65.9,52.0,57.6,6.5,3.2,17.6,114.4,107.9,regular_season,4in5
2005-06,2005-11-28,WAR,WAR,31,74,0.419,29,63,0.46,2,11,0.182,19,26,0.731,11,31,42,19,6,2,17,21,83,0.486,0.432,0.149,0.351,27.5,63.3,47.2,61.3,6.8,3.0,16.6,93.6,111.7,regular_season,3in4_2in2
2005-06,2005-11-30,NUG,NUG,36,86,0.419,30,77,0.39,6,9,0.667,24,29,0.828,12,34,46,22,7,7,11,16,102,0.516,0.453,0.105,0.337,25.5,73.9,49.5,61.1,7.5,9.2,10.0,109.5,102.0,regular_season,2in5+
2005-06,2005-12-02,76E,NOH,32,74,0.432,29,60,0.483,3,14,0.214,21,31,0.677,12,32,44,19,6,6,15,18,88,0.502,0.453,0.189,0.419,31.6,71.1,53.0,59.4,7.0,9.7,14.6,103.2,100.8,regular_season,2in3
