SEASON,DATE,OPPONENT,HOME_TEAM,FGM,FGA,FG%,2PT_FGM,2PT_FGA,2PT_FG%,3PT_FGM,3PT_FGA,3PT_FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,EFG%,3PAR,FTR,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORTG,DRTG,GAME_TYPE,REST
2000-01,2000-10-31,HAW,HAW,35,62,0.565,30,53,0.566,5,9,0.556,31,40,0.775,7,37,44,16,7,6,17,23,106,0.666,0.605,0.145,0.645,28.0,77.1,60.3,45.7,7.9,9.1,17.6,119.9,92.8,regular_season,2in5+
2000-01,2000-11-01,WIZ,CHO,27,74,0.365,27,65,0.415,0,9,0.0,23,32,0.719,11,22,33,21,9,6,16,25,77,0.437,0.365,0.122,0.432,25.6,84.6,47.8,77.8,10.1,10.5,15.4,86.1,106.2,regular_season,2in2
2000-01,2000-11-03,HEA,CHO,30,70,0.429,27,59,0.458,3,11,0.273,20,25,0.8,12,29,41,18,10,10,21,27,83,0.512,0.45,0.157,0.357,31.6,65.9,50.0,60.0,11.6,15.9,20.6,96.1,91.4,regular_season,3in4_1in2
2000-01,2000-11-04,NNE,NNE,35,76,0.461,31,67,0.463,4,9,0.444,24,36,0.667,14,30,44,25,4,8,15,20,98,0.534,0.487,0.118,0.474,35.9,78.9,57.1,71.4,4.4,11.3,14.0,107.9,95.8,regular_season,2in4
2000-01,2000-11-08,MAG,MAG,29,73,0.397,23,58,0.397,6,15,0.4,32,47,0.681,12,32,44,19,14,5,18,21,96,0.512,0.438,0.205,0.644,26.7,71.1,48.9,65.5,14.4,7.9,16.1,98.9,92.7,regular_season,2in5+
2000-01,2000-11-09,SUP,CHO,33,79,0.418,29,63,0.46,4,16,0.25,24,28,0.857,14,25,39,22,4,3,14,20,94,0.515,0.443,0.203,0.354,36.8,65.8,51.3,66.7,4.7,4.5,13.3,110.4,119.8,regular_season,3in4_2in2
2000-01,2000-11-11,KNI,KNI,25,76,0.329,21,64,0.328,4,12,0.333,13,21,0.619,15,32,47,15,6,5,14,22,67,0.393,0.355,0.158,0.276,31.3,80.0,53.4,60.0,7.3,7.4,14.1,81.4,98.4,regular_season,4in5
2000-01,2000-11-14,HEA,HEA,30,84,0.357,26,72,0.361,4,12,0.333,22,30,0.733,13,36,49,12,7,4,18,25,86,0.442,0.381,0.143,0.357,27.7,87.8,55.7,40.0,7.3,6.3,15.6,89.3,92.4,regular_season,2in5+
2000-01,2000-11-16,ROC,ROC,36,82,0.439,33,73,0.452,3,9,0.333,5,10,0.5,16,26,42,21,5,4,13,12,80,0.463,0.457,0.11,0.122,34.8,78.8,53.2,58.3,6.2,6.5,13.1,99.0,103.9,regular_season,2in3
2000-01,2000-11-17,PIS,CHO,34,84,0.405,30,71,0.423,4,13,0.308,17,24,0.708,9,29,38,23,9,3,15,28,89,0.471,0.429,0.155,0.286,20.0,70.7,44.2,67.6,9.4,4.8,13.7,93.4,100.8,regular_season,3in4_1in2
2000-01,2000-11-19,PIS,PIS,34,79,0.43,29,67,0.433,5,12,0.417,32,46,0.696,18,29,47,20,13,3,16,27,105,0.529,0.462,0.152,0.582,37.5,60.4,49.0,58.8,13.6,4.6,13.9,109.8,100.4,regular_season,3in4_2in2
2000-01,2000-11-20,RAP,RAP,42,81,0.519,39,67,0.582,3,14,0.214,13,16,0.813,8,36,44,30,9,6,15,16,100,0.568,0.537,0.173,0.198,22.9,67.9,50.0,71.4,9.7,8.0,14.6,108.1,69.2,regular_season,4in5
2000-01,2000-11-22,76E,CHO,31,80,0.388,26,68,0.382,5,12,0.417,21,27,0.778,19,41,60,26,3,13,20,24,88,0.479,0.419,0.15,0.338,41.3,77.4,60.6,83.9,3.4,17.3,17.9,99.6,82.6,regular_season,2in2
2000-01,2000-11-24,BUC,BUC,41,75,0.547,30,52,0.577,11,23,0.478,13,19,0.684,14,32,46,27,2,7,19,21,106,0.636,0.62,0.307,0.253,43.8,60.4,54.1,65.9,2.4,10.0,18.6,125.3,106.4,regular_season,2in5+
2000-01,2000-11-25,CAV,CHO,36,79,0.456,33,67,0.493,3,12,0.25,34,42,0.81,14,26,40,28,7,6,10,21,109,0.559,0.475,0.152,0.532,38.9,72.2,55.6,77.8,8.0,9.0,9.3,124.5,111.9,regular_season,3in4_2in2
2000-01,2000-11-29,RAP,CHO,42,72,0.583,41,66,0.621,1,6,0.167,18,23,0.783,9,39,48,29,3,7,13,16,103,0.627,0.59,0.083,0.319,32.1,72.2,58.5,69.0,3.5,8.2,13.7,119.3,91.5,regular_season,2in2
