SEASON,FGM,FGA,FG%,2PT_FGM,2PT_FGA,2PT_FG%,3PT_FGM,3PT_FGA,3PT_FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,EFG%,3PAR,FTR,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORTG,DRTG
2000-01,35.89,79.195,0.455,29.744,61.976,0.482,6.146,17.22,0.352,19.293,25.439,0.762,11.207,30.78,41.988,19.671,7.159,4.366,14.683,20.207,97.22,0.54,0.495,0.218,0.326,27.217,72.174,50.223,54.701,7.87,6.302,14.004,107.116,104.544
2001-02,34.598,80.841,0.429,28.549,62.793,0.456,6.049,18.049,0.332,17.098,23.085,0.738,12.5,29.402,41.902,18.073,6.549,5.427,14.098,17.915,92.341,0.509,0.467,0.224,0.289,28.809,70.202,49.18,52.496,7.323,7.605,13.467,103.349,108.917
2002-03,34.634,78.793,0.441,29.28,63.341,0.465,5.354,15.451,0.335,19.134,24.927,0.77,12.488,31.268,43.756,18.366,7.244,6.012,15.561,19.537,93.756,0.524,0.475,0.196,0.321,29.621,72.667,51.783,52.856,8.035,8.759,14.77,104.411,102.943
2003-04,33.39,75.549,0.442,27.11,58.402,0.464,6.28,17.146,0.365,16.72,21.634,0.773,10.329,32.28,42.61,19.256,6.829,5.402,16.744,21.488,89.78,0.528,0.484,0.227,0.29,26.254,74.805,51.774,57.398,7.654,8.509,16.389,100.877,98.951
2004-05,34.707,78.28,0.444,27.963,59.732,0.47,6.744,18.549,0.365,18.915,24.22,0.786,10.659,31.72,42.378,21.134,6.866,4.61,13.841,22.037,95.073,0.535,0.487,0.236,0.314,26.106,74.837,51.144,60.762,7.656,7.478,13.509,106.15,101.726
2005-06,33.024,76.244,0.433,27.305,59.0,0.462,5.72,17.244,0.328,18.317,24.146,0.754,10.354,31.28,41.634,19.268,7.171,3.902,14.549,22.72,90.085,0.518,0.471,0.225,0.321,25.413,74.755,50.454,58.239,8.115,6.633,14.38,101.483,103.449
2006-07,35.439,79.61,0.446,26.841,56.524,0.476,8.598,23.085,0.37,17.512,23.244,0.755,10.732,32.598,43.329,20.78,7.11,4.11,14.171,20.854,96.988,0.54,0.5,0.29,0.3,25.513,76.995,51.394,58.422,7.78,6.534,13.572,105.973,100.659
2007-08,36.622,81.683,0.449,29.512,60.866,0.486,7.11,20.817,0.339,16.366,22.537,0.725,12.22,32.427,44.646,21.427,7.293,5.122,13.72,19.622,96.72,0.529,0.493,0.256,0.28,28.872,75.116,52.338,58.582,8.024,7.757,13.05,106.826,101.578
2008-09,36.085,79.585,0.454,28.512,59.39,0.482,7.573,20.195,0.374,18.671,23.207,0.806,10.512,32.463,42.976,20.268,6.683,4.329,14.122,18.939,98.415,0.549,0.502,0.255,0.294,26.37,75.462,51.812,56.388,7.354,6.528,13.58,108.462,103.959
2009-10,37.732,84.427,0.448,29.854,62.012,0.482,7.878,22.415,0.352,19.037,24.659,0.774,11.841,30.134,41.976,21.829,7.11,3.878,14.488,20.878,102.378,0.539,0.495,0.266,0.297,26.789,74.184,49.535,57.717,7.433,5.706,13.187,107.678,108.099
2010-11,38.659,85.061,0.456,30.402,62.585,0.487,8.256,22.476,0.366,20.341,25.402,0.802,11.732,31.085,42.817,23.841,7.085,4.524,13.537,20.012,105.915,0.552,0.505,0.265,0.304,27.241,72.922,50.028,61.889,7.435,6.406,12.4,111.333,108.998
2011-12,37.712,83.985,0.45,30.47,63.833,0.479,7.242,20.152,0.361,15.424,19.712,0.78,11.652,30.515,42.167,21.273,7.515,4.833,14.47,20.409,98.091,0.531,0.493,0.24,0.239,27.347,73.791,50.165,56.382,8.071,7.4,13.512,105.689,105.374
