SEASON,FGM,FGA,FG%,2PT_FGM,2PT_FGA,2PT_FG%,3PT_FGM,3PT_FGA,3PT_FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,EFG%,3PAR,FTR,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORTG,DRTG
2000-01,35.317,78.866,0.449,30.927,65.902,0.471,4.39,12.963,0.335,17.427,25.134,0.693,11.732,31.207,42.939,19.329,5.976,6.256,15.768,21.646,92.451,0.516,0.478,0.165,0.325,28.052,71.499,50.305,54.757,6.554,8.97,14.893,101.693,104.844
2001-02,36.22,81.317,0.447,31.244,67.329,0.466,4.976,13.988,0.349,18.268,24.707,0.739,13.207,30.171,43.378,20.902,6.22,6.585,14.805,19.805,95.683,0.521,0.478,0.172,0.307,31.168,70.127,50.761,57.301,6.885,9.384,13.827,106.026,106.415
2002-03,34.573,79.146,0.438,29.817,64.78,0.462,4.756,14.366,0.331,19.915,26.549,0.748,12.293,30.024,42.317,19.573,7.0,5.622,15.744,21.756,93.817,0.517,0.468,0.182,0.341,28.69,70.361,49.678,56.649,7.682,8.346,14.793,102.688,107.184
2003-04,34.354,80.232,0.429,30.341,67.744,0.449,4.012,12.488,0.317,22.049,28.073,0.788,14.012,29.463,43.476,20.159,7.244,4.585,16.39,22.146,94.768,0.513,0.454,0.155,0.355,32.45,70.407,51.256,58.81,7.891,6.887,15.07,103.487,108.566
2004-05,35.659,77.659,0.461,32.841,69.5,0.474,2.817,8.159,0.341,21.585,27.732,0.779,11.951,29.939,41.89,23.183,7.305,5.146,15.732,22.183,95.72,0.534,0.479,0.106,0.364,29.949,71.407,51.407,64.921,8.09,7.949,14.863,105.651,106.391
2005-06,36.5,78.573,0.466,32.963,68.293,0.485,3.537,10.28,0.34,20.659,26.122,0.788,10.098,32.976,43.073,20.829,6.512,6.134,14.451,22.829,97.195,0.541,0.489,0.131,0.337,24.939,76.251,51.743,56.957,7.027,9.563,13.807,105.291,103.47
2006-07,35.122,77.049,0.457,31.293,66.037,0.475,3.829,11.012,0.351,21.573,27.378,0.783,10.829,30.293,41.122,21.488,7.268,5.756,15.11,22.659,95.646,0.538,0.482,0.143,0.361,26.799,74.828,51.12,61.288,8.007,9.182,14.533,105.078,105.723
2007-08,34.39,78.598,0.438,30.122,65.439,0.461,4.268,13.159,0.318,20.756,26.561,0.78,9.756,30.378,40.134,21.122,6.793,4.854,14.39,21.28,93.805,0.52,0.466,0.167,0.34,22.944,73.461,47.9,61.217,7.3,7.539,13.762,101.066,109.152
2008-09,36.037,81.659,0.441,29.512,63.207,0.468,6.524,18.451,0.349,16.512,22.427,0.734,10.854,28.988,39.841,21.012,6.976,5.878,14.89,20.122,95.11,0.519,0.481,0.226,0.277,24.973,71.318,47.455,58.544,7.461,9.03,13.999,102.178,111.754
2009-10,36.61,80.5,0.458,30.72,62.732,0.493,5.89,17.768,0.329,16.61,22.768,0.724,11.305,30.512,41.817,22.073,6.488,5.683,15.671,19.28,95.72,0.531,0.494,0.221,0.287,26.667,74.137,50.324,60.241,6.987,8.712,14.782,103.338,110.237
2010-11,36.768,80.415,0.458,30.512,61.89,0.494,6.256,18.524,0.337,18.854,26.671,0.705,11.646,30.5,42.146,22.11,7.134,4.902,16.378,21.134,98.646,0.536,0.497,0.231,0.334,28.306,73.522,51.021,59.854,7.574,7.838,15.087,105.328,108.823
2011-12,36.955,81.303,0.456,29.167,59.47,0.492,7.788,21.833,0.352,15.848,23.303,0.674,12.121,29.439,41.561,20.985,8.424,4.773,13.318,21.197,97.545,0.534,0.504,0.27,0.291,29.039,73.195,50.929,56.542,9.355,8.253,12.671,108.547,105.774
2012-13,38.537,80.585,0.478,30.89,59.22,0.522,7.646,21.366,0.354,16.366,23.024,0.717,11.439,30.183,41.622,23.878,9.561,5.622,14.598,20.927,101.085,0.558,0.526,0.266,0.289,28.718,73.804,51.599,61.732,10.43,9.738,13.823,110.704,103.604
2013-14,39.122,82.451,0.475,30.671,58.476,0.525,8.451,23.976,0.351,21.232,29.073,0.732,10.463,32.537,43.0,24.585,8.573,4.841,13.854,21.549,107.927,0.568,0.527,0.291,0.36,24.934,72.818,49.695,62.889,8.839,7.704,12.661,112.152,104.968
2014-15,39.366,83.293,0.474,29.28,56.439,0.521,10.085,26.854,0.372,17.902,25.207,0.711,9.561,33.061,42.622,24.768,7.805,4.988,12.341,21.329,106.72,0.566,0.534,0.323,0.307,22.63,75.812,49.774,62.785,8.217,8.466,11.556,112.452,105.526
2015-16,38.305,82.427,0.466,28.585,55.72,0.515,9.72,26.707,0.365,18.171,26.244,0.707,8.793,33.256,42.049,22.841,8.646,5.61,12.963,21.293,104.5,0.557,0.525,0.325,0.324,19.966,73.939,47.352,59.779,8.961,9.14,12.138,108.33,103.893
2016-17,39.537,83.171,0.476,29.28,55.793,0.526,10.256,27.378,0.374,19.341,25.951,0.749,9.0,34.024,43.024,22.537,7.463,4.232,12.951,19.829,108.671,0.575,0.538,0.33,0.318,21.274,77.002,49.966,56.848,7.717,7.117,12.067,112.716,108.23
2017-18,40.268,85.415,0.473,30.793,58.634,0.529,9.476,26.78,0.351,18.976,25.549,0.739,10.146,33.732,43.878,22.341,7.659,4.549,14.683,19.976,108.988,0.565,0.529,0.316,0.303,23.291,76.091,50.127,55.362,7.722,8.027,13.198,110.334,110.38
2018-19,41.268,87.537,0.472,31.256,61.707,0.508,10.012,25.829,0.388,22.598,28.537,0.789,9.707,35.805,45.512,24.024,6.841,4.695,14.549,23.329,115.146,0.576,0.529,0.295,0.331,21.941,76.139,49.993,58.229,6.656,7.735,12.682,112.46,111.646
2019-20,41.603,89.315,0.467,29.164,55.781,0.524,12.438,33.534,0.369,20.726,26.219,0.792,10.658,36.959,47.616,23.644,7.164,4.671,14.562,22.164,116.37,0.578,0.537,0.376,0.296,23.267,77.955,51.214,56.892,7.012,8.578,12.593,113.958,107.585
2020-21,41.792,86.694,0.483,27.528,52.0,0.532,14.264,34.694,0.413,16.167,19.264,0.839,9.417,34.736,44.153,24.389,7.069,4.097,13.194,19.208,114.014,0.6,0.566,0.401,0.224,22.569,79.294,51.75,58.408,7.261,7.682,12.182,117.621,111.394
