SEASON,FGM,FGA,FG%,2PT_FGM,2PT_FGA,2PT_FG%,3PT_FGM,3PT_FGA,3PT_FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,EFG%,3PAR,FTR,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORTG,DRTG
2000-01,38.195,84.988,0.451,32.354,68.488,0.475,5.841,16.5,0.347,19.512,25.305,0.775,12.037,32.988,45.024,22.585,9.671,5.268,14.89,19.463,101.744,0.531,0.486,0.195,0.301,26.894,70.966,49.611,58.957,10.073,7.183,13.426,106.018,99.954
2001-02,39.841,85.402,0.467,34.646,71.256,0.487,5.195,14.146,0.37,19.732,26.268,0.752,12.354,32.951,45.305,23.878,9.037,4.561,13.756,19.024,104.61,0.54,0.497,0.166,0.311,27.715,71.984,50.228,59.827,9.456,6.29,12.427,109.471,101.405
2002-03,39.537,85.244,0.465,33.549,69.537,0.484,5.988,15.707,0.379,16.671,22.341,0.75,10.976,33.549,44.524,24.805,8.976,5.573,14.537,20.317,101.732,0.536,0.5,0.185,0.266,25.188,70.916,49.196,62.782,9.354,7.63,13.243,106.305,99.371
2003-04,37.841,81.841,0.464,30.512,63.573,0.483,7.329,18.268,0.402,19.829,24.927,0.798,10.829,30.39,41.22,26.244,8.659,3.963,13.866,19.341,102.841,0.556,0.509,0.224,0.31,25.693,69.8,48.428,69.266,9.298,5.751,12.996,110.306,104.883
2004-05,39.061,85.098,0.46,32.695,68.073,0.482,6.366,17.024,0.372,19.232,24.439,0.791,12.476,29.939,42.415,24.451,8.22,3.854,13.085,20.549,103.72,0.542,0.497,0.2,0.29,28.452,69.129,48.824,62.498,8.754,5.667,12.04,110.445,108.202
2005-06,36.024,79.268,0.456,30.0,62.098,0.484,6.024,17.171,0.349,20.78,26.5,0.786,10.39,30.159,40.549,22.256,7.415,3.646,14.622,20.39,98.854,0.544,0.494,0.217,0.339,25.079,72.307,49.067,61.606,7.999,5.573,13.834,106.765,105.127
2006-07,35.866,79.659,0.452,29.402,61.207,0.482,6.463,18.451,0.347,23.061,30.159,0.767,9.72,29.22,38.939,20.305,8.183,3.232,14.561,21.854,101.256,0.546,0.492,0.232,0.384,22.965,72.873,47.351,56.585,8.543,5.109,13.524,106.218,108.016
2007-08,37.11,79.976,0.465,30.89,63.305,0.489,6.22,16.671,0.374,22.098,27.707,0.797,10.11,29.951,40.061,19.11,7.939,4.073,16.061,22.427,102.537,0.557,0.504,0.21,0.35,24.94,71.86,48.824,51.394,8.29,6.523,14.871,107.532,109.957
2008-09,36.463,81.524,0.449,29.317,62.085,0.474,7.146,19.439,0.363,20.512,25.695,0.795,10.244,28.854,39.098,19.744,6.939,4.256,15.439,23.293,100.585,0.543,0.493,0.239,0.318,24.056,70.001,46.876,54.018,7.3,6.51,14.278,105.565,114.848
2009-10,38.341,84.085,0.457,32.463,67.22,0.484,5.878,16.866,0.352,17.439,24.012,0.723,11.915,30.707,42.622,20.476,6.878,4.463,14.951,22.28,100.0,0.53,0.492,0.2,0.29,27.494,73.746,50.239,53.448,7.239,6.659,13.656,105.374,110.105
