SEASON,FGM,FGA,FG%,2PT_FGM,2PT_FGA,2PT_FG%,3PT_FGM,3PT_FGA,3PT_FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,EFG%,3PAR,FTR,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORTG,DRTG
2000-01,36.744,83.817,0.44,30.768,67.402,0.457,5.976,16.415,0.365,18.0,25.22,0.718,13.037,29.878,42.915,21.988,8.22,5.866,15.183,25.256,97.463,0.515,0.475,0.196,0.304,28.856,70.166,48.993,59.628,8.707,8.826,13.79,103.845,102.788
2001-02,37.646,84.061,0.45,30.085,63.817,0.474,7.561,20.244,0.377,17.634,23.378,0.751,11.488,29.756,41.244,22.0,8.085,4.72,13.646,20.732,100.488,0.535,0.495,0.241,0.282,25.976,69.229,47.529,58.235,8.599,6.84,12.651,107.459,105.805
2002-03,35.939,82.476,0.437,29.012,63.085,0.462,6.927,19.39,0.359,19.707,25.354,0.778,11.683,29.171,40.854,20.439,8.488,3.659,14.354,23.024,98.512,0.527,0.479,0.235,0.311,26.694,71.452,48.421,56.859,9.079,5.478,13.301,105.565,105.465
2003-04,35.415,82.537,0.43,30.183,67.317,0.449,5.232,15.22,0.342,17.976,24.39,0.736,12.232,28.659,40.89,19.317,6.671,3.756,13.695,21.268,94.037,0.505,0.461,0.184,0.3,27.668,68.93,47.824,54.488,7.263,5.555,12.843,102.752,110.485
2004-05,37.0,81.451,0.456,33.098,70.28,0.473,3.902,11.171,0.341,21.61,28.476,0.757,12.659,31.024,43.683,19.305,7.72,5.378,16.122,23.622,99.512,0.531,0.48,0.138,0.357,29.749,71.512,50.946,52.156,8.104,7.926,14.58,105.079,107.371
2005-06,35.5,75.207,0.473,31.854,65.5,0.487,3.646,9.707,0.375,20.28,27.768,0.731,10.878,29.293,40.171,18.232,6.488,4.415,15.122,23.268,94.927,0.544,0.498,0.129,0.374,28.216,73.138,51.176,51.46,7.244,7.168,14.757,106.23,107.496
2006-07,35.061,74.268,0.474,30.89,62.537,0.496,4.171,11.732,0.346,20.476,29.183,0.704,11.22,29.488,40.707,18.598,6.89,5.073,16.976,23.22,94.768,0.546,0.502,0.158,0.4,29.116,73.911,52.059,52.759,7.622,8.51,16.284,105.104,104.141
2007-08,37.293,78.61,0.475,27.524,53.317,0.518,9.768,25.293,0.389,20.122,27.902,0.725,9.366,32.646,42.012,20.805,6.341,4.061,14.305,20.585,104.476,0.576,0.537,0.323,0.36,23.178,75.118,50.182,55.783,6.75,6.132,13.549,111.548,105.707
2008-09,35.72,78.244,0.457,25.756,52.061,0.495,9.963,26.183,0.377,19.646,27.476,0.719,9.988,33.268,43.256,19.427,6.951,5.354,13.927,20.293,101.049,0.56,0.521,0.336,0.356,23.743,76.144,50.605,54.354,7.48,7.96,13.36,109.04,102.006
2009-10,36.646,77.976,0.47,26.39,50.646,0.521,10.256,27.329,0.377,19.207,26.537,0.719,9.878,33.366,43.244,19.695,6.244,5.561,14.085,19.866,102.756,0.573,0.536,0.351,0.346,24.528,77.622,51.952,53.843,6.726,8.498,13.548,111.391,103.299
2010-11,36.049,78.183,0.461,26.659,52.537,0.509,9.39,25.646,0.361,17.72,25.622,0.7,10.537,32.671,43.207,19.951,6.683,4.683,14.927,20.0,99.207,0.555,0.521,0.329,0.332,25.867,77.232,52.146,55.065,7.25,7.534,14.29,107.89,102.027
2011-12,34.47,78.212,0.44,24.318,51.167,0.477,10.152,27.045,0.374,15.076,22.848,0.658,11.242,31.212,42.455,20.015,6.833,4.167,14.909,17.697,94.167,0.533,0.506,0.346,0.297,26.13,75.776,50.602,58.009,7.611,6.697,14.485,104.941,104.133
2012-13,37.72,84.195,0.448,31.549,65.451,0.485,6.171,18.744,0.322,12.512,16.573,0.761,10.854,31.854,42.707,22.817,6.439,4.366,14.524,19.402,94.122,0.515,0.485,0.223,0.199,25.31,74.882,50.1,60.302,6.935,6.911,13.713,101.587,109.241
2013-14,36.854,82.732,0.446,29.988,63.268,0.475,6.866,19.463,0.354,15.939,20.902,0.765,9.683,32.366,42.049,21.049,7.683,4.268,14.902,20.463,96.512,0.526,0.488,0.237,0.256,22.235,75.705,48.888,57.093,8.09,6.899,13.966,101.509,107.437
2014-15,37.512,82.829,0.454,30.756,63.341,0.487,6.756,19.488,0.348,13.915,19.085,0.736,10.024,31.793,41.817,20.634,7.89,3.829,14.89,20.902,95.695,0.525,0.495,0.236,0.233,22.717,76.472,49.045,54.863,8.359,6.434,14.0,101.662,107.701
2015-16,39.537,86.829,0.457,31.78,64.659,0.493,7.756,22.171,0.35,15.232,20.11,0.758,10.28,33.037,43.317,23.573,8.207,5.085,14.085,20.744,102.061,0.535,0.502,0.256,0.235,22.732,76.861,49.379,59.48,8.428,8.638,12.849,105.154,106.877
2016-17,38.28,86.988,0.44,29.732,60.902,0.49,8.549,26.085,0.329,15.963,21.378,0.748,9.841,33.341,43.183,22.195,7.073,4.829,13.305,19.317,101.073,0.524,0.489,0.3,0.248,21.388,77.493,48.591,57.824,7.257,8.057,12.118,103.655,110.505
2017-18,38.805,85.878,0.453,28.512,56.549,0.505,10.293,29.329,0.348,15.5,20.463,0.762,8.805,32.829,41.634,23.427,7.585,4.878,14.537,19.256,103.402,0.546,0.513,0.342,0.241,19.883,75.741,47.549,60.157,7.711,8.254,13.276,105.146,110.121
2018-19,40.439,89.11,0.454,29.012,57.0,0.51,11.427,32.11,0.357,15.012,19.207,0.782,10.024,35.39,45.415,25.549,6.622,5.427,13.195,18.61,107.317,0.55,0.518,0.36,0.218,21.834,79.97,50.366,63.14,6.674,9.484,11.909,108.891,108.22
2019-20,39.329,88.603,0.444,28.274,56.356,0.502,11.055,32.247,0.342,17.562,22.685,0.767,10.288,34.219,44.507,23.932,8.205,5.425,12.836,18.301,107.274,0.545,0.507,0.364,0.258,22.36,79.341,49.915,60.852,8.281,10.304,11.512,108.423,109.578
2020-21,38.25,89.208,0.429,27.361,57.431,0.478,10.889,31.778,0.339,16.611,21.431,0.776,10.375,35.069,45.444,21.819,6.889,4.417,12.833,17.181,104.0,0.528,0.491,0.358,0.244,21.59,78.319,48.961,56.983,6.936,8.451,11.504,105.121,114.556
2021-22,38.28,88.293,0.434,26.098,51.439,0.51,12.183,36.854,0.33,15.488,19.683,0.788,9.098,35.183,44.28,23.744,6.768,4.476,14.488,19.659,104.232,0.538,0.503,0.418,0.225,19.72,77.474,48.412,62.022,6.785,8.499,13.007,104.567,112.517
2022-23,40.524,86.268,0.471,29.756,55.159,0.542,10.768,31.11,0.348,19.598,25.0,0.785,10.159,33.085,43.244,23.244,7.354,4.659,15.073,20.146,111.415,0.574,0.534,0.362,0.293,23.639,77.726,50.711,57.359,7.34,9.259,13.456,111.668,114.243
2023-24,40.463,84.927,0.478,29.451,53.61,0.551,11.012,31.317,0.352,18.524,24.415,0.759,10.5,31.805,42.305,24.671,8.159,5.159,14.707,19.732,110.463,0.579,0.543,0.369,0.29,25.252,78.495,51.659,60.946,8.36,9.857,13.345,113.402,111.327
