SEASON,FGM,FGA,FG%,2PT_FGM,2PT_FGA,2PT_FG%,3PT_FGM,3PT_FGA,3PT_FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,EFG%,3PAR,FTR,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORTG,DRTG
2000-01,35.171,76.366,0.462,29.744,63.024,0.474,5.427,13.341,0.407,20.402,28.537,0.712,11.0,33.073,44.073,21.683,6.927,7.024,13.963,18.915,96.171,0.542,0.498,0.175,0.381,26.828,74.059,51.551,61.477,7.727,10.002,13.548,107.026,98.338
2001-02,35.524,77.598,0.459,30.183,62.829,0.482,5.341,14.768,0.36,20.341,27.427,0.744,11.061,31.293,42.354,20.037,7.622,6.537,14.39,19.207,96.732,0.541,0.494,0.192,0.359,26.873,72.224,50.299,56.182,8.418,9.407,13.84,107.007,100.068
2002-03,35.463,76.793,0.462,29.988,61.305,0.491,5.476,15.488,0.35,19.402,26.756,0.722,11.451,31.171,42.622,19.951,7.671,6.451,15.793,20.39,95.805,0.541,0.498,0.201,0.354,28.604,71.699,51.166,56.094,8.479,9.332,15.151,106.004,100.045
2003-04,34.659,78.463,0.442,29.683,64.561,0.46,4.976,13.902,0.358,17.183,25.232,0.681,12.549,32.549,45.098,20.439,8.061,6.549,14.671,20.329,91.476,0.512,0.474,0.178,0.328,29.24,74.933,52.354,58.863,9.015,9.832,14.054,102.272,94.12
2004-05,35.646,78.659,0.455,29.463,61.646,0.48,6.183,17.012,0.363,18.72,25.854,0.727,12.037,30.354,42.39,21.598,7.476,6.622,13.732,20.939,96.195,0.536,0.494,0.217,0.335,28.974,73.587,51.382,60.496,8.338,9.976,13.25,107.618,98.841
2005-06,36.5,77.341,0.472,30.11,60.732,0.496,6.39,16.61,0.378,16.183,23.061,0.7,10.378,31.073,41.451,20.939,6.622,5.695,13.732,20.902,95.573,0.547,0.514,0.216,0.303,25.788,74.345,50.654,57.112,7.45,8.462,13.54,107.368,99.715
2006-07,36.573,77.171,0.476,29.317,58.134,0.507,7.256,19.037,0.376,18.122,24.146,0.758,9.28,31.427,40.707,22.122,7.159,5.085,13.866,19.366,98.524,0.563,0.524,0.248,0.317,24.043,75.677,50.949,60.098,7.943,7.807,13.638,109.398,99.999
2007-08,35.829,78.341,0.458,28.585,58.707,0.489,7.244,19.634,0.369,16.463,21.634,0.757,9.402,31.854,41.256,20.951,6.354,4.11,12.622,18.744,95.366,0.543,0.504,0.251,0.279,23.223,77.317,50.578,58.246,7.12,6.49,12.529,107.144,101.82
2008-09,37.098,79.683,0.466,29.476,59.927,0.493,7.622,19.756,0.39,15.232,20.012,0.763,8.878,32.171,41.049,21.171,5.78,4.012,11.744,18.854,97.049,0.549,0.514,0.249,0.253,21.851,77.951,50.278,57.033,6.466,6.089,11.71,108.526,104.388
2009-10,38.415,81.207,0.474,31.659,62.341,0.508,6.756,18.866,0.365,17.78,24.012,0.741,10.817,31.963,42.78,22.305,6.293,4.646,13.61,20.354,101.366,0.553,0.516,0.233,0.298,26.53,76.523,52.011,57.804,6.8,6.954,12.922,109.911,104.504
2010-11,38.39,80.829,0.477,30.037,59.768,0.504,8.354,21.061,0.396,18.549,24.195,0.761,10.11,31.744,41.854,22.39,7.341,4.537,13.427,18.976,103.683,0.568,0.529,0.261,0.302,24.738,75.055,50.413,58.301,7.896,6.641,12.81,111.715,105.663
2011-12,39.561,82.773,0.48,31.197,61.485,0.509,8.364,21.288,0.396,16.167,21.621,0.738,10.348,32.621,42.97,23.152,7.424,4.439,13.561,17.318,103.652,0.563,0.53,0.257,0.265,25.011,76.183,51.159,58.45,7.938,6.68,12.789,110.886,103.309
2012-13,39.146,81.402,0.483,31.061,59.89,0.52,8.085,21.512,0.377,16.646,21.037,0.789,8.122,33.183,41.305,25.098,8.476,5.439,14.707,17.402,103.024,0.57,0.532,0.264,0.262,20.489,74.901,49.337,64.057,8.915,8.161,13.935,108.405,101.611
2013-14,40.561,83.463,0.487,32.049,62.037,0.518,8.512,21.427,0.397,15.72,20.024,0.781,9.293,33.976,43.268,25.171,7.366,5.122,14.39,18.232,105.354,0.572,0.538,0.256,0.244,22.49,76.377,50.545,61.746,7.718,7.644,13.5,110.554,102.437
2014-15,39.122,83.585,0.47,30.866,61.061,0.507,8.256,22.524,0.362,16.683,21.39,0.782,9.829,33.805,43.634,24.39,8.012,5.415,13.976,19.073,103.183,0.556,0.519,0.269,0.26,23.127,77.533,50.906,62.394,8.438,8.29,13.055,108.567,101.966
2015-16,40.11,82.89,0.485,33.159,64.378,0.516,6.951,18.512,0.38,16.366,20.39,0.808,9.39,34.524,43.915,24.512,8.256,5.915,13.061,17.476,103.537,0.565,0.527,0.224,0.249,22.924,79.34,52.101,61.039,8.778,9.393,12.416,110.421,98.993
2016-17,39.37,83.617,0.472,30.148,60.185,0.502,9.222,23.432,0.396,17.556,22.025,0.797,9.877,33.975,43.852,23.914,7.951,5.963,13.457,18.296,105.519,0.567,0.527,0.281,0.267,23.48,77.737,51.396,60.465,8.364,10.093,12.601,111.275,103.617
2017-18,39.049,85.354,0.458,30.561,61.244,0.499,8.488,24.11,0.352,16.146,20.915,0.778,10.354,33.866,44.22,22.78,7.659,5.61,13.146,17.171,102.732,0.544,0.508,0.284,0.248,23.559,78.699,50.98,58.478,8.021,9.761,12.193,107.941,104.826
2018-19,42.293,88.39,0.48,32.39,63.134,0.514,9.902,25.256,0.397,17.171,20.976,0.82,9.232,35.488,44.72,24.549,6.11,4.707,12.098,18.134,111.659,0.573,0.536,0.286,0.24,20.704,79.496,50.456,57.933,6.157,8.416,11.037,112.855,111.12
2019-20,42.183,89.437,0.473,31.479,60.972,0.517,10.704,28.465,0.375,18.986,23.437,0.807,9.014,35.634,44.648,24.662,7.296,5.493,12.606,19.394,114.056,0.573,0.533,0.319,0.264,19.824,79.11,49.566,58.521,7.173,10.024,11.189,112.515,113.706
2020-21,41.753,90.616,0.461,31.836,62.288,0.512,9.918,28.329,0.347,17.452,22.027,0.794,9.37,34.644,44.014,24.37,6.986,5.11,11.356,18.014,110.877,0.553,0.516,0.314,0.245,20.025,77.489,48.155,58.515,6.971,8.99,10.201,110.8,112.563
2021-22,43.169,92.675,0.466,31.867,60.627,0.526,11.301,32.048,0.351,15.398,20.422,0.754,10.952,34.229,45.181,27.807,7.59,4.892,12.639,18.108,113.036,0.556,0.527,0.347,0.223,23.446,75.302,49.077,64.286,7.527,8.58,11.035,112.313,112.412
2022-23,43.085,92.598,0.467,31.976,60.402,0.53,11.11,32.195,0.346,15.756,21.207,0.74,11.768,31.939,43.707,27.22,6.976,3.927,15.28,19.878,113.037,0.556,0.528,0.348,0.232,25.599,75.557,49.377,63.41,6.778,6.707,13.074,110.439,120.228
2023-24,41.927,90.683,0.463,29.293,54.305,0.541,12.634,36.378,0.349,15.61,19.963,0.778,10.354,33.878,44.232,29.866,7.122,6.341,15.146,17.244,112.098,0.564,0.533,0.402,0.221,22.939,76.665,49.393,71.085,6.98,10.909,13.2,110.167,116.452
