SEASON,FGM,FGA,FG%,2PT_FGM,2PT_FGA,2PT_FG%,3PT_FGM,3PT_FGA,3PT_FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,EFG%,3PAR,FTR,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORTG,DRTG
2000-01,35.073,81.317,0.431,31.012,69.939,0.444,4.061,11.378,0.359,16.756,22.085,0.766,12.537,30.366,42.902,19.012,7.732,4.72,16.683,22.72,90.963,0.5,0.456,0.14,0.275,28.949,71.048,49.712,54.171,8.393,6.898,15.52,99.023,104.652
2001-02,35.378,80.61,0.44,30.22,66.049,0.459,5.159,14.561,0.352,18.122,23.683,0.762,11.646,29.817,41.463,20.183,8.122,4.268,15.549,20.732,94.037,0.518,0.472,0.181,0.298,27.266,70.97,49.122,57.221,8.805,6.635,14.628,102.232,106.882
2002-03,34.866,78.463,0.445,29.963,64.549,0.464,4.902,13.915,0.355,19.439,24.524,0.789,11.427,31.195,42.622,20.476,7.451,5.768,16.671,21.744,94.073,0.528,0.476,0.177,0.317,27.866,70.612,50.051,58.533,8.09,8.276,15.723,102.668,106.511
2003-04,34.5,79.622,0.434,29.39,64.39,0.458,5.11,15.232,0.32,18.707,24.098,0.772,12.146,30.573,42.72,20.098,7.646,4.976,16.463,22.268,92.817,0.514,0.466,0.191,0.306,28.52,70.785,49.82,58.062,8.287,7.561,15.455,100.995,106.07
2004-05,35.878,81.366,0.441,32.171,69.5,0.463,3.707,11.866,0.308,17.28,24.317,0.707,13.415,28.476,41.89,19.683,7.671,4.195,16.085,24.5,92.744,0.504,0.464,0.147,0.301,30.335,72.213,50.274,54.95,8.283,6.61,14.848,100.54,111.217
2005-06,35.927,79.22,0.455,30.756,65.146,0.474,5.171,14.073,0.355,20.195,26.915,0.747,13.037,27.22,40.256,19.817,7.159,4.805,15.659,25.049,97.22,0.535,0.487,0.178,0.346,31.263,69.698,49.933,54.994,7.827,7.513,14.682,106.437,111.656
2006-07,34.524,77.707,0.445,30.366,65.049,0.467,4.159,12.659,0.323,20.451,26.866,0.765,11.902,28.195,40.098,19.183,7.427,5.439,15.927,24.024,93.659,0.524,0.471,0.162,0.351,29.116,71.285,49.856,55.278,8.156,8.783,15.104,103.06,108.418
2007-08,36.28,79.902,0.455,31.598,66.756,0.475,4.683,13.146,0.343,20.976,27.159,0.771,12.293,29.927,42.22,22.0,7.317,5.463,14.915,20.402,98.22,0.535,0.484,0.165,0.344,29.613,72.087,50.821,60.291,7.962,8.435,13.952,106.9,108.81
2008-09,36.049,78.671,0.459,28.768,58.756,0.491,7.28,19.915,0.366,18.744,25.427,0.738,10.61,29.415,40.024,20.207,7.354,4.585,12.78,19.634,98.122,0.547,0.505,0.254,0.329,25.773,71.913,48.904,55.756,8.146,7.355,12.466,109.423,107.604
2009-10,38.793,82.939,0.469,32.402,65.195,0.498,6.39,17.744,0.359,17.707,23.341,0.753,11.817,29.89,41.707,21.817,7.22,5.037,11.951,19.902,101.683,0.546,0.508,0.214,0.283,28.007,72.798,50.167,55.954,7.883,7.828,11.384,111.805,106.85
2010-11,36.232,78.402,0.463,30.11,61.0,0.496,6.122,17.402,0.359,16.415,21.073,0.773,9.293,30.0,39.293,21.976,6.061,4.159,13.634,18.951,95.0,0.543,0.502,0.221,0.273,23.543,74.517,49.166,60.483,6.777,6.566,13.457,106.133,107.077
2011-12,36.803,81.03,0.455,29.348,60.879,0.484,7.455,20.152,0.372,15.53,20.985,0.749,9.879,31.303,41.182,22.439,8.121,4.591,13.955,17.848,96.591,0.535,0.501,0.249,0.26,23.691,74.489,49.336,60.894,8.832,7.226,13.388,104.929,101.271
2012-13,37.61,81.024,0.466,29.0,57.841,0.504,8.61,23.183,0.373,14.122,19.744,0.709,9.244,31.622,40.866,24.476,8.098,4.5,14.866,17.963,97.951,0.547,0.519,0.287,0.246,22.055,74.085,48.451,64.915,8.629,7.09,14.278,104.788,104.418
2013-14,37.329,81.561,0.459,27.963,55.756,0.503,9.366,25.805,0.36,16.976,21.732,0.783,8.695,31.28,39.976,24.89,8.293,3.976,15.256,19.232,101.0,0.555,0.516,0.317,0.27,20.776,74.602,47.882,66.723,8.655,6.471,14.367,105.91,106.468
2014-15,38.061,81.695,0.467,28.085,55.451,0.508,9.976,26.244,0.38,16.451,21.159,0.777,8.72,31.841,40.561,25.744,9.073,4.634,14.232,17.768,102.549,0.565,0.529,0.321,0.262,21.235,73.523,48.213,67.595,9.623,8.168,13.504,109.148,103.184
2015-16,38.634,84.427,0.459,28.695,56.061,0.514,9.939,28.366,0.352,15.634,19.976,0.778,8.28,33.805,42.085,25.61,9.11,5.927,14.951,19.146,102.841,0.553,0.518,0.336,0.24,18.728,74.848,47.498,66.017,9.288,9.62,13.823,105.144,101.427
2016-17,38.085,84.366,0.452,29.195,58.305,0.503,8.89,26.061,0.341,18.098,24.866,0.726,10.268,34.061,44.329,23.634,8.195,4.841,15.78,18.183,103.159,0.542,0.505,0.311,0.298,23.502,76.332,50.332,61.922,8.329,8.587,14.228,104.91,105.878
2017-18,38.171,85.549,0.448,26.988,54.524,0.499,11.183,31.024,0.363,15.829,20.171,0.787,9.061,32.841,41.902,23.732,7.78,4.244,15.549,19.585,103.354,0.549,0.514,0.364,0.238,20.871,76.362,48.623,62.274,7.905,7.627,14.157,105.213,110.644
2018-19,41.366,91.756,0.452,28.354,54.756,0.518,13.012,37.0,0.351,17.598,23.39,0.752,11.646,34.451,46.098,25.829,8.232,5.11,17.037,23.561,113.341,0.556,0.523,0.403,0.258,24.796,76.594,50.045,62.426,7.841,9.128,14.31,108.25,113.923
2019-20,40.642,90.552,0.45,28.627,54.493,0.527,12.015,36.06,0.332,18.463,23.373,0.788,9.866,33.388,43.254,23.955,7.806,5.09,16.209,23.104,111.761,0.555,0.517,0.398,0.26,21.467,74.924,47.884,59.154,7.491,8.797,13.87,107.261,114.834
2020-21,40.792,87.236,0.469,28.361,53.875,0.529,12.431,33.361,0.37,19.681,24.236,0.813,10.556,35.069,45.625,24.125,6.986,4.75,13.236,19.333,113.694,0.583,0.541,0.384,0.28,24.076,78.05,51.676,59.296,7.132,8.647,11.942,115.683,113.315
2021-22,41.536,88.274,0.472,28.667,53.94,0.535,12.869,34.333,0.372,18.131,22.333,0.812,10.06,34.012,44.071,24.56,7.107,4.25,11.845,18.786,114.071,0.583,0.545,0.39,0.256,22.861,77.292,50.237,59.051,7.257,8.02,10.789,116.699,114.744
2022-23,44.614,92.41,0.484,33.867,61.735,0.55,10.747,30.675,0.352,18.422,22.614,0.817,11.349,33.253,44.602,25.0,7.048,4.928,12.916,18.819,118.398,0.58,0.543,0.333,0.248,25.029,76.537,50.458,56.249,6.935,8.611,11.211,116.736,116.313
2023-24,43.012,92.47,0.466,29.325,54.771,0.536,13.687,37.699,0.363,18.59,23.301,0.795,12.434,32.108,44.542,26.627,7.458,4.47,13.482,18.53,118.301,0.577,0.541,0.408,0.254,26.767,75.34,50.094,62.06,7.383,8.29,11.642,117.257,119.5
