SEASON,FGM,FGA,FG%,2PT_FGM,2PT_FGA,2PT_FG%,3PT_FGM,3PT_FGA,3PT_FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,EFG%,3PAR,FTR,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORTG,DRTG
2000-01,37.951,82.902,0.458,31.098,64.841,0.48,6.854,18.061,0.383,17.976,22.854,0.78,11.89,30.488,42.378,22.488,8.195,4.707,13.695,23.512,100.732,0.543,0.5,0.219,0.278,27.929,71.335,49.772,59.202,8.887,7.237,12.849,109.218,105.055
2001-02,37.085,80.207,0.463,29.854,60.902,0.491,7.232,19.305,0.376,16.11,21.549,0.746,10.256,31.183,41.439,22.524,7.28,4.732,14.11,21.768,97.512,0.544,0.508,0.241,0.272,25.367,70.932,49.254,60.701,7.991,7.052,13.58,107.423,107.643
2002-03,37.134,81.341,0.457,30.0,62.732,0.48,7.134,18.61,0.381,18.085,23.305,0.776,10.683,28.866,39.549,22.232,7.585,4.195,12.732,22.195,99.488,0.544,0.501,0.23,0.289,25.32,70.111,47.676,59.729,8.307,6.35,12.266,109.276,109.001
2003-04,36.22,81.098,0.449,31.329,67.134,0.469,4.89,13.963,0.35,20.707,26.732,0.774,11.707,30.512,42.22,22.829,6.756,4.671,13.537,20.341,98.037,0.53,0.479,0.172,0.335,27.321,72.091,49.715,62.995,7.317,7.041,12.726,106.604,105.434
2004-05,36.146,80.244,0.452,32.183,68.963,0.468,3.963,11.28,0.348,20.976,27.183,0.768,12.012,29.329,41.341,20.976,6.451,3.524,13.805,21.915,97.232,0.528,0.476,0.141,0.343,28.667,72.151,50.213,57.923,7.041,5.402,13.039,106.555,109.968
2005-06,36.293,80.073,0.454,30.11,63.793,0.475,6.183,16.28,0.382,19.037,25.793,0.732,11.329,29.854,41.183,21.573,7.28,3.293,14.598,23.195,97.805,0.536,0.493,0.204,0.326,27.133,74.826,50.528,59.25,7.906,5.395,13.767,106.271,107.416
2006-07,38.061,81.878,0.465,31.671,63.927,0.496,6.39,17.951,0.35,17.146,23.402,0.74,11.476,27.707,39.183,21.598,7.159,2.732,15.122,22.207,99.659,0.541,0.504,0.219,0.291,27.439,68.537,47.759,56.763,7.626,4.365,14.118,106.982,111.649
2007-08,36.902,82.256,0.45,31.39,66.244,0.476,5.512,16.012,0.346,17.707,24.146,0.733,12.866,28.817,41.683,21.463,6.634,4.402,14.756,21.317,97.024,0.523,0.483,0.195,0.297,29.609,73.238,50.561,57.993,7.173,7.178,13.699,105.166,112.8
2008-09,36.695,82.378,0.446,30.463,65.207,0.468,6.232,17.171,0.354,19.671,25.207,0.782,11.866,28.866,40.732,21.976,7.427,3.756,14.073,24.22,99.293,0.532,0.484,0.209,0.309,27.622,74.051,49.84,59.685,7.948,6.48,13.095,106.727,107.882
2009-10,37.195,85.341,0.437,29.329,63.232,0.465,7.866,22.11,0.357,15.415,20.427,0.748,11.768,31.22,42.988,21.22,7.073,4.695,13.232,22.232,97.671,0.519,0.483,0.26,0.243,26.101,76.941,50.151,56.983,7.59,7.53,12.287,105.066,103.15
2010-11,34.317,79.805,0.431,28.427,62.561,0.455,5.89,17.244,0.342,17.354,22.939,0.758,10.512,30.244,40.756,18.841,7.524,4.866,13.451,20.512,91.878,0.512,0.468,0.217,0.291,24.473,75.024,49.122,54.752,8.316,7.894,12.999,101.599,102.622
2011-12,37.909,85.636,0.443,31.303,66.47,0.471,6.606,19.167,0.339,16.591,21.439,0.779,12.424,30.045,42.47,23.485,8.303,5.076,14.076,19.288,99.015,0.522,0.482,0.225,0.254,27.589,71.073,48.72,61.43,8.847,7.956,12.906,105.585,105.241
2012-13,38.146,87.768,0.436,30.817,67.402,0.458,7.329,20.366,0.356,15.256,20.732,0.735,13.024,30.939,43.963,22.878,8.354,6.707,14.098,18.951,98.878,0.511,0.478,0.232,0.24,27.44,71.583,48.859,59.804,8.749,10.009,12.741,103.635,105.355
2013-14,36.0,82.159,0.44,29.317,63.22,0.465,6.683,18.939,0.357,16.793,22.476,0.745,11.841,29.256,41.098,21.463,6.598,4.915,15.098,20.89,95.476,0.519,0.481,0.23,0.276,27.006,71.744,48.621,59.479,7.102,8.133,14.105,102.916,111.828
2014-15,37.598,81.976,0.461,30.951,63.683,0.488,6.646,18.293,0.364,16.0,21.146,0.753,10.683,31.39,42.073,23.561,9.622,4.915,16.744,22.122,97.841,0.538,0.502,0.224,0.262,24.916,73.62,49.501,62.643,10.087,8.435,15.52,102.73,102.337
2015-16,38.354,82.195,0.467,32.988,66.622,0.496,5.366,15.573,0.345,16.976,22.72,0.747,10.463,31.207,41.671,23.11,8.195,5.793,15.207,20.671,99.049,0.538,0.5,0.19,0.279,24.605,73.388,49.138,60.251,8.605,10.218,14.167,104.338,108.916
2016-17,38.805,81.89,0.475,30.024,58.159,0.518,8.78,23.732,0.372,17.232,22.427,0.768,8.817,31.573,40.39,24.195,8.122,5.317,13.963,20.244,103.622,0.566,0.529,0.291,0.278,21.373,75.673,48.799,62.198,8.511,9.833,13.188,109.137,109.379
2017-18,39.72,83.012,0.479,30.963,58.329,0.531,8.756,24.683,0.356,18.28,23.354,0.784,8.39,31.451,39.841,23.232,8.805,5.402,13.841,21.366,106.476,0.571,0.532,0.298,0.286,20.294,76.387,48.382,58.227,9.059,9.593,12.91,109.782,110.095
2018-19,43.354,91.11,0.477,29.878,52.89,0.567,13.476,38.22,0.353,17.939,23.22,0.772,9.293,40.439,49.732,26.049,7.5,5.927,13.866,19.61,118.122,0.584,0.551,0.42,0.256,20.46,80.522,52.352,60.01,7.207,10.395,12.059,113.691,105.252
2019-20,43.288,90.932,0.477,29.493,52.027,0.569,13.795,38.904,0.355,18.301,24.658,0.737,9.466,42.233,51.699,25.877,7.205,5.877,15.096,19.603,118.671,0.584,0.553,0.429,0.275,20.521,81.742,52.99,59.837,6.837,10.895,12.903,112.445,102.863
2020-21,44.736,91.806,0.488,30.319,54.736,0.555,14.417,37.069,0.386,16.236,21.375,0.761,10.292,37.833,48.125,25.472,8.125,4.639,13.819,17.278,120.125,0.594,0.567,0.405,0.235,23.046,79.824,52.554,56.943,7.91,8.647,12.007,117.153,111.524
2021-22,41.817,89.402,0.468,27.756,50.976,0.544,14.061,38.427,0.366,17.793,22.939,0.774,10.244,36.463,46.707,23.902,7.598,3.976,13.415,18.22,115.488,0.581,0.547,0.43,0.259,22.856,78.75,51.452,57.232,7.56,8.071,11.894,115.11,111.821
