SEASON,FGM,FGA,FG%,2PT_FGM,2PT_FGA,2PT_FG%,3PT_FGM,3PT_FGA,3PT_FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,EFG%,3PAR,FTR,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORTG,DRTG
2013-14,37.817,82.451,0.46,31.89,66.561,0.482,5.927,15.89,0.372,18.159,23.61,0.772,11.378,30.317,41.695,21.28,7.89,6.378,13.768,22.646,99.72,0.538,0.496,0.193,0.291,26.52,74.198,49.97,56.318,8.465,11.022,12.909,107.248,110.15
2014-15,37.902,82.866,0.459,30.756,63.561,0.485,7.146,19.305,0.372,16.402,21.829,0.748,11.488,31.963,43.451,22.024,6.744,6.22,13.256,18.659,99.354,0.539,0.502,0.233,0.266,26.809,75.295,51.154,58.093,7.309,9.705,12.534,108.293,107.494
2015-16,38.451,85.854,0.449,29.89,62.061,0.483,8.561,23.793,0.358,17.256,22.232,0.779,9.537,33.073,42.61,22.171,7.72,4.171,13.439,20.89,102.72,0.538,0.499,0.277,0.264,21.084,79.08,48.943,57.654,7.916,7.03,12.276,105.77,109.632
2016-17,39.21,87.012,0.451,29.889,60.284,0.497,9.321,26.728,0.346,16.667,22.272,0.746,8.605,35.173,43.778,22.79,7.753,5.568,12.79,18.111,104.407,0.54,0.505,0.307,0.26,18.398,76.769,47.504,58.046,7.802,9.502,11.664,105.343,107.491
2017-18,42.683,88.305,0.484,32.476,60.11,0.542,10.207,28.195,0.359,16.146,20.927,0.774,8.683,35.659,44.341,26.768,8.012,5.915,14.915,19.146,111.72,0.574,0.542,0.321,0.241,19.884,76.902,49.335,62.68,7.79,9.605,13.301,109.684,108.439
2018-19,43.671,92.232,0.475,33.402,62.366,0.537,10.268,29.866,0.344,17.829,23.427,0.757,11.085,36.207,47.293,27.024,7.439,5.378,14.817,21.122,115.439,0.564,0.531,0.325,0.258,24.105,76.941,50.876,61.944,7.172,9.207,12.618,111.388,112.635
2019-20,42.569,91.639,0.466,28.931,54.75,0.531,13.639,36.889,0.37,17.069,23.431,0.727,11.069,35.431,46.5,26.833,7.486,4.972,16.403,21.167,115.847,0.57,0.541,0.403,0.259,23.965,78.051,50.886,62.965,7.136,8.546,13.844,110.778,111.967
2020-21,42.5,89.056,0.479,31.917,58.639,0.547,10.583,30.417,0.347,19.014,26.083,0.727,11.736,35.667,47.403,26.0,7.569,4.375,14.611,17.986,114.597,0.572,0.539,0.343,0.295,26.119,79.974,53.107,61.243,7.465,8.56,12.675,113.746,114.064
2021-22,40.25,87.869,0.459,29.69,56.071,0.532,10.56,31.798,0.336,18.226,23.226,0.786,11.976,33.429,45.405,24.905,8.167,4.024,13.976,19.762,109.286,0.558,0.52,0.362,0.267,26.596,78.589,52.079,62.012,8.327,8.027,12.454,112.189,112.962
2022-23,42.036,87.554,0.481,31.096,57.482,0.543,10.94,30.072,0.361,19.398,24.458,0.795,10.602,33.145,43.747,25.892,8.265,4.108,14.542,20.494,114.41,0.583,0.544,0.344,0.281,24.522,77.425,51.151,61.567,8.254,8.131,12.894,114.681,112.894
2023-24,42.512,87.417,0.487,30.143,55.012,0.549,12.369,32.405,0.377,17.452,22.631,0.77,10.393,33.655,44.048,27.012,8.298,4.619,13.024,18.452,114.845,0.591,0.557,0.37,0.262,24.443,77.182,51.121,63.313,8.47,9.587,11.82,117.256,112.74
