SEASON,FGM,FGA,FG%,2PT_FGM,2PT_FGA,2PT_FG%,3PT_FGM,3PT_FGA,3PT_FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,EFG%,3PAR,FTR,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORTG,DRTG
2000-01,35.902,82.402,0.437,31.854,69.549,0.46,4.049,12.854,0.31,18.171,24.061,0.752,11.829,30.841,42.671,23.232,9.451,5.232,15.244,22.732,94.024,0.507,0.462,0.156,0.298,27.071,73.787,50.06,64.613,10.093,7.768,14.073,100.846,98.421
2001-02,37.768,84.561,0.448,33.402,71.195,0.471,4.366,13.366,0.323,15.244,19.878,0.764,13.085,29.622,42.707,22.415,8.134,4.902,14.695,21.72,95.146,0.511,0.474,0.158,0.237,29.928,70.335,49.873,59.304,8.87,7.327,13.637,103.817,104.448
2002-03,36.646,82.634,0.445,31.841,68.622,0.467,4.805,14.012,0.338,17.439,23.512,0.747,12.793,29.756,42.549,20.963,8.11,4.927,14.732,21.963,95.537,0.516,0.475,0.171,0.289,29.171,70.383,49.75,57.332,8.805,7.641,13.728,104.187,102.923
2003-04,36.073,81.354,0.444,31.012,66.695,0.466,5.061,14.659,0.34,16.976,22.744,0.743,11.268,29.341,40.61,19.341,8.951,4.671,15.232,22.707,94.183,0.517,0.476,0.181,0.285,26.648,70.22,48.238,53.722,9.604,7.249,14.31,101.543,105.541
2004-05,40.866,85.585,0.478,31.159,60.878,0.513,9.707,24.707,0.391,18.976,25.366,0.746,11.793,32.341,44.134,23.5,6.976,5.524,13.72,19.061,110.415,0.571,0.535,0.289,0.299,27.448,68.502,48.933,57.451,7.239,7.489,12.373,114.499,107.04
2005-06,41.829,87.402,0.48,31.622,61.829,0.513,10.207,25.573,0.397,14.5,17.988,0.807,9.488,32.317,41.805,26.573,6.695,5.024,13.268,20.524,108.366,0.569,0.538,0.292,0.209,21.994,72.09,47.593,63.445,6.912,7.17,12.173,111.641,105.862
2006-07,41.317,83.598,0.495,31.744,59.634,0.535,9.573,23.963,0.401,18.0,22.28,0.803,8.988,31.5,40.488,25.878,6.744,4.805,14.5,20.232,110.207,0.591,0.553,0.287,0.271,22.471,71.963,48.49,62.473,6.956,6.857,13.463,114.046,106.302
2007-08,41.366,82.707,0.501,32.902,61.195,0.539,8.463,21.512,0.387,18.878,24.11,0.787,8.78,32.72,41.5,26.683,6.488,6.317,14.439,19.915,110.073,0.59,0.552,0.259,0.296,22.241,71.196,48.626,64.483,6.682,8.566,13.413,113.366,108.144
2008-09,41.134,81.646,0.504,34.39,64.024,0.538,6.744,17.622,0.385,20.427,27.451,0.742,10.976,30.732,41.707,23.232,7.183,5.122,15.707,20.622,109.439,0.585,0.546,0.216,0.343,27.309,71.801,50.516,56.444,7.382,7.779,14.388,113.6,111.704
2009-10,40.72,82.78,0.493,31.817,61.195,0.522,8.902,21.585,0.409,19.89,25.817,0.768,11.098,31.902,43.0,23.317,5.841,5.098,14.756,20.89,110.232,0.586,0.547,0.261,0.315,27.29,70.955,50.389,57.055,6.117,7.455,13.554,115.395,110.265
2010-11,39.256,83.463,0.471,30.707,60.817,0.505,8.549,22.646,0.369,17.951,23.646,0.764,10.012,30.22,40.232,23.72,6.646,4.354,14.256,20.317,105.012,0.56,0.522,0.271,0.287,23.48,71.682,47.649,60.366,6.921,6.539,13.211,109.434,110.368
2011-12,37.803,82.5,0.459,31.076,62.879,0.496,6.727,19.621,0.343,16.03,21.167,0.76,10.864,30.833,41.697,22.515,6.53,5.545,14.061,18.682,98.364,0.537,0.5,0.238,0.259,25.55,71.924,49.044,59.82,7.026,8.356,13.282,106.327,106.452
2012-13,37.329,84.354,0.444,31.476,66.61,0.474,5.854,17.744,0.328,14.671,19.732,0.746,11.695,29.927,41.622,22.622,8.037,5.293,15.585,20.585,95.183,0.513,0.478,0.211,0.236,26.676,72.182,48.902,60.617,8.513,8.11,14.372,101.327,108.116
2013-14,38.683,83.476,0.465,29.354,58.415,0.504,9.329,25.061,0.376,18.537,24.439,0.752,11.317,31.72,43.037,19.061,8.39,4.561,15.341,21.927,105.232,0.56,0.521,0.301,0.296,26.25,73.961,50.185,49.385,8.706,7.127,13.989,109.587,106.887
