SEASON,FGM,FGA,FG%,2PT_FGM,2PT_FGA,2PT_FG%,3PT_FGM,3PT_FGA,3PT_FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,EFG%,3PAR,FTR,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORTG,DRTG
2000-01,35.244,79.659,0.443,32.561,71.622,0.456,2.683,8.037,0.318,19.037,24.878,0.766,12.378,29.756,42.134,20.829,7.829,5.317,16.463,23.22,92.207,0.509,0.46,0.101,0.315,29.69,71.098,50.421,59.1,8.567,8.012,15.398,100.74,105.34
2001-02,35.951,80.268,0.448,31.232,67.756,0.461,4.72,12.512,0.374,18.646,24.146,0.771,11.805,30.28,42.085,23.061,6.976,5.732,14.585,21.341,95.268,0.524,0.477,0.156,0.306,28.874,73.05,51.118,64.177,7.678,8.567,13.826,104.941,108.68
2002-03,34.756,82.268,0.423,31.183,71.341,0.439,3.573,10.927,0.304,18.317,24.537,0.746,13.634,31.0,44.634,20.878,7.756,6.354,18.305,22.732,91.402,0.492,0.445,0.133,0.302,30.865,73.243,51.644,59.768,8.213,9.33,16.435,96.811,106.979
2003-04,35.634,82.354,0.435,32.622,72.768,0.45,3.012,9.585,0.318,18.634,24.756,0.749,13.634,31.939,45.573,22.049,7.134,6.549,14.829,21.256,92.915,0.5,0.453,0.116,0.303,30.77,73.223,51.979,61.8,7.763,9.613,13.711,101.422,104.344
2004-05,36.463,81.549,0.448,32.805,70.524,0.466,3.659,11.024,0.324,19.927,26.512,0.751,13.622,28.683,42.305,22.573,7.976,5.622,13.915,22.561,96.512,0.519,0.471,0.135,0.331,32.215,71.451,51.473,61.566,8.801,8.682,12.965,106.648,105.77
2005-06,35.463,78.195,0.455,29.402,60.329,0.49,6.061,17.866,0.339,20.598,28.268,0.728,11.695,30.622,42.317,19.024,6.915,4.78,13.866,21.134,97.585,0.539,0.494,0.229,0.367,28.323,75.849,51.791,53.438,7.634,7.612,13.271,107.893,105.445
2006-07,36.317,81.195,0.448,30.293,64.073,0.473,6.024,17.122,0.346,18.098,26.012,0.693,12.671,30.841,43.512,20.829,7.622,4.305,14.354,21.72,96.756,0.523,0.485,0.211,0.325,29.445,76.017,52.201,56.885,8.29,6.822,13.404,105.427,101.396
2007-08,35.817,81.671,0.439,29.085,62.841,0.463,6.732,18.829,0.347,18.012,25.134,0.718,13.317,31.256,44.573,20.0,7.061,5.207,13.963,20.878,96.378,0.52,0.48,0.231,0.31,30.26,76.037,52.435,55.659,7.724,8.457,13.06,105.922,106.4
2008-09,36.854,78.707,0.469,28.854,58.341,0.495,8.0,20.366,0.394,18.573,24.537,0.756,10.805,31.39,42.195,20.28,7.232,5.305,12.744,20.28,100.28,0.561,0.52,0.259,0.316,27.565,74.511,52.052,55.062,8.084,8.752,12.448,112.472,102.461
2009-10,37.817,77.939,0.486,30.476,58.646,0.521,7.341,19.293,0.383,19.134,26.585,0.726,9.646,32.829,42.476,22.378,6.878,5.183,13.866,19.402,102.11,0.57,0.533,0.248,0.346,24.887,77.402,52.393,58.954,7.488,8.272,13.383,111.361,104.209
