SEASON,FGM,FGA,FG%,2PT_FGM,2PT_FGA,2PT_FG%,3PT_FGM,3PT_FGA,3PT_FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,EFG%,3PAR,FTR,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORTG,DRTG
2001-02,34.768,79.695,0.438,30.671,66.329,0.464,4.098,13.366,0.297,16.268,22.963,0.707,12.0,29.427,41.427,21.744,7.878,5.939,16.39,19.171,89.902,0.502,0.463,0.168,0.294,27.638,68.345,47.861,62.48,8.616,8.523,15.456,98.539,106.691
2002-03,37.183,82.232,0.453,31.488,66.634,0.474,5.695,15.598,0.364,17.439,23.61,0.746,11.5,30.073,41.573,23.073,7.939,6.098,15.39,20.463,97.5,0.527,0.487,0.19,0.292,26.633,68.854,48.098,62.143,8.432,8.578,14.244,104.137,107.741
2003-04,36.134,81.183,0.446,30.683,65.159,0.472,5.451,16.024,0.343,18.988,26.134,0.725,12.768,29.037,41.805,23.354,9.695,6.89,14.951,23.207,96.707,0.523,0.48,0.197,0.325,29.002,68.93,48.699,64.802,10.515,10.327,13.923,104.74,102.146
2004-05,34.171,76.476,0.449,27.695,58.354,0.478,6.476,18.122,0.355,18.61,24.683,0.749,10.817,28.134,38.951,20.927,8.524,5.805,14.598,23.293,93.427,0.537,0.491,0.238,0.328,26.65,69.912,48.483,61.209,9.577,9.524,14.307,105.529,102.946
2005-06,33.488,74.695,0.45,26.293,55.451,0.477,7.195,19.244,0.381,18.0,25.329,0.707,10.171,29.012,39.183,19.341,7.317,5.39,13.829,21.427,92.171,0.539,0.499,0.259,0.349,25.571,72.224,49.089,57.971,8.393,8.811,13.885,106.038,101.661
2006-07,36.561,78.634,0.464,30.463,62.024,0.491,6.098,16.61,0.354,22.378,29.39,0.762,10.561,28.963,39.524,20.488,6.878,4.963,16.378,22.28,101.598,0.554,0.503,0.211,0.379,25.82,71.43,48.456,55.859,7.255,7.676,15.163,106.735,112.271
2007-08,37.317,82.159,0.455,29.756,60.463,0.495,7.561,21.695,0.34,18.5,25.573,0.729,10.341,31.305,41.646,19.195,6.134,4.707,15.256,19.415,100.695,0.54,0.501,0.265,0.319,23.56,73.61,48.288,51.326,6.373,7.128,14.03,104.89,111.479
2008-09,34.939,76.963,0.455,30.085,63.476,0.475,4.854,13.488,0.355,19.146,25.329,0.755,10.329,28.5,38.829,17.354,7.5,4.695,15.268,21.671,93.878,0.533,0.486,0.176,0.332,25.78,73.81,49.283,49.732,8.217,7.954,14.738,103.5,109.562
2009-10,39.305,83.841,0.469,35.11,71.402,0.492,4.195,12.439,0.332,19.683,26.854,0.737,13.049,30.439,43.488,18.817,7.866,4.866,15.22,20.183,102.488,0.536,0.494,0.149,0.324,31.093,73.538,52.21,47.774,8.312,7.639,13.724,108.378,110.006
2010-11,39.024,82.939,0.471,35.256,71.646,0.493,3.768,11.293,0.329,18.122,24.159,0.749,11.829,29.159,40.988,20.622,9.402,5.378,13.963,20.793,99.939,0.535,0.494,0.137,0.296,28.91,72.996,50.71,52.865,10.07,9.038,12.957,107.728,105.209
